r,pshclass1,pshclass2,pshclass3,pshclass4,pshclass5,pshclass6,pshclass7,pshclass8,pshclass9,pshclass10,pshclass11,pshclass12,pshclass13,pshclass14,pshclass15
p1,2901.72,1245.51,1728.7,2140.51,2193.09,2217.18,1756.36,2190.3,2212.13,2309.42,1725.83,2148.03,1590.43,2042.66,2393.04
p2,6280.43,5528.94,6018.24,5569.82,6113.64,5567.6,5870.87,5148.37,5983.58,5890.94,5749.01,5618.25,6107.45,5302.7,6166.38
p3,12288.43,10335.93,10475.43,10134.07,10391.11,10298.49,10147.45,9761.29,10510.35,9859.68,10199.5,9920.95,10488.38,9894.58,10549.28
p4,3101.22,3031.4,2888.68,3045.36,4751.49,2801.25,3381.52,3469.22,2543.62,3498.72,3362.73,3109.05,3325.68,2144.11,4475.69
p5,24347.96,24328.53,23527.32,23376.36,22789.96,23374.23,23509.65,23589.3,23377.12,23119.95,23322.34,23491.69,23177.06,23298.68,23478.08
p6,13441.87,13316.89,12010.97,11156.67,12415.16,11954.81,12275.69,11698.23,11840.87,12083.69,11498.83,12241.66,12191.9,12052.73,12351.59
p7,37585.48,35634.87,36859.01,36142.69,36383.58,36757.78,36487.01,36101.1,36521.19,36738.54,36086.97,36462.76,36602.67,36375.83,36598.09
p8,42680.53,39877.38,40260.83,40915.69,39684.15,41121.28,40536.95,40465.3,40339.23,40011.16,40128.94,40454.25,40801.22,39848.71,41152.89
p9,114148.64,114098.33,113203.43,114893.1,113516.54,113913.56,114045.13,113839.33,113361.78,114003.04,114506.72,113555.38,113861.71,113484.94,114496.32
p10,143219.1,142846.06,142657.98,143520.83,142806.1,142821.39,143410.67,143266.98,142793.58,142449.9,143532.73,142553.06,143037.01,143071.8,143123.32
p11,11383.41,11660.27,11195.92,11368.7,11270.56,11034.6,10981.77,11569.94,10916.08,11177.79,11264.24,11075.54,11478.94,10941.11,11493.98
p12,364339.92,362854.51,364136.68,362793.31,363784.79,363460.63,363482.48,362499.42,363948.86,363104.09,363418.27,363771.74,363268.47,363302.56,363575.32
p13,15061.5,13872.48,14492.75,13161.21,14978.39,13378.34,14457.23,14010.96,13923,14363.18,13775.38,13733.66,14257.21,13985.95,14285.29
p14,9567.77,9053.47,8416.05,9331.11,8739.56,9446.13,8681.51,9254.04,9191.38,8641.05,8774.5,9518.88,9068.8,8824.32,9185.66
