region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,trans_cap_cost_per_mw,reinforcement_cost_per_mw,dist_km,reinforcement_dist_km
p1,5,800,740.253,940992.579,152258.523,788734.057,45.987,213.666
p1,5,801,370.404,1032865.622,244131.566,788734.057,62.831,213.666
p1,5,802,81.193,1362257.011,499900.755,862356.255,43.757,225.075
p1,5,1180,1407.155,988946.358,126590.103,862356.255,11.075,225.075
p1,5,1181,1187.168,944525.171,222343.816,722181.354,57.478,188.072
p1,5,1182,476.999,1326706.322,464350.066,862356.255,38.936,225.075
p1,5,1183,208.914,1333056.566,544322.509,788734.057,85.126,213.666
p1,5,1184,233.758,1316358.883,527624.826,788734.057,96.36,213.666
p1,5,1185,138.495,1501248.618,712514.561,788734.057,107.88,213.666
p1,5,1186,7.357,9740971.619,8878615.363,862356.255,84.225,225.075
p1,5,1560,961.112,931082.845,208901.491,722181.354,39.054,188.072
p1,5,1561,48.883,1823490.249,961133.993,862356.255,31.955,225.075
p1,5,1562,315.461,1147447.276,425265.922,722181.354,76.669,188.072
p1,5,1565,25.621,2207209.269,1651441.459,555767.81,33.299,216.806
p1,5,1566,192.78,1379003.784,590269.727,788734.057,125.701,213.666
p1,5,1567,241.742,1132153.269,576385.459,555767.81,60.639,216.806
p1,5,1940,340.94,780272.656,227868.634,552404.022,34.577,157.684
p1,5,1941,159.772,1019725.63,314937.686,704787.944,16.162,193.236
p1,5,1942,318.815,877149.51,264201.482,612948.028,34.744,178.2
p1,5,2320,1135.884,649748.854,97344.832,552404.022,17.277,157.684
p1,5,2321,1043.007,739919.94,35453.524,704466.416,1.506,193.108
p1,5,2322,457.345,903708.933,290760.906,612948.028,24.46,178.2
p1,5,2323,86.569,832635.126,289466.593,543168.533,19.247,211.039
p1,5,2326,2.613,12250234.567,11694466.757,555767.81,20.893,216.806
p1,5,2327,187.864,914530.386,358762.576,555767.81,36.99,216.806
p1,5,2700,1394.744,658354.942,45406.914,612948.028,6.767,178.2
p1,5,2701,1559.231,667745.124,54797.096,612948.028,7.127,178.2
p1,5,2702,1106.537,754009.081,141061.053,612948.028,19.756,178.2
p1,5,2703,560.762,703081.625,159913.092,543168.533,21.445,211.039
p1,5,2705,11.716,2260024.016,1704256.206,555767.81,8.451,216.806
p1,5,2706,1348.764,677127.33,121359.52,555767.81,16.28,216.806
p1,5,2707,1238.695,779860.137,224092.327,555767.81,29.186,216.806
p1,5,3081,1510.008,698057.211,85109.183,612948.028,14.334,178.2
p1,5,3082,1480.57,735958.986,123010.958,612948.028,24.816,178.2
p1,5,3083,1265.298,837486.965,224538.937,612948.028,38.253,178.2
p1,5,3084,94.683,833874.659,290706.126,543168.533,21.587,211.039
p1,5,3085,2.257,21462234.408,20906466.598,555767.81,32.541,216.806
p1,5,3086,1178.618,718808.504,163040.694,555767.81,26.93,216.806
p1,5,3461,1533.458,740837.18,127889.152,612948.028,29.202,178.2
p1,5,3462,1162.088,781593.141,168645.114,612948.028,32.598,178.2
p1,5,3463,191.654,1030995.47,418047.443,612948.028,51.277,178.2
p1,5,3464,236.53,1132422.615,519474.587,612948.028,56.486,178.2
p1,5,3466,629.407,817151.229,261383.419,555767.81,37.861,216.806
p1,5,3841,1540.681,787954.038,175006.011,612948.028,41.598,178.2
p1,5,3842,1065.856,862282.585,249334.557,612948.028,47.379,178.2
p1,5,3843,18.615,4847681.692,4234733.665,612948.028,69.576,178.2
p1,5,4220,407.539,716510.441,434922.008,281588.433,68.295,89.469
p1,5,4221,1553.395,534821.931,253233.499,281588.433,61.833,89.469
p1,5,4222,1051.973,925363.871,312415.843,612948.028,57.795,178.2
p1,5,4223,297.649,1045127.492,432179.464,612948.028,67.685,178.2
p1,5,4601,1487.46,518802.406,276297.239,242505.167,46.817,82.52
p1,5,4602,410.776,907912.386,665407.22,242505.167,58.037,82.52
p1,5,4605,197.322,1078382.361,773077.658,305304.703,93.25,124.115
p1,5,4606,695.673,851058.708,543282.065,307776.643,85.835,141.376
p1,5,4607,36.028,2354015.235,1704050.728,649964.507,56.354,248.237
p1,5,4981,523.961,617627.003,375121.836,242505.167,41.805,82.52
p1,5,4982,445.418,964830.479,722325.312,242505.167,66.703,82.52
p1,5,4984,32.971,3198972.472,2629094.927,569877.545,65.989,235.782
p1,5,4985,293.779,889956.885,638248.07,251708.815,89.451,117.974
p1,5,4986,781.191,652650.599,344873.956,307776.643,70.389,141.376
p1,5,4987,617.091,668209.464,134877.05,533332.414,4.954,187.133
p1,5,5360,274.02,522686.951,280181.784,242505.167,37.673,82.52
p1,5,5361,69.679,969006.727,685827.089,283179.638,30.825,88.345
p1,5,5362,72.739,1321949.21,752071.665,569877.545,35.985,235.782
p1,5,5363,106.388,1411477.008,841599.462,569877.545,31.797,235.782
p1,5,5364,640.117,733054.265,481345.45,251708.815,77.573,117.974
p1,5,5365,1344.634,716741.331,408964.688,307776.643,70.371,141.376
p1,5,5366,1501.676,615891.932,308115.289,307776.643,59.169,141.376
p1,5,5367,1299.028,537773.464,229996.821,307776.643,44.091,141.376
p1,5,5368,1472.442,486524.815,178748.172,307776.643,34.803,141.376
p1,5,5741,290.56,673711.992,431206.825,242505.167,61.214,82.52
p1,5,5742,156.933,933634.081,691128.914,242505.167,69.712,82.52
p1,5,5743,1293.065,820634.212,250756.666,569877.545,16.799,235.782
p1,5,5744,1338.935,625886.536,374177.722,251708.815,75.558,117.974
p1,5,5745,1512.448,569153.16,317444.345,251708.815,59.545,117.974
p1,5,5746,1486.06,561899.614,254122.971,307776.643,52.37,141.376
p1,5,5747,1469.242,519192.203,211415.56,307776.643,41.317,141.376
p1,5,5748,1449.146,445166.846,137390.203,307776.643,27.694,141.376
p1,5,6121,1332.792,796716.485,226838.939,569877.545,16.659,235.782
p1,5,6122,1093.703,621531.338,51653.792,569877.545,2.766,235.782
p1,5,6123,1055.292,792717.058,222839.513,569877.545,11.277,235.782
p1,5,6124,1529.447,518299.401,266590.586,251708.815,61.091,117.974
p1,5,6125,1484.829,505290.829,253582.014,251708.815,47.565,117.974
p1,5,6126,1457.006,461940.628,210231.813,251708.815,45.876,117.974
p1,5,6127,1451.818,491882.587,184105.944,307776.643,37.875,141.376
p1,5,6128,1441.258,415728.755,107952.112,307776.643,24.118,141.376
p1,5,6129,1439.667,373415.099,65638.456,307776.643,12.129,141.376
p1,5,6501,220.336,1052108.214,482230.669,569877.545,24.068,235.782
p1,5,6503,20.758,3192295.583,2940586.768,251708.815,56.178,117.974
p1,5,6504,1043.756,476635.145,224926.331,251708.815,47.487,117.974
p1,5,6505,1468.864,438821.264,187112.449,251708.815,35.252,117.974
p1,5,6506,1439.331,421953.35,170244.535,251708.815,34.439,117.974
p1,5,6507,1432.134,443589.125,138284.422,305304.703,22.153,124.115
p1,5,6508,1435.369,395992.263,90687.561,305304.703,10.58,124.115
p1,5,6509,1442.544,321155.214,15850.511,305304.703,1.866,124.115
p1,5,6882,202.292,607590.885,331263.198,276327.687,51.358,97.72
p1,5,6883,752.316,468929.448,217220.634,251708.815,46.947,117.974
p1,5,6884,1298.768,431914.074,180205.259,251708.815,36.201,117.974
p1,5,6885,1439.385,384695.202,132986.387,251708.815,24.87,117.974
p1,5,6886,1411.362,358800.156,107091.341,251708.815,18.98,117.974
p1,5,6887,1293.228,362540.482,110831.667,251708.815,19.397,117.974
p1,5,7261,875.446,468886.745,192559.058,276327.687,35.375,97.72
p1,5,7262,1121.767,456798.812,180471.125,276327.687,40.445,97.72
p1,5,7263,88.319,801501.846,549793.032,251708.815,47.105,117.974
p1,5,7264,1129.219,394029.864,142321.049,251708.815,29.842,117.974
p1,5,7265,1395.73,339192.466,87483.651,251708.815,17.757,117.974
p1,5,7640,1379.517,411636.834,135309.147,276327.687,30.924,97.72
