region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,trans_adder_per_mw,capital_adder_per_mw,dist_spur_km,dist_export_km,dist_reinforcement_km
p01003,7,54799,94.2516,6463633.7907,3021640.8631,3441992.9276,2.6832,481.4601,105.0677
p01003,7,54800,204.2496,4344860.4496,3039857.5098,1305002.9397,8.3788,496.4102,107.7586
p01003,7,55116,657.8496,3447955.8768,3019593.0711,428362.8057,6.9761,407.833,112.1068
p01003,7,55117,767.8476,3334045.8333,3041514.4519,292531.3814,6.9761,423.673,112.1068
p01003,7,55118,877.8456,3137957.9474,3021640.3695,116317.578,2.6832,439.4757,105.0677
p01003,7,55119,980.8776,2979187.2858,3029116.4392,-49929.1534,2.6832,455.3157,105.0677
p01003,7,55120,1003.6224,2884573.1928,3037201.8028,-152628.6099,2.6832,471.1557,105.0677
p01003,7,55121,1003.6224,2808604.895,3055200.9128,-246596.0178,9.2389,487.033,108.9877
p01003,7,55436,490.374,4086947.8679,3025376.3991,1061571.4688,2.6832,388.6752,105.0677
p01003,7,55437,665.8848,3766457.2074,3072707.7097,693749.4977,2.6832,405.3353,105.0677
p01003,7,55438,819.2016,3622536.2716,3096223.1831,526313.0885,2.6832,421.1753,105.0677
p01003,7,55439,1003.6224,3372571.8175,3097963.0725,274608.745,2.6832,437.0153,105.0677
p01003,7,55440,1003.6224,3262526.8683,3116426.3583,146100.5099,8.3788,456.6567,107.7586
p01003,7,55441,1003.6224,3173859.393,3134249.6746,39609.7184,6.9761,471.8641,112.1068
p01003,7,55442,1003.6224,3022189.0724,3105101.3098,-82912.2374,2.6832,487.6668,105.0677
p01003,7,55443,1003.6224,2886881.5914,3094661.875,-207780.2836,2.6832,503.6559,105.0677
p01003,7,55760,254.988,4660225.9455,3234070.8608,1426155.0847,6.9761,444.5537,112.1068
p01003,7,55761,847.5516,3726410.3388,3209079.7724,517330.5664,2.6832,459.4165,105.0677
p01003,7,55762,1003.6224,3414910.2158,3190247.3073,224662.9085,2.6832,480.4967,105.0677
p01003,7,55763,1003.6224,3230866.0262,3170749.0813,60116.945,2.6832,494.2279,105.0677
p01003,7,55764,961.4376,3102235.91,3170933.6598,-68697.7498,8.3788,510.1052,107.7586
p01003,7,55765,650.0088,3537872.9803,3153969.7406,383903.2397,6.9761,526.0943,112.1068
p01003,7,56082,33.1776,8224395.4005,3356940.361,4867455.0396,2.6832,456.2632,105.0677
p01003,7,56083,602.7696,4039985.0898,3303443.1876,736541.9022,2.6832,496.3367,105.0677
p01003,7,56084,1003.6224,3489923.4814,3265562.7192,224360.7622,9.2389,504.2532,108.9877
p01003,7,56085,951.0372,3756867.2327,3249221.7441,507645.4886,6.9761,516.6663,112.1068
p01003,7,56086,233.4744,4683731.4683,3212196.8267,1471534.6417,2.6832,539.9077,105.0677
p01003,7,56404,20.1528,8393559.3437,3459067.3011,4934492.0427,2.6832,478.6387,105.0677
p01003,7,56405,862.0344,3904829.9663,3361104.8864,543725.0799,2.6832,520.0559,105.0677
p01003,7,56406,1003.6224,3931335.5334,3297429.9099,633905.6236,2.6832,526.6171,105.0677
p01003,7,56407,1003.6224,3610935.4846,3244303.4161,366632.0686,2.6832,539.0302,105.0677
p01003,7,56408,1003.6224,3352888.1845,3217500.4192,135387.7653,9.2389,554.9075,108.9877
p01003,7,56726,214.4556,6334374.3081,3449628.2083,2884746.0998,2.6832,536.5978,105.0677
p01003,7,56727,1003.6224,4249103.8219,3411597.0607,837506.7612,8.3788,542.4943,107.7586
p01003,7,56728,1003.6224,3892031.4757,3352188.4976,539842.9781,6.9761,549.0555,112.1068
p01003,7,56729,1003.6224,3470327.5023,3250739.0743,219588.428,2.6832,561.4313,105.0677
p01003,7,57048,581.1588,4901641.735,3496293.7416,1405347.9934,2.6832,558.5079,105.0677
p01003,7,57049,1003.6224,4195851.651,3433530.8909,762320.7602,2.6832,564.8582,105.0677
p01003,7,57050,1003.6224,3666410.7193,3323812.5512,342598.1681,2.6832,573.6336,105.0677
p01003,7,57051,1003.6224,3334182.1016,3278782.8329,55399.2686,8.3788,590.4056,107.7586
p01003,7,57370,748.5372,4737611.4583,3554664.6686,1182946.7896,8.3788,581.2574,107.7586
p01003,7,57371,1003.6224,3994696.6236,3451474.8076,543221.816,6.9761,587.8931,112.1068
p01003,7,57372,1003.6224,3426621.2699,3322438.4692,104182.8007,6.9761,596.072,112.1068
p01003,7,57691,63.5364,9472690.9007,3642426.1043,5830264.7965,2.6832,600.7135,105.0677
p01003,7,57692,758.0304,4626558.0325,3569378.6058,1057179.4267,2.6832,606.389,105.0677
p01003,7,57693,1003.6224,3578939.8985,3364571.075,214368.8235,2.6832,609.6605,105.0677
p01003,7,57694,1003.6224,3336989.62,3317707.2682,19282.3519,2.6832,618.4359,105.0677
p01003,7,58013,23.1012,9409475.2803,3698803.5665,5710671.7138,8.3788,627.0049,107.7586
