region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,trans_adder_per_mw,capital_adder_per_mw,dist_spur_km,dist_reinforcement_km
p01001,2,71325,702.9844,46995.1052,48511.4279,-1516.3227,1.5955,160.2643
p01001,2,71326,938.6615,39449.0744,39955.2415,-506.1671,0.7046,138.1726
p01001,2,71327,1129.0214,57484.1775,48971.3037,8512.8737,5.6647,147.6802
p01001,2,71706,832.5868,30416.6984,38673.1203,-8256.4219,0.4346,153.1468
p01001,2,71707,759.0815,57567.4518,48522.8363,9044.6155,1.791,151.1721
p01001,3,71328,1057.5189,88115.8648,54880.6609,33235.204,2.871,162.7049
p01001,3,71708,568.3246,126346.7574,49314.9576,77031.7998,2.0674,163.3871
p01001,3,72086,852.837,57603.9601,51115.893,6488.0671,2.691,169.0055
p01001,3,72087,729.2218,62872.997,42765.6402,20107.3569,1.3037,170.4418
p01001,3,72088,384.4744,166104.1122,49352.9833,116751.1288,5.2648,175.5574
p01001,3,72466,457.7428,68209.4411,49160.3693,19049.0718,2.241,190.1652
p01003,2,77019,156.317,70460.9347,75463.4334,-5002.4988,7.0866,90.7577
p01003,2,77020,1721.0129,42839.8401,49732.195,-6892.3549,2.2101,97.4289
p01003,2,77399,752.8783,37866.1839,47009.5196,-9143.3357,1.5518,81.8918
p01003,2,77400,2262.5951,52113.2488,61840.7876,-9727.5388,4.7056,92.2892
p01003,2,77779,1009.3316,53115.7001,50371.6154,2744.0847,6.0337,69.5463
p01003,2,77780,1757.5636,67605.5644,66770.3211,835.2433,10.8693,102.446
p01003,2,78160,1438.6844,138014.3953,45716.3458,92298.0495,1.4528,72.1255
p01003,2,78161,1840.0374,69496.6066,69330.9534,165.6532,10.6456,86.5894
p01003,2,78541,1873.9098,59215.2899,51397.7544,7817.5356,2.5328,89.8588
p01003,3,78159,884.4347,37767.7347,39203.574,-1435.8394,3.8429,63.2389
p01003,3,78539,694.9177,74760.7092,45470.2834,29290.4258,1.4528,83.122
p01003,3,78540,1290.441,113263.7066,34999.9953,78263.7114,0.0,82.933
p01003,3,78919,757.8974,138649.8851,41316.5311,97333.354,0.7946,48.212
p01003,3,78920,1559.6769,115340.1122,42614.849,72725.2632,1.2073,87.6002
p01003,3,78921,2106.3861,94139.5047,70862.8177,23276.6869,12.0611,86.2065
p01003,3,78922,1452.829,111090.4907,87670.6377,23419.853,18.3053,86.2065
p01003,3,79299,166.7974,837879.576,45833.1768,792046.3992,1.2818,52.2119
p01003,3,79300,889.189,222774.1669,23748.0921,199026.0748,1.6482,74.2263
p01003,3,79301,916.6942,111267.374,26523.9477,84743.4263,1.9337,86.2065
p01003,3,79302,1890.0221,96991.8762,58357.7369,38634.1393,8.1112,90.1601
p01003,3,79679,117.1681,763076.2071,50025.3617,713050.8454,4.2865,83.581
p01003,3,79680,506.3063,221203.1878,35758.1597,185445.0281,3.9637,66.2781
p01003,3,79681,487.0174,201470.5561,37293.3334,164177.2227,4.2801,75.2909
p01003,3,79682,1173.6108,95015.8536,33411.6932,61604.1604,3.3865,88.9901
p01003,3,80060,291.6943,261389.4984,50335.688,211053.8104,6.9966,86.902
p01003,3,80061,667.0049,388017.834,41939.8939,346077.9401,1.0118,95.2321
p01003,3,80062,1089.7889,154016.2319,36110.0911,117906.1408,0.18,106.3239
p01003,3,80440,133.2213,146774.7357,40378.4817,106396.2541,6.5157,95.6885
p01003,3,80441,490.699,378701.8179,33256.0458,345445.7721,2.7964,97.6221
p01003,3,80442,363.0435,674934.6769,91296.9755,583637.7013,4.6092,113.2023
p01005,2,72858,1795.4134,99456.2345,92325.6342,7130.6003,19.177,312.5539
p01005,2,73238,2032.4802,65056.5588,61120.9553,3935.6035,4.2183,306.8301
