r,pshclass1,pshclass2,pshclass3,pshclass4,pshclass5,pshclass6,pshclass7,pshclass8,pshclass9,pshclass10,pshclass11,pshclass12,pshclass13,pshclass14,pshclass15
p27,1286.7,1454.7,1538.88,1608.46,1687.28,1765.02,1836.39,1912.03,2000.09,2092.68,2223.87,2341.36,2468.5,2621.13,2826.84
p28,1298.72,1480.94,1593.87,1692,1779.42,1858.7,1940.06,2024.58,2112.71,2210.66,2312.22,2432.43,2568.22,2714.67,2891.58
p29,1587.59,1688.66,1750.86,1825.92,1923.12,2027.39,2117.91,2214.91,2295.55,2371.55,2437.13,2533.81,2666.59,2754.59,2884.19
p30,1949.43,2035.25,2124.51,2161.58,2229.16,2316.12,2480.67,2535.6,0,2582.85,2695.4,2740.08,2861.81,2873.18,2986.83
p31,1373.97,1503.07,1605.4,1701.1,1794.48,1883.65,1957.18,2041.97,2137.98,2249.73,2352.31,2453.14,2581.42,2733.21,2889.36
p32,1914.33,2074.38,2167.75,0,2248.92,0,2320.27,2356,0,2444.58,0,2575.97,2759.01,2878.54,2925.06
p33,1599.19,1825.38,1931.86,2015.4,2105.21,2186.11,2256.79,2337.9,2413.01,2484.01,2556.01,2638.86,2723.89,2804.84,2912.9
p34,1513.1,1800.18,1912.91,2000.57,2078.33,2144.53,2212.48,2302.66,2385.85,2466.03,2542.88,2625.14,2696.96,2792.27,2905.54
p38,2850.34,0,0,0,0,0,0,0,0,0,0,0,0,0,2881.83
p47,1260.85,1413.51,1513.3,1551.12,1697.1,1897.78,2109.15,2159.96,2243.73,2306.71,2386.06,2488.9,2577.91,2829.2,2972.98
p56,2502.47,0,0,2553.94,0,0,0,0,2749.78,0,0,0,2904.9,0,2924.08
p59,2241.44,0,0,0,0,2420.13,0,0,0,0,0,2573.86,0,0,2629.64
p61,1284.16,1446.78,1549.67,1642.37,1729.55,1817.95,1894.73,1986.66,2093.79,2180.56,2298.89,2437.09,2572.52,2746.47,2961.5
p85,1696.19,0,0,2124.59,0,0,0,2155,0,0,0,2284.47,0,0,2436.9
p89,2433.8,0,0,0,2613.13,0,0,0,0,2729.46,0,0,0,0,2918.84
p90,1945.49,0,0,0,0,2615.07,0,0,0,0,2760.59,0,0,0,2887.78
p92,1565.05,1893.28,2013.57,2121.4,2235.48,2315.31,2376.83,2463.3,2537.58,2613.14,2689.91,2771.28,2830.95,2886.8,2918.51
p94,1615.85,1910.74,2035.75,2086.25,2169.37,2222.04,2267.97,2346.82,2442.63,2558.15,2616.66,2671.45,2751.71,2876.04,2923.67
p95,1195.91,1674.82,1846.95,1944.32,2020.69,2111.8,2239.23,2298.85,2327.05,2399.48,2490.8,2557.23,2649.48,2780.29,2915.45
p97,1432.64,1593.36,1712.95,1811.89,1892.9,1982.72,2051.79,2121.24,2222.71,2314.98,2429.26,2554.29,2661.41,2769.69,2902.86
p99,1504.95,1702.23,1821.81,1903.48,1960.49,2063.92,2138.19,2240.68,2360.32,2441.64,2524.25,2603.15,2689.96,2780.43,2879.28
p109,1823.47,2154.98,0,2197.23,2343.76,2448.5,2585.99,2609.7,2633.76,2686.46,2752.31,2767.88,2833.89,2918.18,2931.88
p110,1744.95,1825.13,2011.76,2037.88,2046.95,2063.11,2064.49,2075.79,2310.78,2429.85,2449.87,2473.86,2646.85,2751.09,2852.5
p116,1757.37,1840.47,1954.03,2019.4,2126.4,2192.97,2313.35,2362.88,2408.55,2455.24,2569.22,2621.14,2654.24,2753.45,2845.45
p117,0,0,0,0,0,0,0,2284.02,0,0,0,0,0,0,0
p118,1643.32,1863.3,1945.82,2023.81,2086.85,2172.51,2224.53,2291.29,2338.64,2407.33,2482.99,2557.17,2646.95,2748.85,2874.83
p119,1801.5,2161.29,2269.07,0,2369.34,2436.51,2530.55,2573.91,0,2670.57,2729.28,2826.35,2831.71,2833.85,2876.74
p120,2565.82,0,0,0,0,0,0,0,0,0,0,0,0,0,2740.66
p121,1952.85,0,0,0,0,0,0,2238.38,0,0,0,0,0,2679.95,2854.57
p122,1419.86,1818.19,1971.62,2066.64,2215.1,2314.78,2414.03,2475.43,2571.29,2615.66,2683.94,2747.28,2805.48,2865.77,2893.5
p127,1468.15,1694.68,1783.47,1868.1,1971.87,2058.84,2169.39,2274.61,2331.31,2382.55,2470.46,2557.37,2635.99,2718.18,2861.6
p129,1862.18,2108.19,2243.88,2321.28,2356.07,2429.62,2477.62,2507.6,2551.5,2576.47,2577.59,2600.15,2682.75,2796.08,2802.23
p130,1691.75,1968.59,2091.21,2167.8,2206.79,2282.88,2377.45,2470.36,2528.08,2609.58,2653.81,2709.73,2798.52,2850.03,2919.5
p131,0,0,0,0,0,0,0,2840.94,0,0,0,0,0,0,0
p134,1478.47,1722.33,1888.37,1965.91,2125.58,2239.95,2254.91,2317.43,2453.64,2492.65,2581.16,2620.74,2729.12,2809.16,2917.47
