region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,trans_adder_per_mw,capital_adder_per_mw,dist_spur_km,dist_reinforcement_km
p01001,2,71325,2775.321,46995.108,48511.428,-1516.32,1.596,160.264
p01001,2,71326,3144.644,39449.09,39955.241,-506.151,0.705,138.173
p01001,3,71327,3328.407,57484.181,48971.304,8512.877,5.665,147.68
p01001,3,71328,3303.608,88115.846,54880.661,33235.186,2.871,162.705
p01001,3,71706,3036.173,30416.707,38673.12,-8256.414,0.435,153.147
p01001,3,71707,2789.486,57567.437,48522.836,9044.601,1.791,151.172
p01001,3,71708,2560.392,126346.692,49314.958,77031.735,2.067,163.387
p01001,3,72086,2363.229,57603.968,51115.893,6488.075,2.691,169.005
p01001,3,72087,1884.846,62872.953,42765.64,20107.313,1.304,170.442
p01001,3,72088,1342.181,166104.004,49352.983,116751.021,5.265,175.557
p01001,3,72466,916.12,68209.439,49160.369,19049.07,2.241,190.165
p01003,2,77019,230.223,70460.944,75463.433,-5002.49,7.087,90.758
p01003,2,77020,3393.268,42839.843,49732.195,-6892.352,2.21,97.429
p01003,2,77399,1392.834,37866.179,47009.52,-9143.34,1.552,81.892
p01003,2,77400,3912.712,52113.244,61840.788,-9727.543,4.706,92.289
p01003,2,77779,2025.176,53115.734,50371.615,2744.118,6.034,69.546
p01003,2,77780,3325.352,67605.577,66770.321,835.256,10.869,102.446
p01003,3,78159,1733.468,37767.734,39203.574,-1435.84,3.843,63.239
p01003,3,78160,2815.856,138014.375,45716.346,92298.029,1.453,72.125
p01003,3,78161,3035.034,69496.587,69330.953,165.633,10.646,86.589
p01003,3,78539,1906.42,74760.713,45470.283,29290.43,1.453,83.122
p01003,3,78540,2699.398,113263.701,34999.995,78263.706,0.0,82.933
p01003,3,78541,2913.369,59215.28,51397.754,7817.526,2.533,89.859
p01003,3,78918,50.173,280027.311,69521.67,210505.642,4.286,27.152
p01003,3,78919,1917.346,138649.842,41316.531,97333.31,0.795,48.212
p01003,3,78920,2868.595,115340.114,42614.849,72725.265,1.207,87.6
p01003,3,78921,3455.408,94139.476,70862.818,23276.658,12.061,86.206
p01003,3,78922,2368.869,111090.499,87670.638,23419.861,18.305,86.206
p01003,3,79299,683.995,837879.435,45833.177,792046.258,1.282,52.212
p01003,3,79300,1858.574,222774.147,23748.092,199026.055,1.648,74.226
p01003,3,79301,1961.552,111267.353,26523.948,84743.405,1.934,86.206
p01003,3,79302,3094.266,96991.853,58357.737,38634.116,8.111,90.16
p01003,3,79679,459.725,763076.207,50025.362,713050.845,4.286,83.581
p01003,3,79680,1570.394,221203.242,35758.16,185445.082,3.964,66.278
p01003,3,79681,1295.53,201470.555,37293.333,164177.222,4.28,75.291
p01003,3,79682,2173.023,95015.848,33411.693,61604.154,3.386,88.99
p01003,3,80060,920.947,261389.408,50335.688,211053.72,6.997,86.902
p01003,3,80061,1574.783,388017.865,41939.894,346077.971,1.012,95.232
p01003,3,80062,2210.956,154016.195,36110.091,117906.104,0.18,106.324
p01003,3,80440,313.7,146774.839,40378.482,106396.358,6.516,95.688
p01003,3,80441,1164.37,378701.787,33256.046,345445.741,2.796,97.622
p01003,3,80442,667.991,674934.704,91296.976,583637.728,4.609,113.202
p01003,3,80820,32.082,486430.828,16620.083,469810.746,9.209,120.177
p01005,2,73616,3074.716,85772.257,84303.039,1469.218,13.768,287.565
p01005,2,73617,1925.981,74048.502,78022.782,-3974.28,12.388,324.471
p01005,2,73996,2972.215,63494.642,61033.035,2461.607,4.367,302.61
p01005,3,72858,3003.788,99456.231,92325.634,7130.597,19.177,312.554
p01005,3,73238,3537.603,65056.648,61120.955,3935.693,4.218,306.83
p01005,3,73239,2961.912,65100.009,51915.518,13184.491,2.247,319.011
p01005,3,73618,3632.553,45258.56,42364.325,2894.234,3.988,323.521
p01005,3,73619,3199.836,124669.162,46770.046,77899.116,1.326,323.105
p01005,3,73997,3349.653,83031.553,78688.471,4343.082,13.723,309.331
p01005,3,73998,3409.321,69506.81,71350.032,-1843.222,8.986,324.471
p01005,3,73999,2934.651,91812.252,46780.012,45032.24,4.247,333.625
p01005,3,74376,3207.199,41481.534,31346.572,10134.963,2.443,305.253
p01005,3,74377,3349.587,62473.774,59990.165,2483.609,4.333,317.056
p01005,3,74378,2947.935,46479.799,47983.145,-1503.347,1.875,328.944
p01005,3,74379,3591.506,54794.958,56361.464,-1566.505,2.775,371.056
p01005,3,74756,3430.034,46314.058,35000.022,11314.036,0.0,304.018
p01005,3,74757,3154.804,47979.394,41473.261,6506.133,0.996,316.411
p01007,2,69423,2762.97,42532.518,33151.18,9381.339,2.533,64.455
p01007,2,69802,2901.639,47632.374,55574.461,-7942.087,6.332,81.889
p01007,2,69803,2832.828,55115.504,53299.625,1815.879,2.294,81.361
p01007,2,69804,3084.754,45491.76,37078.885,8412.875,0.255,79.344
p01007,2,70181,1138.718,70717.44,84030.355,-13312.915,9.843,100.713
p01007,2,70182,2641.963,101123.993,104334.341,-3210.348,18.374,81.889
p01007,2,70183,2457.065,98166.643,55794.817,42371.826,2.936,92.781
p01007,2,70184,3459.866,85723.835,76581.397,9142.438,6.922,89.65
p01007,2,70561,1044.914,116688.417,128877.005,-12188.587,20.15,100.713
p01007,2,70562,1806.221,123438.709,127092.417,-3653.709,20.261,92.781
p01007,2,70563,1697.83,105068.541,107792.17,-2723.629,13.905,93.253
p01007,2,70564,2901.517,103747.644,103959.043,-211.399,13.453,99.276
p01009,2,65247,1588.248,56826.175,37149.202,19676.973,0.217,110.254
p01009,2,65626,2060.167,81403.712,46225.01,35178.702,4.805,87.748
p01009,2,65627,1842.305,107174.826,70225.49,36949.336,6.62,112.387
p01009,2,65628,1548.416,95464.926,65567.681,29897.244,5.357,110.431
p01009,2,66006,1588.721,82327.997,47770.349,34557.648,1.499,79.759
p01009,2,66007,1642.562,113837.394,78382.415,35454.979,11.727,85.017
p01009,2,66385,1860.041,91906.16,55425.452,36480.708,6.819,77.798
p01009,2,66386,1769.218,110160.281,54348.115,55812.166,6.077,66.366
p01009,2,66387,1606.311,125409.91,30782.875,94627.035,2.316,85.017
p01009,2,66764,2079.309,124718.392,39911.602,84806.79,0.764,65.22
p01009,2,66765,2033.159,122184.418,43119.815,79064.603,4.187,51.21
p01009,2,66766,1596.085,84227.34,32534.922,51692.418,2.098,77.609
p01009,2,66767,1809.314,108533.928,43248.883,65285.045,1.065,69.868
p01011,2,72854,2412.848,75283.566,48992.236,26291.33,2.331,256.589
p01011,2,72856,3446.537,72606.845,61137.669,11469.176,3.786,299.449
p01011,2,72857,3016.4,83302.137,76646.094,6656.043,12.024,312.554
p01011,2,73233,3877.892,65388.525,56945.581,8442.944,3.426,255.233
p01011,2,73234,3616.134,38138.768,27980.088,10158.68,1.76,269.374
p01011,2,73235,3437.718,57742.106,44497.001,13245.105,1.462,273.3
p01011,2,73236,3479.577,48577.362,39124.099,9453.263,3.988,287.565
p01011,2,73237,2780.918,45685.972,43475.62,2210.352,0.975,296.014
p01011,2,73614,3348.02,59585.438,50070.258,9515.18,2.157,274.883
p01011,2,73615,3566.564,65236.133,59169.225,6066.907,3.119,286.52
p01011,3,72853,2605.974,74778.157,46661.211,28116.945,1.896,244.456
p01011,3,72855,3434.054,79926.792,38955.82,40970.972,0.472,276.42
p01013,2,73986,3051.652,134932.892,141909.162,-6976.27,27.788,244.144
p01013,2,73987,3544.081,84953.635,90073.512,-5119.877,16.022,244.144
p01013,2,73988,3524.667,41961.261,35491.401,6469.86,2.915,241.347
p01013,2,73989,3308.993,35564.169,36723.916,-1159.747,0.255,246.898
p01013,2,74366,3268.785,120171.508,122909.652,-2738.145,24.905,241.268
p01013,2,74367,3830.736,79989.916,76753.046,3236.87,13.645,248.075
p01013,2,74368,2742.626,129289.57,27494.13,101795.441,1.468,251.762
p01013,2,74369,2821.749,69232.905,70664.905,-1432.0,5.354,258.58
p01013,2,74746,4008.815,87786.632,92985.922,-5199.29,16.851,229.163
p01013,2,74747,3792.914,60632.084,63214.612,-2582.529,7.884,229.163
p01013,2,74748,3397.249,39723.142,40205.961,-482.819,0.757,239.866
p01013,2,74749,2880.65,63596.82,70260.443,-6663.623,6.67,261.526
p01013,2,75126,3401.024,83564.598,85973.302,-2408.704,16.299,229.163
p01013,2,75127,2732.034,56768.135,40431.012,16337.123,3.538,221.89
p01013,2,75128,2525.771,50313.427,47213.743,3099.684,5.466,226.056
p01013,2,75129,3596.26,79487.926,95587.003,-16099.077,17.731,226.056
p01013,2,75507,2499.084,56979.254,49388.921,7590.333,2.136,212.272
p01013,2,75508,2939.537,79555.105,78487.883,1067.222,13.809,226.056
p01013,3,75509,3342.36,86080.835,98523.161,-12442.326,18.493,231.577
p01015,2,66013,1916.434,75517.06,29687.907,45829.153,1.844,171.346
p01015,2,66014,1065.46,132872.734,62384.578,70488.156,4.879,178.175
p01015,2,66391,1865.923,105020.386,37313.326,67707.06,2.93,150.55
p01015,2,66392,1875.724,140030.213,47166.28,92863.933,1.701,151.259
p01015,2,66393,1171.103,150396.251,60019.767,90376.484,5.689,160.795
p01015,2,66771,2097.856,110797.2,47394.757,63402.443,1.956,138.442
p01015,2,66772,1381.609,313100.845,29932.555,283168.29,2.008,143.946
p01015,2,66773,754.467,157011.874,64325.332,92686.541,5.59,150.763
p01015,2,67150,2232.606,98588.548,51377.858,47210.691,2.294,109.392
p01015,2,67151,2821.077,176027.545,85238.448,90789.096,11.215,115.25
p01015,2,67152,1144.935,567117.039,35355.353,531761.687,2.421,122.946
p01015,2,67153,900.721,236348.397,62321.359,174027.037,6.819,165.183
p01017,2,69435,3236.076,103532.937,93464.347,10068.589,10.798,187.028
p01017,2,69436,3702.718,76232.976,68023.053,8209.923,4.798,223.914
p01017,2,69437,3429.856,100965.629,77311.026,23654.603,12.78,205.65
p01017,2,69815,3437.268,95064.888,89201.24,5863.649,11.106,172.219
p01017,2,69816,3284.239,78168.708,46288.245,31880.463,5.18,212.087
p01017,2,69817,3551.069,74345.1,62175.205,12169.895,7.138,212.087
p01017,2,70195,3432.054,50922.073,40114.69,10807.382,0.54,175.335
p01017,2,70196,3755.653,80886.243,55005.718,25880.525,7.238,192.186
p01017,2,70197,3434.2,75199.52,50179.091,25020.429,5.584,214.964
p01017,2,70198,2172.887,289042.304,33340.66,255701.644,2.157,226.074
p01017,2,70575,3602.683,111865.078,88217.418,23647.659,16.689,192.186
p01017,2,70576,3646.732,93167.922,55311.868,37856.053,6.751,192.186
p01017,2,70577,3139.476,95229.133,24665.689,70563.443,1.664,202.234
p01019,2,64493,1811.334,163661.666,135061.242,28600.423,27.01,179.776
p01019,2,64494,1538.1,157823.942,148512.765,9311.177,26.548,201.638
p01019,2,64872,1998.155,103755.363,65707.942,38047.42,8.622,179.776
p01019,2,64873,1021.376,181182.6,122065.042,59117.558,21.919,179.776
p01019,2,64874,1602.828,138085.936,92553.665,45532.271,13.239,201.638
p01019,2,65252,1173.336,125346.648,58450.158,66896.491,5.832,181.768
p01019,2,65253,1032.974,171844.626,50002.548,121842.078,6.174,178.801
p01019,2,65254,1476.924,105853.56,45439.683,60413.876,1.903,195.39
p01019,2,65633,2066.596,84403.726,56517.388,27886.339,7.763,178.801
