sc_point_gid,class,capacity,capital_adder_per_mw,cf
3444,1,128.06,27579.17,0.1736
3449,1,9.39,256579.39,0.1912
3450,1,178.4,499955.71,0.1851
3451,1,113.68,1192309.03,0.1876
3456,1,60.48,551361.92,0.1791
3457,1,258.53,327114.46,0.1739
3458,1,187.22,81039.04,0.1696
3459,1,174.64,14455.59,0.1677
3461,1,120.54,12139.47,0.1741
3472,1,9.47,-4987.25,0.2259
3473,1,26.97,-4919.02,0.2245
3474,1,371.14,31052.63,0.2236
3475,1,140.78,-5920.49,0.2257
3476,1,22.32,-13931.59,0.226
3477,1,110.38,-11248.37,0.2168
3479,1,57.76,-13869.45,0.2091
3480,1,40.78,-12682.11,0.2063
3481,1,8.97,-16834.62,0.2079
3482,1,55.06,-10893.25,0.1984
3483,1,20.51,-26293.38,0.2039
3484,1,44.12,-21860.19,0.2019
3485,1,347.21,-2932.41,0.1971
3486,1,27.39,-19440.69,0.1978
3823,1,389.27,15330.19,0.1772
3824,1,677.14,34741.9,0.1745
3825,1,126.13,23232.01,0.1761
3830,1,50.87,144204.62,0.1834
3831,1,45.55,319769.19,0.1835
3832,1,185.78,278951.37,0.1859
3833,1,131.1,764607.25,0.1875
3836,1,158.23,873446.67,0.1794
3837,1,201.9,1017178.69,0.1735
3838,1,150.32,228857.61,0.169
3839,1,54.91,14472.3,0.1692
3840,1,234.38,57074.03,0.172
3841,1,82.27,40231.76,0.1762
3849,1,23.09,200879.62,0.2252
3852,1,22.34,657.27,0.2226
3853,1,85.63,-8298.17,0.2264
3854,1,123.98,-8581.82,0.2289
3855,1,129.1,-15276.56,0.2287
3856,1,148.76,-8675.86,0.2231
3857,1,28.0,-11396.52,0.218
3858,1,42.41,-16295.33,0.2122
3859,1,33.57,10043.25,0.2094
3860,1,7.21,-20870.87,0.2107
3862,1,94.34,-6482.56,0.201
3863,1,104.62,-7736.88,0.2041
3864,1,110.43,-4159.6,0.2026
3865,1,84.11,-15412.77,0.2007
3866,1,16.3,-19310.93,0.1984
3867,1,41.03,-3155.08,0.1943
4203,1,436.13,18593.0,0.1795
4204,1,312.01,25016.47,0.178
4205,1,42.58,11340.47,0.1758
4212,1,110.22,101059.66,0.1781
4215,1,129.73,520251.87,0.1827
4216,1,151.2,537503.86,0.1788
4217,1,158.2,1785484.8,0.173
4218,1,208.62,312665.97,0.1688
4219,1,117.0,6347.36,0.1681
4221,1,5.18,-5619.86,0.175
4229,1,5.96,138182.85,0.226
4232,1,25.2,-8233.51,0.2269
4233,1,287.83,9342.12,0.2285
4234,1,160.52,-5296.2,0.2307
4235,1,175.56,-9758.05,0.231
4236,1,65.16,-7530.84,0.2197
4237,1,34.72,-14536.98,0.2177
4238,1,44.89,-11452.61,0.2104
4239,1,29.81,-11822.83,0.2119
4242,1,131.53,5024.12,0.205
4243,1,191.67,8144.42,0.207
4244,1,44.52,-15758.24,0.2066
4245,1,34.15,-16132.67,0.2011
4246,1,49.03,-3249.87,0.1948
4247,1,10.61,-7656.29,0.1954
4249,1,54.25,-12185.36,0.1857
4250,1,25.96,-8268.82,0.1892
4251,1,5.71,-507.33,0.2003
4252,1,69.15,22289.66,0.1962
4253,1,165.08,34052.1,0.1972
4254,1,40.29,24409.84,0.1983
4583,1,453.12,3375.38,0.1827
4584,1,323.96,10973.15,0.179
4585,1,7.63,3550.79,0.1769
4595,1,23.85,1038836.76,0.1848
4596,1,39.38,4487455.02,0.1822
4597,1,31.48,1398597.27,0.1718
4598,1,338.71,226674.73,0.1691
4599,1,84.69,7515.93,0.1647
4611,1,146.23,3583.18,0.2329
4612,1,58.95,-6641.72,0.2307
4613,1,284.23,163581.66,0.2303
4614,1,156.62,-18984.06,0.2315
4615,1,94.98,-16363.57,0.231
4616,1,229.08,-20802.64,0.2237
4617,1,27.07,-23748.28,0.2152
4618,1,17.13,-23659.7,0.2143
4621,1,26.31,-12810.38,0.2098
4622,1,86.1,49844.88,0.2072
4623,1,50.41,2504.75,0.2078
4624,1,6.67,-9963.39,0.2064
4625,1,19.48,-12629.67,0.2052
4626,1,95.42,17169.3,0.1969
4628,1,5.5,-8707.17,0.1935
4629,1,22.67,-11604.72,0.1909
4630,1,130.45,-6116.04,0.1897
4633,1,326.9,45950.88,0.2006
4634,1,72.03,22248.49,0.1988
4636,1,49.77,89255.21,0.1997
4637,1,146.9,134167.15,0.1963
4638,1,108.32,132325.29,0.1965
4640,1,290.37,255661.49,0.1999
4963,1,1887.9,-19709.16,0.1831
4964,1,842.97,-3642.82,0.1808
4976,1,55.57,5061105.26,0.1755
4977,1,71.11,1200040.33,0.1724
4978,1,297.87,367166.28,0.1688
4979,1,208.96,33026.48,0.1653
4990,1,73.87,3407.08,0.2397
4991,1,215.44,-8524.73,0.2338
4992,1,201.47,2512.12,0.2342
4993,1,382.5,-24933.33,0.2376
4994,1,119.72,-24164.34,0.2324
4995,1,229.02,-19170.05,0.2292
4996,1,64.72,-28160.56,0.2214
4997,1,90.27,-26996.77,0.2169
4998,1,64.01,-25912.98,0.2173
4999,1,31.22,-27585.42,0.2195
5000,1,7.15,-24247.47,0.212
5001,1,71.83,244.11,0.2088
5002,1,16.07,-5575.0,0.2101
5003,1,62.09,92903.21,0.2071
5004,1,35.37,-502.88,0.2079
5005,1,5.27,645.72,0.2048
5006,1,15.83,21807.31,0.1975
5007,1,118.03,-13496.91,0.198
5008,1,188.07,-8895.15,0.1939
5009,1,185.11,3964.55,0.1917
5010,1,38.46,1147.46,0.1949
5011,1,13.05,11583.39,0.2025
5012,1,54.51,32761.31,0.2018
5013,1,275.16,159300.82,0.2056
5014,1,119.92,51218.8,0.2016
5015,1,12.39,53986.41,0.1986
5016,1,47.24,92191.28,0.1984
5017,1,239.7,114058.41,0.1977
5020,1,288.42,276534.37,0.1999
5021,1,311.86,297491.88,0.1946
5024,1,124.29,108025.08,0.1978
5342,1,376.12,-18169.21,0.1814
5343,1,1653.42,-26909.06,0.1829
5344,1,1816.59,-16632.3,0.178
5345,1,194.92,6985.93,0.1734
5355,1,7.69,5568731.32,0.184
5356,1,18.88,3428026.31,0.175
5357,1,108.48,732030.19,0.1717
5358,1,300.22,241769.13,0.1681
5359,1,137.8,171610.94,0.1632
5370,1,43.33,4324.59,0.2386
5371,1,147.28,55091.6,0.236
5372,1,560.32,-5685.91,0.2383
5373,1,1059.72,-30152.04,0.2378
5374,1,344.93,-26006.24,0.2323
5375,1,203.92,-21339.2,0.2305
5376,1,131.44,-25068.74,0.225
5377,1,82.63,-26228.39,0.2245
5378,1,63.4,-24944.1,0.2177
5379,1,41.94,-27358.25,0.2198
5380,1,109.84,-21344.55,0.2106
5381,1,126.43,-5857.12,0.2101
5382,1,28.71,-7856.93,0.2136
5383,1,35.46,19047.79,0.2084
5385,1,8.21,-7407.79,0.2065
5386,1,10.88,-3120.93,0.1998
5387,1,102.4,-6773.73,0.2013
5388,1,35.6,-8309.27,0.1939
5389,1,293.12,556.86,0.1934
5390,1,9.03,5614.21,0.2009
5391,1,15.44,19193.42,0.1997
5392,1,229.32,65093.3,0.2024
5393,1,179.7,105331.5,0.2058
5394,1,166.35,58020.95,0.1981
5395,1,12.55,54114.57,0.1959
5397,1,14.77,84125.94,0.1999
5400,1,51.34,194599.21,0.2017
5401,1,368.98,325147.32,0.1942
5404,1,108.84,122914.35,0.1968
5405,1,37.8,152767.87,0.196
5409,1,36.63,51117.08,0.2208
5410,1,592.86,107020.03,0.2226
5411,1,435.93,128826.78,0.2228
5723,1,1774.8,-26121.86,0.184
5724,1,1602.72,-15314.72,0.1783
5725,1,92.72,-6637.05,0.1756
5726,1,109.62,-10726.83,0.1804
5735,1,13.6,6309157.78,0.1857
5736,1,57.51,3691941.22,0.1797
5737,1,168.89,812390.77,0.1713
5738,1,72.04,66591.05,0.1696
5739,1,15.62,-4199.44,0.1745
5745,1,20.05,47774.22,0.2241
5750,1,226.07,51757.84,0.2366
5751,1,232.41,57515.16,0.2368
5752,1,404.84,-7278.79,0.2374
5753,1,844.98,-29686.57,0.2367
5754,1,505.48,-24995.16,0.2353
5755,1,105.95,-24623.08,0.2317
5756,1,933.56,-22939.75,0.2296
5757,1,408.2,-23986.47,0.2264
5758,1,23.37,-23467.94,0.2207
5759,1,48.28,-23849.4,0.2181
5760,1,269.33,-13638.26,0.2147
5761,1,183.74,1330.33,0.2138
5762,1,26.93,-7055.22,0.2159
5763,1,30.86,10643.24,0.2089
5766,1,44.53,-1500.1,0.1994
5767,1,59.1,-12033.13,0.2044
5768,1,263.07,-8986.82,0.1974
5769,1,580.16,10925.63,0.1968
5771,1,53.5,41924.0,0.199
5772,1,222.47,60438.5,0.2014
5774,1,127.44,48213.04,0.2
5775,1,109.31,61007.34,0.1977
5777,1,6.84,75652.28,0.2002
5781,1,424.8,295335.89,0.1962
5782,1,52.24,192507.63,0.1939
5783,1,8.08,45572.38,0.1903
5784,1,60.8,53757.35,0.1959
5785,1,153.43,230291.91,0.1954
5790,1,765.11,92817.19,0.2242
5791,1,1171.01,88262.27,0.2254
5792,1,1410.85,109866.46,0.2251
5793,1,2626.52,104911.56,0.2258
5794,1,1554.58,100766.43,0.2261
5795,1,1168.95,87899.21,0.2266
5796,1,750.16,67597.08,0.2256
6103,1,1557.99,-15659.31,0.1839
6104,1,1385.66,-6729.72,0.1786
6105,1,267.22,-14928.71,0.1779
6106,1,354.93,-18290.69,0.1824
6107,1,34.93,3495.11,0.1821
6111,1,278.22,227274.41,0.1857
6112,1,302.14,788003.88,0.1855
6113,1,44.07,1099689.76,0.1897
6114,1,13.48,7042972.78,0.1919
6115,1,8.46,3201211.62,0.1847
6116,1,53.39,2305263.13,0.1755
6117,1,142.35,608027.38,0.1713
6118,1,11.49,63972.21,0.1696
6124,1,5.6,86055.1,0.2271
6125,1,24.2,118131.58,0.227
6128,1,8.61,272386.84,0.2347
6129,2,84.45,33354.73,0.2428
6130,1,317.98,792.28,0.2417
6131,1,353.16,166.57,0.2409
6132,1,1031.14,-24834.39,0.2392
6133,1,2314.56,-31357.69,0.2388
6134,1,1731.59,-33758.78,0.2383
6135,1,937.02,-30175.9,0.2368
6136,1,340.82,-29649.82,0.2328
6137,1,77.78,-19596.33,0.2266
6138,1,22.39,-23496.62,0.2257
6139,1,7.22,-23674.65,0.2234
6140,1,97.96,-14457.42,0.2201
6141,1,46.3,-12778.03,0.2195
6142,1,20.53,-18572.01,0.2146
6143,1,29.95,21087.16,0.2108
6144,1,38.15,5319.24,0.2124
6145,1,26.46,-11263.68,0.2046
6146,1,243.45,18717.84,0.2021
6147,1,74.02,-11550.97,0.2045
6148,1,327.44,-5112.78,0.1992
6149,1,392.21,7099.46,0.1963
6151,1,371.69,93722.32,0.2007
6152,1,135.12,44568.94,0.2023
6154,1,12.41,46192.45,0.2008
6155,1,126.36,95093.64,0.1974
6156,1,6.95,61196.63,0.2011
6157,1,37.11,79934.05,0.2024
6158,1,6.9,76446.75,0.2026
6159,1,5.74,100392.7,0.1974
6160,1,28.02,152602.56,0.205
6161,1,70.45,162152.4,0.2012
6162,1,116.99,109381.61,0.1933
6163,1,172.69,46867.63,0.1927
6164,1,25.09,32149.61,0.2019
6165,1,112.78,183812.02,0.1982
6170,1,332.63,83516.24,0.2232
6171,1,1341.86,90765.58,0.2257
6172,1,1888.68,112168.45,0.226
6173,1,2802.59,109589.36,0.2275
6174,1,1863.74,104386.05,0.2282
6175,1,1680.35,100647.31,0.2277
6176,1,1236.86,72575.27,0.2272
6177,1,1014.38,56180.99,0.2265
6178,1,1219.07,49297.23,0.2258
6179,1,1067.08,75207.9,0.2257
6180,1,866.2,65624.05,0.2227
6181,1,380.39,20447.38,0.2208
6182,1,966.66,23115.47,0.221
6438,1,617.66,-37138.05,0.2085
6443,1,230.09,-35454.52,0.2073
6444,1,767.46,-35054.73,0.2081
6445,1,494.51,-36564.93,0.2098
6482,1,717.91,-1331.41,0.1862
6483,1,1116.33,-7346.21,0.1824
6484,1,1015.03,10241.64,0.1785
6485,1,478.94,-11284.94,0.1786
6486,1,784.91,-6481.73,0.1806
6487,1,1339.26,38697.18,0.1814
6488,1,1389.72,62094.57,0.1873
6489,1,546.31,175165.85,0.1891
6490,1,822.02,198453.05,0.1881
6491,1,268.17,447882.61,0.1876
6492,1,106.92,1122196.1,0.1893
6494,1,83.82,4924160.42,0.1904
6495,1,21.85,3403832.41,0.1826
6496,1,52.89,856561.34,0.1749
6497,1,136.14,706310.61,0.1709
6498,1,54.07,100206.13,0.1685
6507,2,8.97,4322.86,0.2436
6508,1,10.83,119202.75,0.2418
6509,2,59.0,138454.43,0.244
6510,2,1057.44,-28383.07,0.2438
6511,2,1086.85,-32979.74,0.2425
6512,1,2184.71,-33108.96,0.2406
6513,1,2588.12,-32016.15,0.2394
6514,1,1987.62,-33413.12,0.2375
6515,1,670.77,12466.67,0.237
6516,1,89.18,-20469.55,0.2333
6517,1,45.85,-19801.46,0.2295
6518,1,58.82,-21826.4,0.2287
6519,1,295.94,-11847.21,0.2222
6520,1,94.65,-4647.68,0.2204
6521,1,66.99,-20009.79,0.2209
6522,1,58.51,-16772.97,0.216
6523,1,118.26,13102.21,0.2124
6525,1,29.33,-5481.13,0.2104
6526,1,370.81,7367.89,0.2072
6527,1,435.58,15089.73,0.2056
6528,1,266.07,9123.07,0.2016
6529,1,156.54,15346.19,0.1997
6530,1,28.94,214541.14,0.1983
6531,1,230.13,149992.27,0.2006
6532,1,47.56,52185.88,0.2037
6534,1,41.34,54290.39,0.2004
6535,1,299.41,94611.03,0.1983
6536,1,39.08,114633.98,0.1996
6537,1,347.46,140735.57,0.2012
6538,1,40.17,101866.54,0.2029
6539,1,41.67,110195.76,0.2054
6542,1,123.17,97353.62,0.1956
6543,1,861.28,297840.84,0.194
6545,1,23.22,70482.15,0.1926
6550,1,487.36,76147.82,0.2238
6551,1,1668.23,102804.98,0.225
6552,1,2164.5,122055.23,0.2263
6553,1,2543.26,109583.92,0.2275
6554,1,1384.0,101824.03,0.2284
6555,1,2096.5,94961.04,0.229
6556,1,1922.82,85368.83,0.2283
6557,1,1042.85,56610.95,0.228
6558,1,1240.47,37976.68,0.2279
6559,1,1365.24,86963.42,0.2269
6560,1,990.81,72281.58,0.2264
6561,1,1526.39,47382.6,0.2261
6562,1,796.15,33391.46,0.2243
6563,1,1448.54,36409.06,0.2209
6564,1,800.88,25626.92,0.223
6565,1,1319.29,42128.59,0.2269
6566,1,2100.02,54384.44,0.2276
6567,1,1418.63,51021.11,0.2277
6568,1,818.87,46343.34,0.2271
6569,1,427.97,49446.33,0.227
6818,1,1327.33,-36758.94,0.2085
6822,1,205.66,-34310.76,0.2073
6823,1,617.86,-35329.69,0.2082
6824,1,1064.06,-35332.08,0.2082
6825,1,1452.62,-37551.63,0.2117
6826,1,644.69,-32550.99,0.2101
6862,1,79.47,237597.51,0.188
6863,1,404.61,9276.37,0.1825
6864,1,333.09,18153.06,0.1778
6865,1,540.06,-2462.14,0.1783
6866,1,532.7,17009.68,0.1791
6867,1,1260.12,39162.86,0.1793
6868,1,607.52,86902.84,0.184
6869,1,327.82,469357.53,0.1876
6870,1,151.97,374800.84,0.1858
6871,1,57.57,437683.37,0.1938
6872,1,17.26,3059155.54,0.1948
6874,1,40.26,3280371.1,0.185
6875,1,54.99,1764768.73,0.1777
6876,1,140.05,785049.86,0.1716
6877,1,38.2,242617.1,0.1712
6878,1,9.55,218846.87,0.173
6887,1,8.94,72115.54,0.242
6888,2,119.38,-22178.89,0.2451
6889,2,761.09,-32892.54,0.2447
6890,2,1774.3,-34229.97,0.2443
6891,2,1933.91,-32727.25,0.2422
6892,1,2705.41,-31549.42,0.2413
6893,1,2203.87,-32788.79,0.2404
6894,1,144.15,-28847.53,0.2387
6895,1,221.09,-22344.49,0.2393
6896,1,218.06,-19307.22,0.2361
6897,1,219.31,-13237.99,0.2333
6898,1,86.75,-19037.45,0.2304
6899,1,260.31,-5967.59,0.2228
6900,1,154.38,-11338.58,0.2209
6901,1,316.35,-21860.5,0.2176
6902,1,1117.06,-3850.46,0.2166
6903,1,415.16,18034.19,0.2154
6904,1,33.41,40510.09,0.2154
6905,1,71.71,16313.61,0.2125
6906,1,296.68,34469.77,0.2086
6907,1,839.58,70989.51,0.2061
6908,1,136.89,66308.6,0.2042
6909,1,126.34,66481.03,0.2011
6910,1,133.53,117593.16,0.2011
6911,1,18.28,55027.82,0.2
6912,1,9.58,55365.85,0.1971
6914,1,29.01,59683.52,0.1992
6915,1,119.69,55957.72,0.198
6916,1,171.42,75570.0,0.1976
6917,1,231.28,145165.06,0.1994
6918,1,17.57,93825.2,0.2033
6919,1,35.26,76109.08,0.2033
6920,1,150.94,119521.96,0.2012
6921,1,5.85,62248.12,0.2028
6922,1,332.56,95423.02,0.2007
6923,1,799.39,411437.19,0.1969
6924,1,44.12,228935.11,0.198
6925,1,86.63,146479.47,0.1948
6926,1,40.36,203491.17,0.1948
6930,1,154.62,31992.91,0.2204
6931,1,2124.39,102736.5,0.2231
6932,1,2877.5,117192.64,0.2253
6933,1,2410.03,104903.35,0.2269
6934,1,1722.75,96996.27,0.2282
6935,1,948.96,86173.71,0.2266
6936,1,1485.67,82403.89,0.2276
6937,1,929.31,76545.2,0.2287
6938,1,2085.72,101538.59,0.229
6939,1,1652.08,101799.78,0.227
6940,1,1197.72,81158.85,0.2275
6941,1,1469.45,64840.33,0.2286
6942,1,2252.76,47910.43,0.2304
6943,1,1515.39,30896.9,0.2296
6944,1,1142.61,18302.36,0.2297
6945,1,1548.4,51393.98,0.2289
6946,1,1725.49,63827.74,0.2287
6947,1,1845.36,63341.01,0.2279
6948,1,2090.6,56639.06,0.2285
6949,1,1111.16,47303.49,0.2275
6950,1,2776.0,48252.94,0.227
6951,1,2630.15,41892.68,0.2271
6952,1,2996.33,43784.71,0.2269
6953,1,2521.58,22531.28,0.2248
6954,1,1359.39,13839.81,0.2257
6955,1,1497.75,39255.55,0.2246
7197,1,1166.04,-36739.71,0.2082
7198,1,1412.82,-36571.08,0.2072
7199,1,851.4,-36773.0,0.2067
7201,1,317.17,-37211.24,0.208
7202,1,666.51,-35094.45,0.2081
7203,1,1714.3,-36836.85,0.2097
7204,1,1117.86,-37754.69,0.2107
7205,1,1660.95,-36642.62,0.2121
7206,1,1943.79,-36775.42,0.2125
7207,1,1005.51,-34965.73,0.2119
7242,1,39.68,397843.45,0.1842
7243,1,153.28,50963.65,0.1806
7244,1,55.6,281039.14,0.1779
7245,1,158.19,124039.57,0.1782
7246,1,215.49,122716.6,0.178
7247,1,261.41,116010.49,0.1762
7248,1,197.58,91670.84,0.1832
7249,1,123.79,644619.75,0.1883
7250,1,67.68,761053.93,0.1896
7251,1,7.57,324991.91,0.1923
7252,1,18.47,5537477.29,0.1933
7253,1,40.76,4960571.03,0.1856
7254,1,79.62,2847899.89,0.1802
7255,1,180.93,854607.31,0.1762
7256,1,306.08,271270.77,0.1715
7257,1,111.97,37212.52,0.1745
7265,1,5.83,224432.57,0.2369
7267,2,81.83,20983.39,0.2519
7268,2,586.01,-15621.89,0.2455
7269,2,1623.93,-33523.93,0.2443
7270,2,1091.36,-33399.95,0.2445
7271,2,1228.28,-32324.36,0.2436
7272,1,2623.95,-32153.12,0.2415
7273,1,270.87,-30680.59,0.2396
7275,1,488.12,-25902.8,0.2387
7276,1,699.18,-23141.33,0.237
7277,1,402.56,-24809.12,0.2357
7278,1,282.84,-467.41,0.2318
7279,1,225.15,33050.49,0.2284
7280,1,273.81,-8861.1,0.2227
7281,1,1055.68,-10919.01,0.2188
7282,1,1667.2,-5161.15,0.2189
7283,1,203.9,2573.66,0.2169
7284,1,273.3,139071.48,0.215
7285,1,514.85,111580.06,0.2132
7286,1,276.76,35783.99,0.2107
7287,1,382.11,24032.31,0.2072
7288,1,599.62,35121.11,0.2029
7289,1,287.06,30945.91,0.2034
7290,1,42.36,40579.66,0.2027
7292,1,22.54,32727.28,0.1965
7293,1,77.76,32565.11,0.1953
7294,1,37.7,50112.04,0.1942
7295,1,13.39,36108.23,0.1953
7296,1,90.74,56076.81,0.1983
7297,1,198.34,94003.68,0.1995
7298,1,53.53,87425.33,0.2038
7299,1,203.31,108017.36,0.2032
7300,1,189.18,114902.53,0.2035
7302,1,41.64,39243.12,0.2038
7303,1,349.46,319032.81,0.2011
7304,1,500.75,981302.04,0.1984
7305,1,351.5,490648.74,0.1962
7306,1,138.78,246007.36,0.1933
7310,1,81.28,23791.22,0.2182
7311,1,1140.31,93452.69,0.2224
7312,1,1857.87,120014.52,0.2254
7313,1,2801.38,86236.87,0.2279
7314,1,2492.35,80615.77,0.2301
7315,1,1183.56,76310.34,0.2307
7316,1,1143.5,87315.04,0.2297
7317,1,1086.93,71410.92,0.2296
7318,1,1527.63,85548.06,0.2276
7319,1,1517.33,83311.74,0.2275
7320,1,1300.53,50250.93,0.2295
7321,1,2029.48,56661.87,0.2297
7322,1,1345.88,48812.34,0.2298
7323,1,1494.81,44788.92,0.2314
7324,1,1923.03,22304.53,0.2316
7325,1,838.14,32530.85,0.23
7326,1,1492.71,49862.78,0.2287
7327,1,1567.88,43806.31,0.228
7328,1,1591.6,33433.88,0.2289
7329,1,890.1,35411.66,0.2272
7330,1,1526.26,36113.02,0.2283
7331,1,1951.25,23152.57,0.2283
7332,1,1876.61,48395.14,0.2275
7333,1,2694.59,22610.05,0.226
7334,1,2063.46,25599.34,0.2253
7335,1,2341.08,21824.16,0.2251
7336,1,2561.84,24933.6,0.2254
7337,1,1722.13,11193.66,0.2249
7338,1,1498.74,-7887.41,0.2274
7339,1,868.9,-7779.1,0.2281
7340,1,869.44,3222.7,0.2259
7341,1,1143.26,-7911.15,0.2258
7342,1,609.5,-14339.24,0.2256
7343,1,449.03,-13927.88,0.2242
7577,1,2200.11,-36829.27,0.2085
7578,1,1991.12,-36938.03,0.2079
7579,1,777.73,-35703.76,0.2067
7580,1,647.06,-36343.79,0.2065
7581,1,530.75,-37269.66,0.209
7582,1,640.1,-35148.38,0.2099
7583,1,1491.31,-36952.94,0.2105
7584,1,1926.76,-37443.2,0.2115
7585,1,1716.16,-35584.19,0.214
7586,1,747.83,-34101.06,0.2126
7587,1,671.84,-28554.82,0.2113
7622,1,249.48,61864.32,0.1823
7623,1,334.33,-4534.31,0.1777
7624,1,240.86,3810.52,0.1772
7625,1,62.51,2089.35,0.1778
7626,1,130.34,31938.55,0.1777
7627,1,222.77,37555.93,0.1761
7628,1,69.73,52596.98,0.1852
7629,1,80.89,1479674.11,0.1871
7630,1,152.0,2875136.97,0.1881
7631,1,44.41,632102.39,0.1886
7633,1,60.96,3151341.27,0.1822
7634,1,198.67,1888000.99,0.1798
7635,1,165.36,809840.14,0.1771
7636,1,195.09,104011.11,0.1733
7637,1,12.68,26732.36,0.1781
7638,1,8.28,-887.63,0.1862
7640,1,22.86,38366.55,0.2001
7646,2,34.88,1035629.14,0.2442
7647,2,373.82,-25729.63,0.2511
7648,2,309.48,-32600.88,0.2456
7649,2,843.94,-32104.35,0.243
7650,2,706.0,-25790.1,0.2444
7651,2,478.13,-28417.21,0.2443
7652,1,336.3,-26967.63,0.2414
7655,1,1039.52,-27978.9,0.2412
7656,1,1610.35,-23282.5,0.2402
7657,1,929.59,-22182.01,0.2363
7658,1,2074.12,-22024.48,0.2343
7659,1,397.99,-6656.76,0.2324
7660,1,398.78,-10310.87,0.2279
7661,1,531.03,-14013.81,0.2249
7662,1,843.99,6500.78,0.222
7663,1,335.06,127888.85,0.2196
7664,1,289.43,153243.71,0.2151
7665,1,301.41,174877.43,0.2133
7666,1,65.02,14198.08,0.2129
7667,1,44.49,-345.83,0.2088
7668,1,1125.78,91607.36,0.2069
7669,1,770.61,85627.22,0.2049
7670,1,78.99,10119.22,0.2034
7672,1,12.66,22629.78,0.1955
7673,1,390.22,92081.33,0.1953
7674,1,80.97,62809.34,0.1933
7675,1,8.28,40789.96,0.1902
7676,1,82.77,48502.1,0.2014
7677,1,35.86,72707.56,0.2045
7678,1,120.97,71958.62,0.2042
7679,1,78.99,80282.01,0.2074
7680,1,99.91,121547.29,0.2077
7681,1,21.37,47020.86,0.2059
7682,1,51.69,38310.24,0.2081
7683,1,601.26,492590.91,0.2038
7684,1,486.75,855151.59,0.2013
7685,1,98.22,333553.62,0.1968
7686,1,6.49,132289.11,0.192
7688,1,5.46,44323.16,0.1882
7690,1,123.73,37117.21,0.2187
7691,1,1120.19,79398.53,0.2227
7692,1,1664.36,71805.22,0.2257
7693,1,1774.08,73470.22,0.2277
7694,1,2029.91,67402.36,0.2292
7695,1,2032.19,63812.58,0.2309
7696,1,689.1,58192.72,0.2295
7697,1,941.41,61149.92,0.229
7698,1,1055.5,78869.83,0.228
7699,1,1552.56,91164.42,0.2285
7700,1,1643.82,40785.37,0.2293
7701,1,1316.45,49242.98,0.2296
7702,1,1660.02,18753.63,0.229
7703,1,1424.26,42632.25,0.2311
7704,1,1094.37,30566.44,0.2307
7705,1,845.99,31078.65,0.2302
7706,1,1514.14,37243.62,0.2292
