r,pshclass1,pshclass2,pshclass3,pshclass4,pshclass5,pshclass6,pshclass7,pshclass8,pshclass9,pshclass10,pshclass11,pshclass12,pshclass13,pshclass14,pshclass15
p1,2003.62,1421.21,1504.02,1000.42,949.56,1397.34,1601.38,1025.3,1222.48,1432.64,694.97,1232.24,1162.28,1546.83,1540.57
p2,5647.14,4403.15,4877,3891.63,4940.6,4294.02,3978.25,4822.43,4028.56,4337.35,4357.16,4497.22,4384.17,4452.35,4507.01
p3,9695.38,9021.4,9174.71,8813.9,8370.58,9367.09,8778.41,8973.62,9071.21,8882.91,9021.81,9109.76,8565.78,9263.99,9056.54
p4,3594.04,2384.58,3147.47,2828.61,2164.63,2661.59,3053.32,2045.08,3114.49,2292.25,3287.95,2080.75,3115.81,2478.99,2917.96
p5,17827.15,18634.95,17846.75,17314.33,18092.23,18062.57,17736.35,17846.03,17473.4,17669.31,17958.11,17742.29,17935.7,17643.3,17906.67
p6,9732.05,8211.75,7387.74,8576.43,7461.11,7031.71,8935.07,7800.41,8003.79,7876.82,8214.91,8074.23,7954.77,7960.46,8241.44
p7,28594.65,27697.61,27551.7,28925.1,27732.05,28086.47,28536.08,27992.38,27781.69,28426.69,27780.47,27955.82,28412.05,27743.54,28475.99
p8,14644.13,14804.21,14140.8,14043.32,14554.06,14292.8,14138.97,14424.07,14339.02,13673.83,14619.06,14485.13,13943.78,14100.42,14814.58
p9,20845.7,19553.15,19052.81,19701.78,19427.24,19152.25,19567.09,19165.67,19237.57,19374.01,19515.93,18749.46,19977.68,19407.39,19508.05
p10,25988.44,25260.8,25075.52,25899.25,25250,25221.48,25542.08,25252.67,25390.08,25283.44,25405.45,25139.05,25678.76,25221.81,25844.51
p11,2319.8,1919.77,1917.63,1594.37,1879.67,1480.85,1969.87,1954.72,1712.04,2111.34,1714.04,1793.11,1580.52,1587.21,2273.44
p12,105802.97,103903.41,104778.66,104228.56,104350.68,104593.4,104702.18,104678.05,104272.38,104480.52,104456.25,104412.91,104506.72,104217.07,104856.85
p13,4892.75,4809.59,4485.65,4165.93,4620.46,4831.18,3863.38,4832.19,4593.87,4296.29,4413.49,4661.68,4550.14,4444.36,4508.41
p14,8934.51,7443.09,7812.4,7352.89,7656.55,8055.51,7822.92,7899.53,7520.76,7798.32,7882.94,7536.95,7987.55,7624.07,7824.65
