r,pshclass1,pshclass2,pshclass3,pshclass4,pshclass5,pshclass6,pshclass7,pshclass8,pshclass9,pshclass10,pshclass11,pshclass12,pshclass13,pshclass14,pshclass15
p1,1242,1484.49,1605.65,1759.31,1809.17,1842.46,1966.18,2018.08,2077.04,2118.4,2175.81,2251.49,2327.24,2398.02,2469.58
p2,1422.37,1630.2,1713.2,1760.61,1848.42,1918.78,2002.23,2066.61,2119.02,2151.95,2203.18,2265.9,2306.71,2371.74,2495.57
p3,1563.51,1722.21,1835.41,1911.48,1991.5,2045.59,2076.65,2134.26,2191.06,2224.13,2275.86,2325.69,2363.26,2421.99,2489.35
p4,1553.2,1741.64,1808.11,1906.43,1973.32,2022.79,2050.35,2106.62,2131.44,2145.07,2195.59,2264.4,2323.51,2418.47,2492.29
p5,1470.58,1680.05,1774.25,1837.85,1908.06,1969.18,2031.91,2080.93,2144.55,2195.22,2246.48,2316.54,2379.03,2456.84,2533.92
p6,1311.62,1577.22,1664.17,1735.17,1825.89,1899.1,1947.27,1998.31,2048.57,2118.74,2168.23,2230.7,2310.88,2374.68,2470.38
p7,1416.66,1601.16,1718.67,1796.08,1859.17,1917.73,1971.43,2031.41,2102.35,2158.14,2213.64,2262.22,2338.89,2416.95,2503.21
p8,1387.84,1541.24,1650.97,1719.68,1776.48,1839.71,1900.56,1960.36,2030.7,2090.52,2146.84,2223.24,2304.29,2392.25,2479.66
p9,1337.4,1521.62,1613.44,1686.65,1752.46,1815.2,1878.94,1942.95,2007.4,2071.68,2130.84,2199.63,2277.02,2367.2,2469.74
p10,1275.82,1418,1497.6,1561.7,1616.99,1669.06,1727.82,1783.98,1846.06,1918.3,1992.59,2075.53,2182.48,2310.85,2459.58
p11,1276.1,1413.12,1489.85,1553.54,1627,1697.39,1766.12,1827.25,1893.74,1982.14,2066.66,2121.27,2195.07,2310.44,2461.04
p12,1345.16,1481.31,1558.58,1626.62,1686.68,1748.24,1812.26,1875.26,1939.73,2008.6,2082.69,2164.03,2254.74,2361.19,2495.29
p13,1356.98,1450.29,1521.24,1597.15,1646.14,1690.24,1739.79,1809.24,1867.65,1946.68,2024.39,2123.96,2205.56,2308.75,2471.96
p14,1489.66,1676.87,1765.34,1818.87,1892.37,1954.91,2009.67,2074.54,2132.01,2188.74,2224.03,2279.89,2324.39,2385.8,2476.48
p15,1440.44,1613.71,1710.2,1778.31,1843.34,1900.66,1959.64,2018.98,2077.85,2133.7,2190.49,2258.74,2328.97,2405.87,2504.63
p16,1316.49,1468.43,1559.92,1642.89,1713.37,1780.22,1842.83,1918,1994.94,2053.15,2113.4,2182.35,2261.41,2347.49,2454.03
