r,pshclass1,pshclass2,pshclass3,pshclass4,pshclass5,pshclass6,pshclass7,pshclass8,pshclass9,pshclass10,pshclass11,pshclass12,pshclass13,pshclass14,pshclass15
p17,1902.22,2205.61,2348.94,2429.28,2489,2566.29,2625.81,2679.59,2721.46,2767.23,2809.59,2839.59,2869.53,2901.58,2953.22
p18,1887.54,2210.99,2325.97,2423.32,2490.44,2556.38,2626.75,2679.31,2742.37,2781.27,2812.38,2851.38,2881.78,2907.88,2945.87
p19,0,0,0,0,0,0,0,1907.31,0,0,0,0,0,0,0
p20,1912.02,2203.69,2289.99,2415.55,2528.49,2621.37,2627.83,2642.53,2656.86,2668.11,2729.66,2771.21,2834.57,2927.91,2948.21
p21,1812.31,2163.79,2297.75,2407.56,2493.72,2561.85,2609.11,2669.18,2715.81,2759.84,2810.81,2846.41,2889.86,2924.76,2981.12
p22,1870.83,2089.61,2229.9,2326.36,2412.16,2490.86,2552.38,2598.19,2635.95,2690.84,2731.99,2788.12,2842.01,2891.62,2960.51
p23,2374.14,2394.8,2634.52,2648.42,2741.03,2763.89,2770.61,2794.51,2815.13,2845.73,2866.16,2900.56,2908.14,2915.63,2920.11
p24,1798.57,2273.96,2419.83,2507.42,2570.42,2640.57,2677.93,2712.71,2756.44,2815.9,2842.49,2866.55,2891.43,2911.73,2944.18
p25,1882.41,2175.82,2299.24,2396.84,2487.79,2554.03,2619.9,2678.06,2730.3,2776.37,2823.24,2864.81,2900,2942.29,3045.14
p26,1745.76,2138.12,2266.37,2359.5,2442.72,2503.62,2562.86,2644.38,2716.82,2765.36,2812.01,2853.75,2887.02,2920.1,2981.15
p27,1930.97,2132.49,2239.92,2344.21,2423.51,2496.25,2579.21,2643.08,2703.07,2757.98,2801.1,2838.17,2865.95,2897.83,2947.8
p28,2046.38,2221.25,2335.18,2425.19,2500.83,2575.63,2638.16,2690.45,2742.66,2788.42,2824.99,2869.01,2905.45,2941.98,3032.73
p29,1951.8,2224.64,2377.45,2437.3,2484.19,2536.12,2578.88,2614.9,2678.24,2730.38,2786.35,2826.59,2873.96,2896.4,2945.18
p30,2883.59,0,0,0,0,2885.28,0,0,0,2939.47,0,0,0,0,2940.82
p31,1898.55,2231.54,2360.99,2448.67,2513.32,2582.47,2630.02,2671.49,2719.37,2761.8,2807.06,2845.44,2888.08,2927.18,2987.1
p32,2465,0,0,0,0,2575.97,0,0,0,2746.45,0,0,2889.92,0,2897.51
p33,1870.39,2191.62,2336.72,2428.46,2490.16,2559.8,2625.56,2683.29,2723.62,2770.75,2815.07,2853.15,2890.49,2922.26,2989.66
p34,1850.9,2250.54,2357.13,2447.06,2514.15,2584.4,2635.48,2685.95,2739.59,2771.88,2806.18,2842.01,2873.08,2903.31,2949.29
p38,0,0,0,0,0,0,0,2897.74,0,0,0,0,0,0,0
p47,2459.49,0,0,0,0,0,0,0,0,0,0,0,0,0,2599.49
p56,2502.47,0,0,0,0,2749.78,0,0,2886.82,0,0,0,2904.9,0,2924.08
p61,2075.35,2292.15,2422.79,2507.61,2587.44,2642.99,2710.79,2764.24,2807.47,2859.03,2902.26,2927.59,2961.68,3022.02,3130.92
p85,1696.19,0,2581.33,0,0,2822.48,0,0,0,0,2830.63,0,0,0,2895.86
p89,2433.8,0,0,0,0,0,2663.78,0,0,0,0,0,0,0,2918.84
p90,2444.8,0,0,0,2776.6,0,0,0,2887.78,0,0,0,0,0,2945.07
p92,1530.07,2006.01,2327.14,2459.74,2520.99,2594.62,2692.14,2758.13,2791.63,2838.69,2860.1,2878.6,2893.24,2903.7,2934.15
p94,1826.17,2282.02,2354.31,2496.28,2594.55,2637.48,2688.09,2732.47,2771.99,2840.61,2859.85,2898.71,2915.21,2930.09,2943.37
p95,1364.19,1874.18,2187.63,2334.5,2473.5,2555.22,2604.17,2652.57,2696.53,2733.18,2754.71,2783.21,2831.84,2888.48,2918.69
p97,1576.98,2056.54,2284.29,2390.65,2496.74,2581.17,2641.9,2678.18,2720.58,2753.38,2787.79,2829.43,2855.74,2892.81,2942.86
p99,1588.01,1874.77,2027.69,2268.71,2382.98,2480.5,2568.62,2632.65,2683.55,2718.2,2780.21,2822.81,2842.39,2878.54,2913.21
p109,2104.71,0,2389.45,2589.73,2703.28,2712.6,2753.45,2764.59,2808.43,2831.76,2833.89,2896.26,2903.11,2908.87,2926.6
p110,2100.46,2272.75,2352.18,2378.35,2386.61,2445.58,2476.32,0,2755.55,2798.72,2813.89,2836.99,2884.19,2904.07,2913.28
p116,1870.22,2247.82,2334.72,2408.57,2446.12,2525.46,2607.57,2648.37,2690.13,2719.36,2776.83,2850.14,2879.37,2909.23,2943.27
p117,0,0,0,0,0,0,0,2312.98,0,0,0,0,0,0,0
p118,1844.66,2132.96,2295.95,2423.28,2499.65,2558.82,2608.53,2658.47,2744.69,2792.63,2823.12,2850.07,2877,2905.79,2943.29
p119,2169.4,2573.91,2692.01,2724.37,2753.03,2762.27,0,2820.46,2826.35,2831.71,2833.85,0,2851.56,2876.74,2891.13
p120,2565.82,0,0,0,0,0,0,0,0,0,0,0,0,0,2740.66
p121,1952.85,0,0,0,0,0,0,2238.38,0,0,2858.91,0,0,0,2872.22
p122,1373.12,1806.82,2253.33,2404.84,2483.97,2560.72,2625.3,2678.62,2723.33,2765.11,2817.59,2857.93,2876.4,2892.46,2928.13
p127,1438.92,1720.76,1995.98,2185.14,2343.49,2397.24,2534.61,2588.08,2671.78,2719.45,2776.33,2815.51,2854.13,2898.69,2943.96
p129,1894.72,2243.88,2327.96,2477.62,2498.43,2507.6,2638.33,2743.33,2763.73,2796.08,2798.93,2819.22,2847.89,2863.43,2939.59
p130,1788.99,2180.46,2373.12,2431.01,2484.3,2642.77,2691.12,2738.08,2767.87,2799.14,2824.72,2848.21,2876.66,2894.16,2923.6
p131,0,0,0,0,0,0,0,2931.31,0,0,0,0,0,0,0
p134,1478.47,1722.33,1994.98,2225.5,2404.06,2462,2552.37,2615.88,2726.29,2760.35,2795.64,2854.43,2899.86,2918.02,2952.45
