region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,trans_adder_per_mw,capital_adder_per_mw,dist_spur_km,dist_reinforcement_km
p1,1,416,866.8003,1165487.0779,740416.25,425070.8279,5.7728,206.9396
p1,1,796,3042.3866,1317865.7614,727350.1,590515.6614,1.2882,204.6768
p1,1,797,4964.8529,1339301.2273,739177.8,600123.4273,1.2137,203.6586
p1,1,798,4512.6306,1247287.8349,787049.8,460238.0349,1.3037,219.2707
p1,1,799,3051.9995,972920.6012,820063.1,152857.5012,1.44,233.7437
p1,1,1176,2537.5954,1253429.3181,689508.44,563920.8781,2.9982,187.3408
p1,1,1177,4765.5103,1703734.5523,667587.06,1036147.4923,0.2173,178.7961
p1,1,1178,4832.356,1071671.2034,699723.5,371947.7034,3.1383,185.1063
p1,1,1179,3628.1642,972888.1133,910795.8,62092.3133,4.7801,245.9257
p1,1,1180,1031.2501,975332.379,946710.0,28622.379,11.1867,245.6557
p1,1,1181,1098.876,909057.232,909828.5,-771.268,34.4334,235.2801
p1,1,1557,4019.9497,3141372.1612,657105.4,2484266.7612,0.5246,165.9394
p1,1,1558,4965.3543,867894.8264,730549.94,137344.8864,7.5457,177.3678
p1,1,1559,2632.5977,813499.3227,769917.1,43582.2227,15.5823,185.1063
p1,1,1560,1473.2985,1024305.3587,1038321.25,-14015.8913,21.3807,245.9257
p1,1,1565,7.3143,1075595.8828,1083729.5,-8133.6172,33.2991,200.6712
p1,1,1566,24.7293,1167500.9797,1167160.2,340.7797,33.8029,200.6712
p1,1,1937,4753.4484,797134.9335,602696.8,194438.1335,0.5618,152.3509
p1,1,1938,3607.305,663358.6079,585332.6,78026.0079,0.6673,150.7761
p1,1,1939,2053.8972,668954.4109,673616.1,-4661.6891,12.6948,150.7761
p1,1,1940,576.8858,783574.5567,800671.9,-17097.3433,27.3697,150.7761
p1,1,1941,441.1533,884104.1124,889421.56,-5317.4476,16.125,180.4741
p1,1,1942,22.5698,914006.7828,919563.7,-5556.9172,19.7634,180.4741
p1,1,2315,1055.0459,2182792.8706,702843.44,1479949.4306,2.4364,171.7095
p1,1,2316,1396.5471,882555.0766,556253.94,326301.1366,9.5746,152.5889
p1,1,2317,4954.9818,845033.0221,560804.8,284228.2221,1.8282,142.7315
p1,1,2318,2240.9239,708550.2787,560422.0,148128.2787,2.421,138.4914
p1,1,2319,2045.5137,640748.5074,652105.44,-11356.9326,10.2148,145.0124
p1,1,2320,1435.111,718402.9125,734549.44,-16146.5275,11.0956,159.9226
p1,1,2321,1602.4934,769438.621,756984.4,12454.221,1.7228,180.4741
p1,1,2322,41.796,872243.9184,893891.44,-21647.5216,13.2631,180.4741
p1,1,2325,13.2354,903985.2825,891451.8,12533.4825,4.2183,200.6712
p1,1,2327,33.7816,1203588.9719,1175416.2,28172.7719,36.5428,200.6712
p1,1,2695,1688.4713,1427062.6597,760091.9,666970.7597,27.4943,180.8635
p1,1,2696,4254.6726,948067.3655,590061.8,358005.5655,1.3782,146.6181
p1,1,2697,4358.9017,2020380.0657,567366.56,1453013.5057,2.5328,134.116
p1,1,2698,2287.0805,792916.9434,515674.78,277242.1634,5.5811,128.8076
p1,1,2699,2226.6018,663624.7139,572974.75,90649.9639,3.0046,145.537
p1,1,2700,2831.9297,733066.8109,637358.0,95708.8109,1.3782,159.6526
p1,1,2701,832.7888,740459.4644,740474.94,-15.4756,4.271,170.1347
p1,1,2702,777.7434,761274.7158,780357.0,-19082.2842,9.7403,160.7972
p1,1,2703,40.4481,686322.2547,691774.5,-5452.2453,0.7791,172.8786
p1,1,2707,691.4069,1132877.1515,1096259.2,36617.9515,29.1862,200.6712
p1,1,3074,2034.5281,2093333.8317,786588.4,1306745.4317,0.0,191.8792
p1,1,3075,1936.9451,1435145.6267,746199.9,688945.7267,1.9337,180.8108
p1,1,3076,1930.0068,751573.1397,613579.94,137993.1997,15.3933,146.6181
p1,1,3077,4950.7886,937049.0197,623781.9,313267.1197,6.5839,138.0361
p1,1,3078,4579.1314,531803.6752,532870.06,-1066.3848,7.5302,115.0673
p1,1,3079,3851.6966,670252.0416,684884.94,-14632.8984,18.2232,145.537
p1,1,3080,863.9546,755352.0719,776632.8,-21280.7281,13.2013,165.5809
p1,1,3081,1899.8336,657425.2157,631834.5,25590.7157,6.8012,146.0121
p1,1,3082,341.435,659831.1986,638408.1,21423.0986,2.5855,154.5206
p1,1,3086,41.8099,1067025.5958,1072285.0,-5259.4042,26.9298,200.6712
p1,1,3454,1268.5399,1323147.5335,812025.75,511121.7835,5.9001,202.3485
p1,1,3455,1693.0026,1287911.0318,468004.94,819906.0918,20.6916,109.9049
p1,1,3456,2974.5167,961048.4699,409752.1,551296.3699,1.8964,109.9049
p1,1,3457,5052.816,788964.7166,461850.25,327114.4666,3.0946,102.5099
p1,1,3458,5169.4584,552840.4064,471801.3,81039.1064,10.9976,99.582
p1,1,3459,3787.1635,494839.1775,480383.62,14455.5575,7.0456,102.543
p1,1,3460,3216.425,553285.9314,572850.6,-19564.6686,10.0875,115.3087
p1,1,3461,2452.4048,558892.0138,546752.75,12139.2638,1.0491,137.9637
