region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,trans_cap_cost_per_mw,reinforcement_cost_per_mw,dist_km,reinforcement_dist_km
p01003,10,77779,25.641,231390.157,231390.157,0,6.034,69.568
p01003,10,78159,139.744,56274.576,56274.576,0,3.933,63.425
p01097,10,77775,75.822,225419.992,225419.992,0,23.645,46.915
p01097,10,78155,133.818,160428.077,160428.077,0,25.954,31.013
p01097,10,78535,134.597,129604.673,129604.673,0,19.939,31.013
p01097,10,78915,173.097,69939.57,69939.57,0,13.419,40.772
p01097,10,79295,277.952,65517.004,65517.004,0,11.106,40.772
p01097,10,79296,5.61,474209.533,474209.533,0,1.85,33.878
p01097,10,79676,24.672,236180.546,236180.546,0,7.043,44.755
p01097,10,80056,7.289,665157.079,665157.079,0,5.314,48.004
p01107,10,69794,31.51,296585.534,296585.534,0,9.954,195.534
p01129,10,77395,28.52,421428.745,421428.745,0,16.831,91.527
p04001,9,62415,343.932,47380.767,47380.767,0,7.955,269.37
p04001,9,62416,331.106,83309.57,83309.57,0,20.295,269.37
p04001,9,62795,338.54,90640.407,90640.407,0,21.232,235.611
p04001,9,63554,315.49,68025.238,68025.238,0,11.459,235.611
p04001,9,63555,331.73,29111.529,29111.529,0,3.821,235.611
p04001,9,63933,313.436,120115.065,120115.065,0,28.12,235.611
p04001,9,63934,383.499,73767.572,73767.572,0,19.351,235.611
p04001,9,63935,393.54,62301.818,62301.818,0,16.639,235.611
p04001,9,64313,366.592,145669.57,145669.57,0,36.328,235.611
p04001,9,64314,423.583,195911.341,195911.341,0,31.309,235.611
p04001,9,64315,448.464,164193.089,164193.089,0,28.949,235.611
p04001,9,64692,294.995,274132.342,274132.342,0,55.774,235.611
p04001,9,64693,381.614,185964.918,185964.918,0,47.873,235.611
p04001,9,64694,374.213,159711.794,159711.794,0,44.298,235.611
p04001,9,64695,397.195,154450.976,154450.976,0,42.758,235.611
p04001,9,65071,340.407,366434.701,366434.701,0,79.789,235.611
p04001,9,65072,358.839,259745.223,259745.223,0,65.281,235.611
p04001,9,65073,390.112,230313.072,230313.072,0,60.21,235.611
p04001,9,65074,382.251,220295.048,220295.048,0,57.3,235.611
p04001,9,65075,347.667,261150.573,261150.573,0,55.322,235.611
p04001,9,65449,344.292,736528.922,736528.922,0,182.961,68.89
p04001,9,65450,347.902,835119.876,835119.876,0,195.227,68.89
p04001,9,65451,358.894,375127.937,375127.937,0,82.702,235.611
p04001,9,65452,375.735,313274.911,313274.911,0,77.858,235.611
p04001,9,65454,416.331,512270.162,512270.162,0,70.588,235.611
p04001,9,65455,425.574,523019.19,523019.19,0,75.099,235.611
p04001,9,65829,368.103,676667.664,676667.664,0,182.11,68.89
p04001,9,65830,368.924,911563.43,911563.43,0,229.225,6.279
p04001,9,65831,357.21,982735.478,982735.478,0,236.927,6.279
p04001,9,66209,391.609,763250.979,763250.979,0,215.183,6.279
p04001,10,61655,3.704,4905629.681,4905629.681,0,25.675,269.37
p04001,10,61656,14.97,1531887.107,1531887.107,0,30.992,269.37
p04001,10,62034,95.063,118564.391,118564.391,0,12.515,269.37
p04001,10,62035,281.594,85880.627,85880.627,0,13.91,269.37
p04001,10,62036,267.981,117367.844,117367.844,0,23.426,269.37
p04001,10,62413,4.217,2000272.249,2000272.249,0,8.176,289.508
p04001,10,62414,287.933,32286.509,32286.509,0,3.284,270.098
p04001,10,62793,3.385,1935839.925,1935839.925,0,5.656,289.508
p04001,10,62794,256.908,94069.773,94069.773,0,12.967,270.098
p04001,10,63174,183.788,90238.555,90238.555,0,13.631,235.611
p04001,10,63175,316.669,57323.945,57323.945,0,9.168,235.611
p04001,10,63553,87.056,214830.124,214830.124,0,23.054,235.611
p04001,10,63932,89.481,171707.757,171707.757,0,16.544,268.916
p04001,10,64311,83.332,312117.983,312117.983,0,27.713,268.916
p04001,10,64312,303.323,211963.56,211963.56,0,45.677,235.611
p04001,10,64690,107.712,860759.465,860759.465,0,76.102,235.611
p04001,10,64691,278.263,351710.501,351710.501,0,65.601,235.611
p04001,10,65069,317.435,858617.492,858617.492,0,194.118,68.89
p04001,10,65070,325.961,468320.432,468320.432,0,82.206,235.611
p04003,8,74189,502.675,378503.38,378503.38,0,90.724,132.521
p04003,8,74190,477.121,447053.83,447053.83,0,100.662,132.521
p04003,8,74568,230.774,501412.836,501412.836,0,109.46,126.56
