r,pshclass1,pshclass2,pshclass3,pshclass4,pshclass5,pshclass6,pshclass7,pshclass8,pshclass9,pshclass10,pshclass11,pshclass12,pshclass13,pshclass14,pshclass15
p1,2561.18,2626.88,3750.18,2495.99,2620.53,1802.3,2655.5,2605.51,3072.77,2411.54,2636.84,1624.11,2701.97,2869.17,2933.19
p2,9009.12,10046.45,9136.05,9413.06,9432.52,9118.67,9176.57,9559.46,8665.02,8404.93,9807.36,9466.57,9381.32,9232.85,9576.07
p3,15428.84,16306.65,15820.86,16689.83,16140.37,15479.16,16477.77,15972.11,15344.28,16475.65,16056.89,15389.28,16566.47,15893.92,16191.28
p4,4891.94,4894.24,3800.04,5246.16,4145.11,3714.85,4765.01,5037.33,4488.54,4888.11,4074.75,5030.06,4303.79,4367.94,5019.24
p5,37767.71,36569.67,35542.38,37206.19,35694.68,36484.37,35900.61,35541.78,36268.59,36362.48,35412.53,36585.18,35453.71,36620.18,36149.8
p6,20775.82,18576.25,17534.93,18802.14,18064.71,18798.91,17637.79,19101.18,17753.26,18496.66,18187.62,18466.51,17738.44,18985.98,18419.16
p7,55641.27,55826.61,54890.42,55135.77,54460.57,55580.93,54616.25,54534.16,55257.99,55649.32,54701.16,54975.97,55169.17,54523.89,55878.89
p8,61117.9,59731.46,59822.23,59854.36,59803.6,60057.36,59922,59668.53,59908.17,59802.51,58447.43,61329.33,60135.54,60183.76,60188.73
p9,168294.27,168260.02,167180,168506.25,166816.47,168496.97,167413.18,168139.44,167352.08,168108.6,167339.46,168185.17,167681.94,167216.24,168604.19
p10,212855.82,209929.62,209566.83,210432.46,210698.34,210014.32,210028.34,210035.49,209548.05,210846.24,210130.7,209324.92,210935.58,209487.21,210876.38
p11,17023.56,17453.55,16540.02,16686.11,15998.36,16362.7,16618.23,15290.45,16939.72,15270.77,17292.83,17023.02,15771.14,16276.41,17129.73
p12,535538.93,534185.99,535037.46,534415.07,535040.86,532945,534960.83,535215.6,534801.65,533946.68,534790.14,534267.94,534211.89,534773.34,535139.83
p13,22011.84,21822.12,22086.73,21604.3,21450.96,21399.77,21657.49,21298.97,22069.38,21417.61,21373.2,22049.49,21206.8,21537.91,21939.9
p14,14989.88,13832.81,13226.73,13548.23,14048.63,13249.97,13302.02,13781.02,13454.96,13525.24,13823,14074.44,13017.49,14017.03,13830.37
p15,120273.41,121642.94,120563.24,120769.94,120216.87,121179.41,120238.21,120740.66,120502.07,120094.56,121128.29,120135.04,121253.31,120721.28,120858.79
p16,72129.71,68916.58,67589.44,69008.92,69076.85,69604.41,68721.87,68640.48,69281.02,67872.02,69746.1,68046.3,69003.09,68164.71,70337.11
p17,85176.28,83390.15,82873.36,84271.71,84451.99,83602.72,83011.64,83875.85,84630.23,82921.93,83816.12,83456.16,84769.58,83031.41,84487.09
p18,92042.35,90239.05,91879.76,90239.05,91879.76,91879.76,90239.05,91879.76,90239.05,91879.76,91348.92,91055.19,91304.02,90944.75,91502.62
p20,2452.45,2619.17,2938.11,1137.37,2596.37,2638.55,2263.6,2173.88,1974.77,2718.08,1469.45,2679.61,2535.45,2240.73,2476.09
p21,69414.16,70922.69,69080.82,70113.58,69202.26,69541.28,69620.66,70080.07,70106.1,69530.79,69571.78,69483.52,70000.85,69901.7,69689.89
p22,13704.2,14124.14,13948.03,13541.5,14820.72,13924.37,13794.98,13919.13,14203.45,13731.49,13576.37,13951.79,13605.09,13952.11,14689.75
p23,2211.3,2009.86,1716.88,2330.04,913.71,2646.03,1974.27,1470.29,2140.11,1918.85,1419.65,2318.61,1553.91,1867.73,2171.67
p24,16763.15,16783.91,15803.7,16561.2,16274.72,16115.43,15588.15,16697.6,16461.64,15605.62,16278.49,16376.46,15460.27,17072.37,16421.42
p25,334504.3,333256.68,331751.13,335071.34,332680.38,332983.3,333401.39,332747.35,332766.11,333700.19,332422.29,333496.66,333093.22,333147.11,333053.27
p26,59836.63,59769.34,59878.43,58394.99,59427.17,59966.19,58842.86,59264.87,59667.41,58977.89,59298.31,59053.49,59228.17,59724.85,59455.29
p27,102212.97,99474.54,99333.11,99067.19,99361.4,98509.69,100718.79,99111.36,99976.49,99055.3,98953.15,99716.17,99643.53,99132.2,99870.09
p28,163596.83,161363.39,160455.18,161839.05,160162.16,160877.86,161255.71,161636.52,160244.18,161392.97,160764.28,161513.21,160942.13,160852.75,161714.26
p29,13634.13,13539.12,12476.53,13134.84,12672.05,12926.41,13756.41,13431.39,12569.4,13199.17,13122.54,12760.2,13112.54,13547.35,13443.15
p30,1281.96,1316.21,1420.49,737.37,695.8,891.35,611.86,1731.36,653.36,1108.55,887.86,1258.65,678.25,1213.13,964.04
p31,125627.99,124627.48,123658.06,123763.67,123738.54,124163.73,123052.76,124591.62,124029.12,123844.5,123457.55,123446.7,124490.32,123954.55,124265.56
p32,1495.8,0,922.02,0,964.23,0,793.06,0,0,878.2,0,781.23,0,917.69,625.19
p33,65350.12,63947.43,63641.41,64072.66,64474.41,63997.43,63299.52,64570.55,63753.51,63938.33,63814.41,63453.5,64740.65,64088.01,63956.53
p34,56457.53,57738.41,56919.03,56555.54,55314.19,56971.69,57056.46,57025.16,55804.04,56921.14,56974.07,56208.19,56993.14,55844.23,57410.35
p38,687.95,0,0,0,0,0,0,0,0,0,0,0,0,0,612.36
p47,4489.37,3499.3,2645.78,3706.24,4127.35,3445.29,2559.51,4962.99,3566.45,2111.97,4645.73,3817.72,3619.66,3641.42,3758.03
p50,0,0,0,0,0,0,0,371.07,0,0,0,0,0,0,0
p56,712.93,0,0,526.25,0,0,0,0,0,912.71,0,0,400.79,0,394.88
p59,877.4,0,0,0,0,0,877.95,0,0,0,624.51,0,0,0,651.53
p61,73869.23,72313.09,71595.15,72585.21,72418.01,71554.62,73093.15,71740.71,73034.54,71185.39,72959.68,71789.62,72298,72701.04,72580.22
p85,1004.1,0,701.92,0,0,0,0,1154.57,0,0,0,1147.56,0,0,880.72
p89,677.04,0,0,0,0,0,0,0,0,0,0,0,0,0,806.91
p90,884.22,0,0,0,0,629.73,0,0,418.61,0,0,0,522,0,277.32
p92,4424.07,4207.25,3851.54,4953.31,3873.14,4426.56,4153.25,4135.28,4067.58,4549.74,4204.57,3913.32,4153.2,4501.3,4479.56
p94,4971.04,4300.6,2777.78,5323.58,3159.94,4873.4,4252.93,4154.99,4218.49,4209.86,4341.87,4072.83,4251.04,3524.53,5049.67
p95,3139.74,2812.77,2515.81,3421.11,2302.9,2462.33,2731.64,3003,2618.07,2293.45,3325.72,2412.68,2895.68,2774.43,3053.52
p97,22234.06,22191.15,21242.53,22017.01,21566.25,21112.13,21510.08,21732.67,21795.41,21371.86,21882.31,20708.87,21967.39,21857.22,21732.25
p99,4550.52,5342.8,4033.5,3167.87,5272.48,3941.24,3952.82,3930.42,4356.4,4403.2,4159.4,3696.5,4406,4485.3,4252.88
p100,460.31,0,0,0,0,0,0,0,0,0,0,0,0,0,374.66
p109,1444.83,0,1010.41,501.26,621.94,770.99,1045.14,742.78,607.71,499.24,923.04,373.94,658.04,655.68,1203.25
p110,703.76,994.2,689.44,1031.15,751.53,1392.88,631.11,647.97,734.47,897.63,1408.29,635.02,1039.81,749.53,998.1
p116,3717.98,4145.74,2910.03,3140.16,3626.09,2926.07,4116.09,3994.65,3447.44,2955.3,3668.3,2918.67,4268.14,3475.21,3508.92
p117,0,0,0,0,0,0,0,499.94,0,0,0,0,0,0,0
p118,9786.65,10049.73,9150.66,10004.76,8424.65,10567.1,9910.18,9834.89,9172.88,10361.16,9559.73,9431.51,9721.42,9620.36,10018.79
p119,718.31,1172.56,1209.18,524.64,1087.34,678.02,0,2002.6,0,964.49,1487.31,0,1072.43,1106.2,1226.99
p120,1384.36,0,0,0,0,1038,0,0,499.2,0,0,532.45,0,0,546.8
p121,714.02,0,0,0,0,0,0,0,1346.01,0,0,618.13,0,0,521.92
p122,5417.02,2979.24,3089.63,3298.76,3044.59,2785.39,3778.4,3113.01,2765.84,2660.09,3546.44,3078.38,2810.23,3686.85,3233.94
p127,5174.82,3843.52,5328.23,4470.67,5037.85,3845.81,4412.01,4525.78,3789.2,5881.14,3691.33,5226.16,3984.86,4854.95,4619.88
