region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,trans_cap_cost_per_mw,reinforcement_cost_per_mw,dist_km,reinforcement_dist_km,trans_adder_per_mw
p12,4,42214,1200.476,1214095.688,614187.082,0,91.434,95.636,14278.475000000093
p12,4,42215,365.204,1107130.099,507221.492,0,92.058,95.636,-92687.11499999993
p12,4,42216,2028.236,1432719.153,583778.701,0,107.25,161.205,-265161.752
p12,4,42217,2232.842,1340245.175,491304.722,0,103.224,161.205,-357635.73099999997
p12,4,42218,338.055,1488288.38,437876.91,0,90.621,439.13,-612534.56
p12,4,42223,674.694,1300897.124,250485.654,0,64.123,439.13,-799925.816
p12,4,42240,1926.114,647346.983,76705.226,0,22.6,472.967,-493936.53099999996
p12,4,42241,2349.819,634483.03,63841.274,0,18.192,472.967,-506800.483
p12,4,42242,2459.528,608904.75,77256.119,0,22.764,449.665,-454392.51200000005
p12,4,42244,682.243,803907.906,272259.275,0,60.151,449.665,-259389.35600000003
p12,4,42245,1610.591,796639.462,264990.83,0,63.029,449.665,-266657.80100000004
p12,4,42592,1886.265,1158141.597,558232.99,0,94.023,95.636,-41675.61699999997
p12,4,42593,2588.396,1247727.382,647818.776,0,100.081,95.636,47910.168999999994
p12,4,42594,1753.521,1203541.379,603632.773,0,103.007,95.636,3724.1660000000848
p12,4,42595,507.735,1402950.299,803041.692,0,102.945,95.636,203133.08500000008
p12,4,42596,2558.181,1594533.606,544122.136,0,115.494,439.13,-506289.3339999999
p12,4,42597,2359.467,1484055.434,433643.964,0,102.856,439.13,-616767.506
p12,4,42603,1582.813,1235213.92,184802.45,0,53.57,439.13,-865609.02
p12,4,42619,1342.719,723205.024,152563.267,0,40.051,472.967,-418078.49
p12,4,42620,882.986,704656.32,134014.563,0,32.002,472.967,-436627.194
p12,4,42621,1358.767,698091.597,127449.84,0,32.305,472.967,-443191.917
p12,4,42622,1480.461,636270.631,104622.0,0,34.573,449.665,-427026.63100000005
p12,4,42624,2170.01,715175.527,183526.895,0,45.577,449.665,-348121.73600000003
p12,4,42625,1854.4,749508.787,217860.156,0,57.694,449.665,-313788.4750000001
p12,4,42972,1177.496,1206292.95,606384.344,0,106.363,95.636,6475.737000000081
p12,4,42973,1939.464,1257717.639,657809.033,0,108.245,95.636,57900.426000000094
p12,4,42974,2319.19,1289287.337,689378.73,0,117.967,95.636,89470.12300000002
p12,4,42975,2341.752,1649440.91,599029.44,0,109.257,439.13,-451382.03
p12,4,42976,2629.862,1583498.136,533086.666,0,95.286,439.13,-517324.804
p12,4,42977,2294.1,1497286.009,446874.539,0,82.735,439.13,-603536.931
p12,4,42998,258.514,1008195.75,437553.994,0,63.123,472.967,-133087.76299999998
p12,4,42999,938.725,761442.109,190800.352,0,48.513,472.967,-379841.40499999997
p12,4,43000,1806.516,711260.936,140619.179,0,43.162,472.967,-430022.578
p12,4,43001,1289.201,742983.341,172341.584,0,43.944,472.967,-398300.17299999995
p12,4,43002,1041.233,673877.216,142228.585,0,46.093,449.665,-389420.0460000001
p12,4,43003,2231.103,682479.259,150830.628,0,48.301,449.665,-380818.003
p12,4,43004,2150.765,735233.521,203584.89,0,53.596,449.665,-328063.74100000004
p12,4,43352,1407.656,1433276.919,833368.312,0,120.976,95.636,233459.70500000007
p12,4,43353,2357.175,1321622.578,721713.972,0,120.119,95.636,121805.36499999999
p12,4,43354,1554.555,1718840.285,668428.816,0,122.225,439.13,-381982.654
p12,4,43355,2314.217,1642867.033,592455.563,0,107.872,439.13,-457955.907
p12,4,43356,2478.125,1611357.984,560946.514,0,95.277,439.13,-489464.956
p12,4,43357,2148.655,1526080.696,475669.226,0,83.63,439.13,-574742.244
p12,4,43363,1998.032,1111254.72,60843.251,0,21.282,439.13,-989568.2189999999
p12,4,43381,503.171,863949.155,332300.523,0,68.239,449.665,-199348.10800000007
p12,4,43382,1398.129,713836.39,182187.759,0,59.21,449.665,-349460.8720000001
p12,4,43383,2230.223,745237.036,213588.405,0,62.779,449.665,-318060.226
p12,4,43384,1297.9,794188.139,262539.508,0,65.278,449.665,-269109.1230000001
p12,4,43733,2723.369,1849584.037,799172.567,0,126.976,439.13,-251238.90299999993
p12,4,43734,1885.748,1748028.006,697616.536,0,112.916,439.13,-352794.934
p12,4,43735,1528.304,1642226.301,591814.831,0,99.607,439.13,-458596.63899999997
p12,4,43736,2110.092,1595762.008,545350.539,0,86.521,439.13,-505060.931
p12,4,43737,1579.3,1443303.204,392891.734,0,74.094,439.13,-657519.736
p12,4,43742,2061.618,1109416.319,59004.849,0,14.568,439.13,-991406.6209999999
p12,4,43743,2262.053,1087845.577,37434.107,0,8.122,439.13,-1012977.363
p12,4,43744,2120.191,1119030.091,68618.621,0,15.161,439.13,-981792.8489999999
p12,4,43745,2016.946,1158989.372,108577.903,0,26.628,439.13,-941833.5669999999
p12,4,43746,1997.334,1170968.116,120556.646,0,38.744,439.13,-929854.824
p12,4,43747,2032.441,1248456.584,198045.114,0,54.928,439.13,-852366.3559999999
p12,4,44114,1337.966,1816762.404,766350.934,0,112.969,439.13,-284060.53599999996
p12,4,44115,2050.467,1708762.277,658350.807,0,96.848,439.13,-392060.66299999994
p12,4,44116,1887.702,1555890.892,505479.422,0,84.732,439.13,-544932.048
p12,4,44117,2067.729,1507991.098,457579.629,0,72.392,439.13,-592831.841
p12,4,44121,2274.193,1142520.43,92108.961,0,24.224,439.13,-958302.509
p12,4,44122,2448.409,1098464.841,48053.371,0,12.704,439.13,-1002358.0989999999
p12,4,44123,2607.847,1065032.476,14621.006,0,3.622,439.13,-1035790.4639999999
p12,4,44124,2354.862,1115664.238,65252.768,0,13.244,439.13,-985158.7019999999
p12,4,44125,2208.088,1145253.813,94842.343,0,24.988,439.13,-955569.127
p12,4,44126,2202.932,1182738.814,132327.344,0,38.222,439.13,-918084.1259999999
p12,4,44127,2303.534,1246545.436,196133.967,0,51.444,439.13,-854277.503
p12,4,44128,1579.46,1288450.098,238038.628,0,70.814,439.13,-812372.842
p12,4,44494,1793.979,1811487.491,761076.021,0,127.84,439.13,-289335.449
p12,4,44495,2048.75,1712074.994,661663.524,0,111.169,439.13,-388747.946
p12,4,44496,2073.078,1614209.221,563797.751,0,100.265,439.13,-486613.7189999999
p12,4,44497,1259.922,1544829.635,494418.166,0,87.33,439.13,-555993.304
p12,4,44498,1856.735,1399691.393,349279.923,0,65.254,439.13,-701131.547
p12,4,44499,2044.177,1381651.706,331240.236,0,54.301,439.13,-719171.2339999999
p12,4,44500,2412.025,1265522.532,215111.062,0,40.516,439.13,-835300.4079999999
p12,4,44501,2683.555,1147822.037,97410.567,0,28.996,439.13,-953000.9029999999
p12,4,44502,2807.957,1054852.159,59740.922,0,6.298,413.036,-935370.315
p12,4,44503,2808.607,1120457.918,70046.448,0,15.589,439.13,-980365.022
p12,4,44504,2540.244,1133357.222,82945.752,0,20.177,439.13,-967465.718
p12,4,44505,2383.216,1153499.069,103087.599,0,29.799,439.13,-947323.8709999999
p12,4,44506,2357.797,1189975.831,139564.361,0,41.543,439.13,-910847.1089999999
p12,4,44507,2427.512,1248096.099,197684.629,0,52.905,439.13,-852726.841
p12,4,44508,1694.274,1300009.078,249597.608,0,66.885,439.13,-800813.862
p12,4,44515,1931.797,950833.084,380191.327,0,126.334,472.967,-190450.43
p12,4,44516,1148.203,943911.798,373270.041,0,120.019,472.967,-197371.71599999996
p12,4,44876,1893.781,1547083.397,496671.927,0,98.223,439.13,-553739.543
p12,4,44877,1906.157,1454924.529,404513.059,0,85.181,439.13,-645898.411
p12,4,44878,2388.59,1365927.442,315515.973,0,73.35,439.13,-734895.497
p12,4,44879,2387.946,1288908.701,238497.231,0,58.777,439.13,-811914.239
p12,4,44883,2830.8,1151153.414,100741.944,0,32.079,439.13,-949669.526
p12,4,44884,2635.757,1166193.131,115781.661,0,31.912,439.13,-934629.809
p12,4,44885,2492.212,1197168.22,146756.75,0,38.314,439.13,-903654.72
p12,4,44886,2418.041,1240239.829,189828.359,0,47.04,439.13,-860583.111
p12,4,44887,2333.326,1252147.219,201735.749,0,59.047,439.13,-848675.7209999999
p12,4,44888,1752.749,1298488.363,248076.893,0,69.776,439.13,-802334.5769999999
p12,4,44895,2178.974,1000719.074,430077.318,0,134.894,472.967,-140564.43899999995
p12,4,44896,1103.206,1028893.632,458251.875,0,133.579,472.967,-112389.88199999998
p12,4,45257,638.052,1572045.839,521634.369,0,84.83,439.13,-528777.101
p12,4,45264,1217.685,1234433.966,184022.497,0,44.55,439.13,-866388.973
p12,4,45265,2419.383,1220453.584,170042.115,0,47.883,439.13,-880369.355
p12,4,45266,2413.93,1262015.899,211604.43,0,58.138,439.13,-838807.04
p12,4,45267,2249.316,1286949.036,236537.567,0,66.231,439.13,-813873.9029999999
p12,4,45268,1958.247,1294352.049,243940.579,0,78.924,439.13,-806470.891
p12,4,45275,984.017,1099513.011,528871.254,0,147.16,472.967,-41770.503000000026
p12,4,45276,1128.636,521978.857,233618.098,0,77.801,263.058,-54742.66100000002
p12,4,45283,1411.245,459293.63,170932.871,0,52.391,263.058,-117427.888
p12,4,45637,1547.611,1485583.329,435171.859,0,91.469,439.13,-615239.611
p12,4,45645,75.479,1482468.377,487357.14,0,51.117,413.036,-507754.09699999995
p12,4,45646,847.119,1326188.181,275776.711,0,66.495,439.13,-774634.759
p12,4,45647,1978.24,1276612.105,226200.635,0,78.089,439.13,-824210.835
p12,4,45648,742.764,1346039.164,295627.694,0,90.781,439.13,-754783.776
p12,4,46017,1550.806,1587786.606,537375.136,0,107.318,439.13,-513036.3339999999
p12,4,46028,22.169,4219570.547,3224459.309,0,95.0,413.036,2229348.0719999997
p12,4,46397,2189.58,1267242.518,512836.115,0,38.18,360.455,-241570.289
p12,4,47158,1549.93,1342669.787,588263.383,0,44.515,360.455,-166143.02099999995
p12,4,47159,2659.774,1333809.203,579402.799,0,42.555,360.455,-175003.60499999998
p12,4,47160,2641.38,1271064.477,516658.073,0,38.572,360.455,-237748.331
p12,4,47161,2621.647,1521107.043,470695.573,0,111.326,439.13,-579715.897
p12,4,47162,1952.112,1445532.739,395121.269,0,119.981,439.13,-655290.201
p12,4,47539,2231.902,1700275.745,649864.275,0,159.958,439.13,-400547.19499999995
p12,4,47540,2564.041,1612476.035,562064.565,0,148.215,439.13,-488346.905
p12,4,47541,2530.332,1565429.671,515018.202,0,137.064,439.13,-535393.2679999999
p12,4,47542,2551.129,1517565.904,467154.434,0,129.392,439.13,-583257.036
p12,4,47543,1853.209,1503179.688,452768.218,0,127.593,439.13,-597643.252
p12,4,47565,2145.577,571160.291,282799.532,0,63.377,263.058,-5561.2270000000135
p12,4,47920,1490.73,1675346.696,624935.226,0,154.621,439.13,-425476.24399999995
p12,4,47921,2413.475,1328911.095,574015.4,0,71.259,240.913,-180880.29499999993
p12,4,47922,1851.963,1279862.078,524966.383,0,64.396,240.913,-229929.31199999992
p12,4,47923,2368.563,1222597.158,467701.463,0,61.286,240.913,-287194.23199999996
p12,4,47926,575.991,1242479.329,487583.635,0,67.784,240.913,-267312.05999999994
p12,4,47927,1006.077,1500310.821,449899.351,0,138.725,439.13,-600512.119
p12,4,47928,543.401,1323769.42,568873.725,0,79.934,240.913,-186021.96999999997
p12,4,48300,156.39,1922241.511,1167345.816,0,102.127,240.913,412450.12100000016
p12,4,48301,654.493,1376894.885,621999.19,0,65.769,240.913,-132896.505
p12,4,48302,548.077,1191944.648,437048.954,0,52.929,240.913,-317846.7409999999
p12,4,48303,2073.493,1147931.195,393035.5,0,48.35,240.913,-361860.19499999995
p12,4,48304,1015.695,1139794.374,384898.679,0,49.092,240.913,-369997.01599999995
p12,4,48306,304.641,1297609.644,542713.95,0,55.593,240.913,-212181.745
p12,4,48307,2149.004,1191905.247,437009.553,0,60.615,240.913,-317886.14199999993
p12,4,48308,2135.055,1530040.745,479629.275,0,154.824,439.13,-570782.195
p12,4,48309,345.023,1569460.897,519049.427,0,159.289,439.13,-531362.043
p12,4,48324,2112.873,600499.535,312138.777,0,79.653,263.058,23778.017999999982
p12,4,48681,40.572,2690108.436,1935212.741,0,71.878,240.913,1180317.046
p12,4,48682,74.279,1478280.237,723384.543,0,44.29,240.913,-31511.152000000002
p12,4,48683,711.186,1082701.008,327805.314,0,36.532,240.913,-427090.38099999994
p12,4,48684,2103.499,1049439.329,294543.635,0,37.273,240.913,-460352.05999999994
p12,4,48685,597.941,1083572.106,328676.412,0,38.826,240.913,-426219.28299999994
p12,4,48686,198.479,1122187.388,367291.694,0,44.24,240.913,-387604.00099999993
p12,4,48687,1910.186,1167612.017,412716.323,0,51.911,240.913,-342179.372
p12,4,48688,2187.077,1231258.214,476362.519,0,63.748,240.913,-278533.176
p12,4,48689,984.353,652270.678,546207.935,0,153.911,37.404,440145.19100000005
p12,4,48704,1742.702,627987.802,339627.043,0,90.671,263.058,51266.283999999985
p12,4,49062,383.273,1077729.694,322833.999,0,35.477,240.913,-432061.69599999994
p12,4,49063,377.404,986177.276,231281.581,0,25.012,240.913,-523614.11399999994
p12,4,49064,605.968,958201.526,203305.831,0,25.433,240.913,-551589.864
p12,4,49065,447.802,1052523.962,297628.268,0,27.684,240.913,-457267.42699999997
p12,4,49066,177.276,1110786.122,355890.428,0,35.092,240.913,-399005.26699999993
p12,4,49067,1968.833,1125577.664,370681.97,0,47.098,240.913,-384213.725
p12,4,49443,131.478,1029741.277,274845.583,0,14.077,240.913,-480050.11199999996
p12,4,49444,302.068,918974.857,164079.162,0,9.706,240.913,-590816.5329999999
p12,4,49445,366.776,934096.951,179201.256,0,18.084,240.913,-575694.439
p12,4,49446,401.587,1027549.015,272653.321,0,29.753,240.913,-482242.37399999995
p12,4,49447,1718.05,1133014.397,378118.702,0,41.795,240.913,-376776.99299999996
p12,4,49448,1533.87,515592.276,409529.533,0,134.876,37.404,303466.789
p12,4,49823,55.944,1074989.344,320093.649,0,10.544,240.913,-434802.046
p12,4,49824,470.297,825614.61,70718.915,0,4.082,240.913,-684176.7799999999
p12,4,49825,227.184,1098175.678,343279.983,0,15.658,240.913,-411615.71199999994
p12,4,49826,678.489,1101803.202,346907.507,0,27.178,240.913,-407988.18799999997
p12,4,49827,1496.88,910434.346,371591.566,0,54.798,181.685,-167251.21400000004
p12,4,49828,1519.346,477598.794,371536.05,0,122.013,37.404,265473.306
p12,4,50203,90.035,1001116.266,246220.572,0,18.308,240.913,-508675.12299999996
p12,4,50204,310.59,915847.419,160951.724,0,16.54,240.913,-593943.9709999999
p12,4,50205,281.34,1079381.747,324486.053,0,21.903,240.913,-430409.64199999993
p12,4,50206,217.12,1034282.438,495439.658,0,37.391,181.685,-43403.12200000003
p12,4,50207,699.958,858641.786,319799.006,0,42.704,181.685,-219043.77400000003
p12,4,50208,504.096,915277.352,376434.572,0,49.871,181.685,-162408.20800000004
p12,4,50209,147.99,1002137.418,463294.638,0,57.481,181.685,-75548.14200000005
p12,4,50584,14.585,2311362.367,1745470.078,0,25.524,189.795,1179577.7889999999
p12,4,50585,202.565,722016.342,156124.053,0,22.635,189.795,-409768.236
p12,4,50586,141.241,773782.171,234939.391,0,24.454,181.685,-303903.389
p12,4,50587,352.93,811223.308,272380.528,0,30.469,181.685,-266462.25200000004
p12,4,50588,298.367,893742.547,354899.767,0,40.926,181.685,-183943.01300000004
p12,4,50589,189.929,864165.852,325323.072,0,52.902,181.685,-213519.70800000004
p12,4,50964,65.222,873645.88,307753.591,0,15.27,189.795,-258138.69799999997
p12,4,50965,12.169,1561320.712,995428.423,0,9.456,189.795,429536.13399999996
p12,4,50966,133.988,697368.782,158526.002,0,12.859,181.685,-380316.77800000005
p12,4,50967,349.561,723860.781,185018.001,0,20.974,181.685,-353824.77900000004
p12,4,50968,290.852,873729.796,334887.017,0,37.604,181.685,-203955.76300000004
p12,4,50969,343.935,394655.662,288592.918,0,82.927,37.404,182530.174
p12,4,51345,185.283,591482.326,25590.037,0,2.287,189.795,-540302.252
p12,4,51346,0.811,9328152.954,8789310.174,0,4.656,181.685,8250467.394
p12,4,51347,113.501,753599.228,214756.448,0,16.623,181.685,-324086.33200000005
p12,4,51348,334.323,799245.736,260402.956,0,30.358,181.685,-278439.824
p12,4,51349,306.214,371792.032,265729.288,0,72.163,37.404,159666.544
p12,4,51726,13.028,2068597.473,1529754.693,0,15.8,181.685,990911.913
p12,4,51727,30.51,1255843.116,717000.336,0,21.378,181.685,178157.55599999998
p12,4,51728,140.486,884402.211,345559.431,0,32.318,181.685,-193283.34900000005
p12,4,51729,68.822,1213641.143,674798.363,0,45.984,181.685,135955.58299999998
p12,4,52106,29.567,1436769.103,897926.324,0,26.596,181.685,359083.544
p12,4,52107,367.107,643095.693,202907.541,0,30.152,116.287,-237280.611
p12,4,52108,215.129,742403.355,302215.203,0,26.777,116.287,-137972.94900000002
p12,4,52487,429.409,644191.51,204003.358,0,18.286,116.287,-236184.794
p12,4,52488,337.587,567731.385,127543.233,0,13.691,116.287,-312644.919
p12,4,52867,65.458,719577.17,279389.017,0,12.884,116.287,-160799.135
p12,4,52868,364.695,449844.299,9656.147,0,0.307,116.287,-430532.005
p12,4,53248,356.496,542842.017,102653.865,0,12.607,116.287,-337534.287
p12,5,28914,328.648,1236455.44,1024108.739,0,246.151,87.433,811762.038
p12,5,28915,1.459,82458905.094,80996062.371,0,148.709,458.011,79533219.648
p12,5,29295,265.063,1441266.351,1228919.651,0,236.794,87.433,1016572.9500000001
p12,5,29296,7.396,17393751.55,15930908.826,0,145.607,458.011,14468066.103
p12,5,29674,1650.73,1140436.538,928089.838,0,222.068,87.433,715743.137
p12,5,30053,1878.843,1000991.665,788644.964,0,218.78,87.433,576298.263
p12,5,30054,1574.472,962558.815,750212.114,0,210.548,87.433,537865.413
p12,5,30055,459.098,2413635.949,950793.226,0,103.252,458.011,-512049.497
p12,5,30056,191.787,2367176.25,904333.527,0,100.973,458.011,-558509.196
p12,5,30068,523.744,1619721.485,248016.529,0,31.104,428.02,-1123688.427
p12,5,30434,1882.498,966109.45,753762.75,0,199.028,87.433,541416.049
p12,5,30435,1137.096,969325.154,756978.453,0,199.695,87.433,544631.752
p12,5,30442,810.105,1607979.323,145136.6,0,15.76,458.011,-1317706.123
p12,5,30453,1913.648,1273914.376,360579.619,0,121.957,770.062,-552755.1370000001
p12,5,30454,694.335,1308547.184,395212.428,0,119.347,770.062,-518122.32800000004
p12,5,30822,356.761,1593457.962,130615.239,0,13.672,458.011,-1332227.484
p12,5,30823,1961.863,1490940.763,28098.04,0,3.576,458.011,-1434744.683
p12,5,30832,276.902,1408642.787,495308.031,0,113.537,770.062,-418026.72500000003
p12,5,30833,1654.952,1293730.672,380395.916,0,110.362,770.062,-532938.8400000001
p12,5,30834,1542.216,1232293.81,318959.054,0,107.082,770.062,-594375.702
p12,5,30835,106.389,1779986.765,866652.009,0,102.112,770.062,-46682.74700000009
p12,5,30840,858.274,1589411.61,183571.95,0,18.276,949.485,-1222267.71
p12,5,31212,8.126,7421587.755,6086583.834,0,66.189,408.771,4751579.912
p12,5,31213,1421.239,1238357.634,325022.878,0,99.317,770.062,-588311.878
p12,5,31214,633.168,1265767.398,352432.642,0,94.369,770.062,-560902.1140000001
p12,5,31220,901.276,1505169.807,99330.147,0,8.39,949.485,-1306509.5129999998
p12,5,31221,170.765,1652671.584,246831.924,0,20.059,949.485,-1159007.736
p12,5,31593,669.088,1226589.849,313255.093,0,85.726,770.062,-600079.6630000001
p12,5,31600,4.678,4454046.606,3048206.945,0,10.409,949.485,1642367.285
p12,5,31601,99.504,1625761.632,219921.972,0,21.603,949.485,-1185917.6879999998
p12,5,31956,383.769,831145.614,618798.914,0,156.913,87.433,406452.213
p12,5,31971,131.89,1747950.226,412946.304,0,37.059,408.771,-922057.618
p12,5,32351,1634.751,1529412.14,194408.218,0,25.644,408.771,-1140595.704
p12,5,32352,1.636,16782173.141,15447635.599,0,29.988,408.315,14113098.058
p12,5,32715,1529.704,736487.048,524140.347,0,125.372,87.433,311793.646
p12,5,32716,897.629,1469484.137,664775.417,0,152.382,187.481,-139933.30299999996
p12,5,32730,1961.702,1454043.087,119039.165,0,12.028,408.771,-1215964.757
p12,5,32731,1642.765,1467006.556,132469.015,0,13.402,408.315,-1202068.526
p12,5,32732,886.413,1502132.978,167595.436,0,20.366,408.315,-1166942.105
p12,5,33095,955.234,794856.6,582509.899,0,115.223,87.433,370163.198
p12,5,33096,637.94,809355.228,597008.527,0,121.418,87.433,384661.826
p12,5,33110,1963.34,1383344.994,48341.072,0,4.175,408.771,-1286662.85
p12,5,33111,1708.582,1364383.374,29845.833,0,3.389,408.315,-1304691.7079999999
p12,5,33475,1478.031,679605.583,467258.882,0,104.81,87.433,254912.18099999998
p12,5,33491,1770.818,1290955.419,97620.677,0,33.221,346.108,-1095714.0650000002
p12,5,33871,1975.393,1250834.01,57499.268,0,21.701,346.108,-1135835.4740000002
p12,5,34234,1051.639,671382.771,459036.07,0,90.838,87.433,246689.369
p12,5,34235,825.098,1363072.643,558363.923,0,98.876,187.481,-246344.79700000002
p12,5,34236,1873.902,1234243.881,429535.161,0,84.276,187.481,-375173.55899999995
p12,5,34615,1729.776,1211635.821,406927.101,0,88.11,187.481,-397781.61899999995
p12,5,34616,1882.694,1179966.214,375257.494,0,79.164,187.481,-429451.22599999997
p12,5,34618,1917.202,1075670.916,270962.196,0,56.569,187.481,-533746.524
p12,5,34619,1656.019,1044919.908,240211.187,0,50.005,187.481,-564497.5329999999
p12,5,34642,1743.766,964545.595,174322.24,0,38.73,689.537,-615901.115
p12,5,34645,1010.55,814771.941,24548.586,0,4.256,689.537,-765674.769
p12,5,34992,1886.606,466287.871,253941.171,0,44.12,87.433,41594.47
p12,5,34993,956.84,632779.572,420432.871,0,55.008,87.433,208086.16999999998
p12,5,34994,918.974,681629.616,469282.916,0,71.594,87.433,256936.21500000003
p12,5,34995,1178.304,1183716.728,379008.007,0,83.413,187.481,-425700.713
p12,5,34996,1827.189,1124980.698,320271.978,0,71.818,187.481,-484436.74199999997
p12,5,34998,1432.708,1026408.944,221700.224,0,47.896,187.481,-583008.496
p12,5,34999,1694.31,986061.286,181352.566,0,40.172,187.481,-623356.154
p12,5,35014,1834.258,842037.02,34219.604,0,9.566,724.867,-773597.8119999999
p12,5,35015,1834.965,854042.913,46225.497,0,13.426,724.867,-761591.919
p12,5,35016,1665.675,897335.047,89517.631,0,24.968,724.867,-718299.7849999999
p12,5,35017,703.576,1023644.38,132864.681,0,12.652,757.023,-757915.019
p12,5,35018,18.857,1987272.064,971682.474,0,18.154,804.614,-43907.11599999992
p12,5,35025,1850.777,839482.381,49259.026,0,9.361,689.537,-740964.329
p12,5,35372,1847.318,448884.282,236537.582,0,43.571,87.433,24190.880999999994
p12,5,35373,1613.041,588194.581,375847.88,0,55.091,87.433,163501.179
p12,5,35374,1353.732,647120.132,434773.431,0,70.719,87.433,222426.72999999998
p12,5,35375,1378.184,1179315.368,374606.648,0,79.552,187.481,-430102.072
p12,5,35376,1730.122,1135095.449,330386.729,0,66.765,187.481,-474321.991
p12,5,35379,1920.974,966731.952,162023.232,0,31.235,187.481,-642685.488
p12,5,35394,1756.181,822624.013,14806.598,0,3.446,724.867,-793010.818
p12,5,35395,1656.48,853850.887,46033.471,0,10.838,724.867,-761783.945
p12,5,35396,754.752,940597.494,46250.917,0,4.414,758.358,-848095.66
p12,5,35397,1618.066,953877.481,63097.781,0,7.21,757.023,-827681.919
p12,5,35752,1876.093,747571.123,535224.422,0,59.415,87.433,322877.721
p12,5,35753,1564.53,541494.288,329147.587,0,57.952,87.433,116800.886
p12,5,35754,1465.834,1327995.12,372641.717,0,109.224,195.412,-582711.686
p12,5,35755,1582.765,1281508.912,326155.51,0,106.018,195.412,-629197.893
p12,5,35756,1208.692,1103719.452,299010.732,0,67.234,187.481,-505697.98799999995
p12,5,35774,1911.9,860801.071,52983.656,0,15.562,724.867,-754833.76
p12,5,35775,1403.14,875250.266,67432.851,0,18.721,724.867,-740384.565
p12,5,35776,61.662,1148340.857,253994.281,0,14.616,758.358,-640352.2960000001
p12,5,35777,1315.669,1002381.594,111601.894,0,16.156,757.023,-779177.806
p12,5,36132,1924.999,790108.382,577761.681,0,72.365,87.433,365414.98
p12,5,36133,1573.067,624560.667,412213.966,0,68.672,87.433,199867.265
p12,5,36134,1535.311,1275333.736,319980.333,0,97.257,195.412,-635373.0700000001
p12,5,36135,1747.305,1288468.956,333115.553,0,94.34,195.412,-622237.8500000001
p12,5,36145,1734.879,1160001.241,173914.056,0,55.499,245.522,-812173.1290000001
p12,5,36150,1946.544,1502627.915,145686.072,0,22.247,413.249,-1211255.7710000002
p12,5,36155,1782.906,911965.55,104148.134,0,31.999,724.867,-703669.282
p12,5,36156,329.164,971856.594,164039.179,0,35.223,724.867,-643778.237
p12,5,36158,1389.018,1030115.195,222297.779,0,58.196,724.867,-585519.637
p12,5,36512,1928.323,711241.41,459300.53,0,62.662,35.049,207359.65000000002
p12,5,36513,1667.435,716759.117,464818.237,0,60.705,35.049,212877.35700000002
p12,5,36514,1594.595,1246919.861,291566.459,0,87.684,195.412,-663786.9440000001
p12,5,36525,1265.185,1128034.679,141947.494,0,41.764,245.522,-844139.6910000001
p12,5,36530,1626.025,1485374.34,128432.497,0,18.445,413.249,-1228509.3460000001
p12,5,36536,1310.452,998292.733,190475.318,0,48.555,724.867,-617342.098
p12,5,36892,1984.981,568227.13,316286.251,0,37.421,35.049,64345.370999999985
p12,5,36893,1359.486,614869.01,362928.13,0,47.67,35.049,110987.25
p12,5,36909,1612.695,1474501.299,117559.456,0,14.198,413.249,-1239382.387
p12,5,36910,200.386,1547511.821,190569.978,0,22.545,413.249,-1166371.8650000002
p12,5,37272,1985.519,475887.831,223946.952,0,25.326,35.049,-27993.928000000014
p12,5,37273,1819.754,532750.939,280810.059,0,35.703,35.049,28869.179000000004
p12,5,37289,1693.514,1532153.1,175211.257,0,25.792,413.249,-1181730.5860000001
p12,5,37652,1730.188,408060.525,156119.645,0,17.672,35.049,-95821.23500000002
p12,5,37653,1752.558,473975.624,222034.745,0,30.468,35.049,-29906.13500000001
p12,5,37657,1597.327,1092891.841,137538.438,0,42.808,195.412,-817814.9650000001
p12,5,37675,1018.801,1088031.357,280213.941,0,79.052,724.867,-527603.475
p12,5,38028,1327.295,209154.458,121867.494,0,5.081,10.14,34580.53
p12,5,38032,1529.572,387001.743,135060.863,0,14.218,35.049,-116880.01699999999
p12,5,38033,1605.288,488679.62,236738.74,0,28.199,35.049,-15202.140000000014
p12,5,38034,953.174,1176220.791,220867.389,0,32.169,195.412,-734486.0140000001
p12,5,38036,945.09,1090250.336,134896.934,0,29.486,195.412,-820456.469
p12,5,38037,1159.257,1067571.412,112218.009,0,31.288,195.412,-843135.3940000001
p12,5,38038,872.927,1066072.558,168591.237,0,42.934,175.789,-728890.084
p12,5,38039,1108.509,1070566.793,173085.471,0,57.798,175.789,-724395.85
p12,5,38054,299.975,1524178.481,363762.036,0,88.977,315.178,-796654.409
p12,5,38055,1720.988,1123435.208,315617.792,0,91.318,724.867,-492199.62399999995
p12,5,38412,1716.257,644025.708,187187.321,0,23.073,64.231,-269651.066
p12,5,38413,1688.215,1192257.739,236904.337,0,36.157,195.412,-718449.0660000001
p12,5,38414,1544.482,1086586.826,131233.424,0,24.264,195.412,-824119.979
p12,5,38417,1377.354,988393.63,90912.309,0,25.408,175.789,-806569.012
p12,5,38418,416.191,1094393.538,196912.217,0,33.843,175.789,-700569.104
p12,5,38419,334.932,1217065.616,230978.432,0,61.888,245.522,-755108.753
p12,5,38420,858.716,1179288.461,193201.276,0,49.846,245.522,-792885.909
p12,5,38421,670.638,1113963.674,127876.489,0,40.066,245.522,-858210.696
p12,5,38433,1319.464,1428780.433,268363.988,0,71.935,315.178,-892052.457
