r,pshclass1,pshclass2,pshclass3,pshclass4,pshclass5,pshclass6,pshclass7,pshclass8,pshclass9,pshclass10,pshclass11,pshclass12,pshclass13,pshclass14,pshclass15
p23,1576.79,743.53,1004.71,682.51,1076.25,0,1664.35,966.54,838.33,749.9,979.04,846.5,1128.75,705.24,1176.49
p24,10499.82,8753.58,7511.24,9426.38,8939.83,9414.65,9040.06,9001.75,8174.34,9069.77,9160.61,9226.82,8963.61,7631.83,10154.89
p25,312490.84,296392.89,296383.38,295863.86,295183.08,296932.6,295695.32,294709.3,297460.62,296129.48,294872,295767.83,296633.35,296138.76,296105.69
p26,52527.93,52018.71,49497.22,51220.16,50548.5,50769.95,50505.99,49726.51,50951.33,50027.86,51223.67,50370.29,50325.48,50949.98,50625.41
p27,92712.93,88753.81,91803.26,91978.39,91243.08,90875.35,90144.97,89363.95,92628.33,89890.08,91394.83,90611.12,89848.07,91199.41,91393.19
p28,137656.66,132620.49,130697.92,132612.88,133388.99,132262.22,131473.77,133330.31,131176.29,133344.59,131735.11,132611.02,132146.7,132387.46,132505.23
p29,13004.31,10124.78,8864.35,10331.29,10909.39,10045.58,9592.99,10384.85,10524.92,9549.62,9945.9,10973.78,9609.74,9952.85,10754.23
p30,1583.3,0,687.07,0,616.39,0,0,736.64,0,711.14,0,565.86,0,468.18,427.64
p31,101459.92,106822,100158.92,100119.46,100607.36,99282.43,100421.8,100543.37,100561.68,100423.24,99962.01,100223.65,100051.88,100793.28,100212.91
p32,515.85,0,456.56,0,0,0,763.1,226.73,0,0,0,0,0,1101.68,299.33
p33,63075.95,62527.42,61501.67,61480.49,62498.23,61801.58,61566.86,61692.81,62191.86,61904.59,61764.95,60910.85,62721.86,61589.83,62194.13
p34,52810.13,50283.63,49626.32,50169.69,49773.05,49962.49,50281.03,49767.22,49354.51,49909.16,49987.37,49805.56,50522.24,49945.07,50057.68
p38,0,0,0,0,0,0,0,229.16,0,0,0,0,0,0,0
p47,5567.02,2842.62,2564.82,1308.85,2148.91,3796.97,2847.21,1905.83,3134.04,2431.55,2555.66,2467.35,2157.59,2830.5,2653.01
p59,641.38,0,0,0,0,0,0,0,0,0,0,0,0,0,535.47
p61,59196.57,57166.87,54782.43,57700.38,54946.92,58184.91,55733.56,56728.1,56523.1,56205.18,55490.11,56982.12,55974.62,56402.36,56903.43
p85,957.13,0,0,0,0,731.8,0,0,448.94,0,0,0,0,681.85,257.34
p89,0,0,0,0,0,0,0,687.28,0,0,0,0,0,0,0
p90,455.86,0,0,0,0,0,0,0,0,0,0,0,0,0,263.34
p92,1435.15,3021.37,2079.13,1894.47,2410.68,1884.75,2114.52,2373.74,2087.25,513.04,3807.68,2060.58,1854.6,2237.94,2282.34
p94,1844.21,2772,2309.46,1967.2,1177.95,2487.97,2027.61,2162.76,2048.69,1686.27,2174.8,1728.94,2021.6,2287.92,2019.74
p95,3405.37,2051.73,1019.26,2268.48,2116.59,2107.82,1565.02,1908.06,2202.06,1849.03,1493.94,2149.26,1530.54,2247.07,2115
p97,16999.7,15844.84,16026.53,15854.33,15795.04,16613.71,15525.16,15213.78,16641.03,15412,16032.67,15841.39,16206.56,15419.59,16481.06
p99,2347.11,4012.07,3254.83,1571.44,3731.75,1619.01,3705.6,2796.03,3090.86,2658.19,2465.31,2828.87,3018.33,2616.92,2831.75
p100,0,0,0,0,0,0,0,451.59,0,0,0,0,0,0,0
p109,718.02,0,939.62,0,509.57,0,755.23,0,544.43,0,610.34,457.59,319.23,0,900.69
p110,938.82,1157.59,493.22,0,962.92,605.36,716.94,406.31,856.38,662.39,681.67,282.75,787.16,1026.28,650.76
p116,1690.2,2801.94,1747.22,3637.99,2541.46,2455.88,2528.96,2459.61,1085.6,3549.65,2460.47,2129.61,2351.36,2587.13,2622.55
p117,0,0,0,0,0,0,0,486.03,0,0,0,0,0,0,0
p118,6665.98,6573.38,8189.9,5809.32,7777.98,6745,6652.61,7315.35,7043.85,7093.07,5962.87,8008.26,6601.15,7145.52,6976.69
p119,745.94,522.61,0,0,0,1127.54,0,0,0,901.56,533.26,0,362.97,363.77,398.39
p120,0,0,0,0,0,0,0,384.09,0,0,0,0,0,0,0
p121,2039.85,0,0,0,0,0,0,0,0,0,0,0,0,0,1489.36
p122,918.51,0,2692.47,754.69,776.21,720.6,1381.36,0,1064.33,1107.15,1459.57,526.15,831.69,989.99,1311.06
p127,3758.38,4661.62,2428.96,3192.01,4019.9,3112.22,3659.07,2939.05,3586.88,3382.13,3385.19,2557.73,3236.35,3795.97,3794.95
p129,948.66,972.62,0,755.52,729.76,0,649.36,891.91,0,719.4,846.12,0,768.23,487.18,777.4
p130,1467.84,2125.41,1964.34,1442.38,1253.45,2184.97,789.44,1138.81,2296.04,1783.2,718.86,1708.55,1881.51,1566.27,1670.26
p131,0,0,0,0,0,0,0,901.75,0,0,0,0,0,0,0
p134,2152.19,1079.1,1172.41,789.49,934.5,1540.07,925.21,1078.53,1454.85,938.55,1055.97,1825.03,911.07,1437.64,1335.51
