r,pshclass1,pshclass2,pshclass3,pshclass4,pshclass5,pshclass6,pshclass7,pshclass8,pshclass9,pshclass10,pshclass11,pshclass12,pshclass13,pshclass14,pshclass15
p1,2168.53,2256.58,2359.38,2446.95,2487.76,2520.42,2535.02,2636.22,2730.03,2777.94,2818.25,2843.07,2843.97,2852.98,2898.65
p2,1917.97,2180.01,2343.28,2425.72,2517.98,2565.24,2606.06,2645.69,2696.58,2736.21,2766.32,2797.77,2838.84,2890.46,2959.13
p3,2136.42,2378.39,2475.4,2563.67,2612.46,2654.62,2686.61,2728.46,2769.84,2801.92,2838.6,2866.15,2891.59,2922.76,2976.19
p4,2071.23,2308.93,2435.74,2520.71,2627.7,2661.01,2681.86,2703.34,2737.78,2791.24,2823.74,2838.31,2867.59,2893.09,2924.37
p5,2079.11,2291.41,2399.15,2481.7,2557.17,2607.9,2669.79,2720.1,2760.98,2797.73,2832.15,2867.08,2899.91,2927.7,2990.69
p6,1957.78,2180.97,2299.19,2433.56,2549.26,2614.4,2681.24,2714.51,2751.69,2790.42,2814.09,2844.6,2875.49,2896.96,2926.78
p7,2096.51,2287.51,2394.64,2472.79,2534.22,2584.66,2639.01,2686.76,2731.37,2778.2,2820.24,2850.57,2881.67,2915.51,2965.62
p8,1935.95,2214.63,2348.12,2440.08,2509.82,2572.83,2626.95,2676.28,2717.94,2751.82,2789.85,2830.2,2867.89,2905.52,2952.83
p9,1998.39,2200.16,2308.19,2376.28,2452.97,2531.04,2605.33,2667.4,2715.57,2753.18,2788.7,2827.1,2868.58,2894.84,2929.88
p10,1930.3,2133.23,2252.49,2346.46,2431.07,2504.27,2575.78,2636.59,2693.12,2744.11,2792.35,2837.79,2878.76,2915.06,2985.2
p11,2008.06,2200.29,2338.4,2384.15,2451.69,2476.74,2511.56,2547.56,2581.97,2672.04,2734.32,2752.79,2776.86,2810.19,2891.94
p12,1975.13,2210.9,2347.48,2443.34,2521.17,2584.34,2643.24,2698.25,2747.27,2791.72,2832.13,2867.15,2900.35,2932.88,3006.04
p13,2073.69,2276.02,2338.88,2410.57,2483.75,2526.29,2584.74,2626.29,2689.58,2742.43,2785.37,2852.14,2884.63,2913.66,2976.78
p14,1975.95,2152.4,2306.45,2414.29,2473.74,2537.69,2605.83,2665,2722.12,2746.65,2776.62,2814.26,2844.27,2896.86,2972.35
p15,1991.1,2206.01,2331.64,2425.91,2499.58,2568.43,2625.69,2683.87,2732.78,2778.22,2821.09,2857.61,2892.93,2929.19,2997.56
p16,1971.18,2180.11,2314.31,2420.8,2506.75,2562.17,2618.63,2674.96,2716.83,2752.29,2782.47,2819.79,2853.47,2886.06,2927.56
