r,pshclass1,pshclass2,pshclass3,pshclass4,pshclass5,pshclass6,pshclass7,pshclass8,pshclass9,pshclass10,pshclass11,pshclass12,pshclass13,pshclass14,pshclass15
p1,2932.84,2647.04,1674.36,2143.42,1583.73,914.05,3298.98,1861.1,1897.95,1626.53,2188.49,2212.39,1906.8,2020.31,2110.79
p2,7188.62,6918.65,5644.31,6867.41,5563.24,6458.9,6394.61,6007.08,6094.74,6240.13,6402.09,6057.37,6530.02,6492.56,6285.63
p3,12851.97,12752.06,12334.13,12497.52,12329.88,12402.51,11790.95,12488.81,12030.88,12678.39,11426.72,12269.58,12467.1,12246.32,12884.73
p4,4241.25,2773.48,3941.17,3022.99,3403.27,4318.41,2357.86,3404.23,3860.96,3374.33,3496.6,3846.85,3458.12,3372.74,3770.47
p5,27976.79,25966.02,27698.59,26844.38,27181.45,26189.48,26036.65,27795.31,26799.22,26643.53,26955.96,26491.85,27315.9,26150.3,27661.5
p6,15300,13960.36,13841.86,14251.1,14059.25,14237.94,13356.3,14828.93,13616.7,14132.09,14522.45,13820.82,14022.37,13889.79,14445.94
p7,43400.04,42412.44,41907.87,42505.03,42750.02,41841.78,42647.94,42060.41,42671.11,41905.67,42273.27,42485.48,42383.02,42294.65,42574.97
p8,49295.51,48266.97,46614.55,47959.45,48015.24,47230.41,47758.53,46876.26,47811,46967.76,47757.04,47233.29,47937.27,47227.39,47780.12
p9,132452.27,133313.44,133102.57,132742.16,132950.13,132873.96,133207.81,132840.4,132351.24,132870.11,133078.52,132615.8,133314.89,132925.98,132878.82
p10,166716.81,170191.56,166403.73,169262.08,167620.14,168095.45,167633.01,167062.93,168858.58,167637.68,167253.61,167875.67,168492.5,167688.55,168029.83
p11,13435.19,12949.12,12829.41,12960.85,13168.7,13386.38,12688.08,13488.35,13215.27,11554.24,14146.4,13085.81,12708.64,13007.99,13369.3
p12,426420.38,425073.68,424468.64,425749.77,424430.07,425303.56,425075.39,425255.34,425099.96,424428.83,424899.33,425727.04,424767.53,424761.69,425609.76
p13,16907.7,16484.07,17041.84,16072.04,16821.31,16520.51,16479.25,16017.73,16929.81,15347.75,17046.59,16477.97,16760.42,16560.38,16480.78
p14,11487.69,10522.08,10423.68,10531.87,11093.02,10475.98,10981.96,10578.93,9936.93,10581.68,10946.78,10551.33,10778.5,10589.68,10650.58
p15,96355.7,94332.68,95188.45,94401.61,94886.94,95240.9,95108.3,94616.9,94918.28,94744.7,94845.53,94864.38,95472.63,94289.6,95456.44
p16,55239.2,53906.82,52747.31,53561.25,53450.17,53663.22,53338.93,52635.81,53216.47,53745.99,53362.55,53305.42,52852.15,52856.01,54195.26
p17,64800.8,64052.78,65228.32,64361.17,64322.09,64313.11,63782.15,64612.95,64517.91,64013.16,64249.73,64419.65,63872.35,65075.27,64357.34
p18,23796.57,23470.74,22267.21,23616.59,23520.83,23040.27,22756.45,22462.55,23174.93,23931.8,22643.13,23538.92,22383.46,23621.81,23284.65
p20,2794.21,1016.95,2374.14,2043.08,984.72,2117.06,1655.1,1845.89,2087.71,1587.06,1947.43,1461.05,2282.43,1995.78,1806.15
p21,56044.71,55719.91,55208.2,54739.6,55063.44,55097.85,55470.83,54428.87,55287.43,55809.45,54560.55,55764.74,55269.22,54909.95,55563.84
p22,12254.99,10474.83,11064.77,11853.87,10985.24,10956.93,10357.38,11471.03,11089.6,11492.59,11098.72,10787.74,10921.21,11348.03,11218
p23,1758.97,1768.39,1058.14,1897.91,724.78,2130.98,1229.34,1316,1435.1,2058.55,1476.04,1354.92,1132.68,1579.33,1694.21
p24,13296.99,12514.02,12834.13,11318.09,12434.92,12796.73,12637.65,12483.1,12266.66,12720.43,12383.2,12390.6,11852.85,12660.32,12632.67
p25,264219.59,263167.01,262202.58,263658.33,262876.22,263334.47,262310.68,263257.52,262876.41,263107.54,263284.94,262621.36,263388.31,262689.45,263485.26
p26,46929.85,45318.57,46424.67,45706.64,44859.88,46904.88,45191.92,45836.2,46233.17,45015.93,46487.21,45593.85,46004.85,45777.91,46135.74
p27,80305.82,81485.35,79796.82,78789.9,81187.63,79313.12,80603.01,80118.78,79844.53,80750.22,79893.08,80239.65,79714.61,80180.93,80498.34
p28,127512.53,126166.61,127523.15,125009.56,126384.38,127334.63,126342.27,126281.27,125921.2,125743.03,126886.59,126201.68,126471.16,126375.82,126289.79
p29,11855.78,10216.98,10663.43,10311.75,10273.7,10417.59,9495.39,10028.31,11030.5,10414.33,10602.86,10240.19,9785.14,11135.32,10511.76
p30,1127.36,609.49,602.32,708.49,615.49,802.65,571.09,880.36,0,1224.56,395.25,632.49,742.27,537.47,746.57
p31,98931.75,99212.75,98333.57,98679.15,98489.62,98917.91,97674.26,98368,99401.53,98410.43,98601.66,98498.07,98634.78,97913.5,99144.94
p32,1319.72,732.4,0,764.94,0,628.6,0,698.16,0,620.51,0,729.56,552.37,496.16,440.96
p33,52126.86,51054.07,51025.17,50858.37,51121.91,50828.69,50685.48,51342.29,50290.28,50872.61,51088.06,51328.81,51075.74,50799.79,51264.61
p34,45414.5,44625.95,44318.98,44325.02,44692.99,44301.4,44039.39,44137.62,44196.88,44107.85,44761.47,44392.62,44583.49,44122.21,44647.92
p38,461.03,0,0,0,0,0,0,0,0,0,0,0,0,0,546.38
p47,3817.36,2653.12,2086.79,3519.79,2635.72,2090.24,3047.83,1899.6,3064.29,2825.13,2003.17,3367.68,2661.47,2580.93,3192.86
p56,565.33,0,0,417.82,0,0,0,0,0,0,725.83,0,0,0,467.98
p59,698.79,0,0,0,0,696.85,0,0,0,0,0,681.29,0,0,496.4
p61,59166.95,58604.85,57788.84,58215.64,58036.11,57088.68,59820.21,58064.88,58098.66,58488.74,58182.57,57722.3,58550.6,57563.88,59084.25
p85,629.4,0,0,799.22,0,0,0,916.62,0,0,0,912.64,0,0,700.63
p89,537.8,0,0,0,0,0,0,639.76,0,0,0,0,0,0,622.29
p90,703.34,0,0,0,0,413.39,0,0,0,0,350.26,0,0,0,372.97
p92,3608.88,3700.84,2697.88,3279.05,3977.61,2871.19,3038.47,3419.58,3998.28,3318.7,3330.61,3444.19,3445.1,3297.98,3436.99
p94,3183.8,4375.89,3155.81,3694.47,3411.92,3217.33,3397.1,3192.69,3816.72,3329.33,3487.58,2834.94,4029.27,3507,3486.6
p95,3196.46,1366.83,3390.74,2233.04,2237.24,1879.66,2868.9,1322.51,2644,2314.39,2196.37,2215.07,2598.47,2174.96,2690.26
p97,17986.29,17629.92,18423.46,17845.33,17274.72,18000.94,18082.94,17702.52,17673.78,17774.03,17341.41,18115.35,17875.73,17570.25,18044.16
p99,4558.98,3461.18,3168.95,3041.01,4336.39,3441.95,3546.66,3038.03,3523.05,3167.66,3616.04,3588.94,3226.13,3693.95,3488.03
p109,605.64,1132.09,0,800.32,612.71,866.14,394.87,425.16,1077.49,378.72,488.71,905.16,372.55,820.05,621.01
p110,559.46,787.62,817.74,1064.87,684.41,718.29,420.31,603.12,1123.78,623.49,502.68,1114.72,437.63,753.45,1011.69
p116,3543.38,2205.46,3431.01,2114.75,2586.18,2996.35,2343.51,2163.19,3227.21,2166.25,2675.37,1683.46,2884.06,3019,2847.65
p117,0,0,0,0,0,0,0,394.97,0,0,0,0,0,0,0
p118,8055.06,8149.86,6892.42,7450.48,8253.36,7292.04,7909.98,7292.72,7996.61,7666.45,7499.93,7607.01,7531.03,7492.41,7917.68
p119,1661.77,932.16,415.37,0,931.14,865.53,436.64,633.88,0,818.96,654.68,431.18,852.21,468.7,879.24
p120,1102.35,0,0,0,0,0,0,0,0,0,0,0,0,0,822.73
p121,1554.01,0,0,0,0,0,0,0,0,0,1066.5,0,0,0,400.49
p122,3486.33,3216.08,2455.38,2465.15,1875.71,2616.34,3011.02,1931.68,2805.27,2502.07,2332.59,2541.19,2044.91,2608.98,2742.2
p127,4815.51,2056.05,4447.7,3477.29,2958.24,4062.31,3592.62,3147.75,3743.81,3129.33,3352.21,3232.95,3902.93,3351.68,3625.78
p129,711.61,774.19,1184.08,0,908.87,861.63,865.17,469.47,0,922.29,630.08,1218.44,673.22,0,1347.86
p130,3324.85,2516.67,2394.87,2400.32,3042.06,2292.31,2168.12,2403.05,3231.1,2115.11,2269.22,2593.38,2797.19,2331.28,3165.51
