region,class,sc_point_gid,capacity,supply_curve_cost_per_mw,trans_adder_per_mw,capital_adder_per_mw,dist_spur_km,dist_reinforcement_km
p01001,2,71325,702.984,46995.105,48511.428,-1516.323,1.596,160.264
p01001,2,71326,938.662,39449.074,39955.241,-506.167,0.705,138.173
p01001,2,71327,1129.021,57484.177,48971.304,8512.874,5.665,147.68
p01001,2,71706,832.587,30416.698,38673.12,-8256.422,0.435,153.147
p01001,2,71707,759.081,57567.452,48522.836,9044.615,1.791,151.172
p01001,3,71328,1057.519,88115.865,54880.661,33235.204,2.871,162.705
p01001,3,71708,568.325,126346.757,49314.958,77031.8,2.067,163.387
p01001,3,72086,852.837,57603.96,51115.893,6488.067,2.691,169.005
p01001,3,72087,729.222,62872.997,42765.64,20107.357,1.304,170.442
p01001,3,72088,384.474,166104.112,49352.983,116751.129,5.265,175.557
p01001,3,72466,457.743,68209.441,49160.369,19049.072,2.241,190.165
p01003,2,77019,156.317,70460.935,75463.433,-5002.499,7.087,90.758
p01003,2,77020,1721.013,42839.84,49732.195,-6892.355,2.21,97.429
p01003,2,77399,752.878,37866.184,47009.52,-9143.336,1.552,81.892
p01003,2,77400,2262.595,52113.249,61840.788,-9727.539,4.706,92.289
p01003,2,77779,1009.332,53115.7,50371.615,2744.085,6.034,69.546
p01003,2,77780,1757.564,67605.564,66770.321,835.243,10.869,102.446
p01003,2,78159,884.435,37767.735,39203.574,-1435.839,3.843,63.239
p01003,2,78160,1438.684,138014.395,45716.346,92298.049,1.453,72.125
p01003,2,78161,1840.037,69496.607,69330.953,165.653,10.646,86.589
p01003,2,78540,1290.441,113263.707,34999.995,78263.711,0.0,82.933
p01003,2,78541,1873.91,59215.29,51397.754,7817.536,2.533,89.859
p01003,3,78539,694.918,74760.709,45470.283,29290.426,1.453,83.122
p01003,3,78919,757.897,138649.885,41316.531,97333.354,0.795,48.212
p01003,3,78920,1559.677,115340.112,42614.849,72725.263,1.207,87.6
p01003,3,78921,2106.386,94139.505,70862.818,23276.687,12.061,86.206
p01003,3,78922,1452.829,111090.491,87670.638,23419.853,18.305,86.206
p01003,3,79299,166.797,837879.576,45833.177,792046.399,1.282,52.212
p01003,3,79300,889.189,222774.167,23748.092,199026.075,1.648,74.226
p01003,3,79301,916.694,111267.374,26523.948,84743.426,1.934,86.206
p01003,3,79302,1890.022,96991.876,58357.737,38634.139,8.111,90.16
p01003,3,79679,117.168,763076.207,50025.362,713050.845,4.286,83.581
p01003,3,79680,506.306,221203.188,35758.16,185445.028,3.964,66.278
p01003,3,79681,487.017,201470.556,37293.333,164177.223,4.28,75.291
p01003,3,79682,1173.611,95015.854,33411.693,61604.16,3.386,88.99
p01003,3,80060,291.694,261389.498,50335.688,211053.81,6.997,86.902
p01003,3,80061,667.005,388017.834,41939.894,346077.94,1.012,95.232
p01003,3,80062,1089.789,154016.232,36110.091,117906.141,0.18,106.324
p01003,3,80440,133.221,146774.736,40378.482,106396.254,6.516,95.688
p01003,3,80441,490.699,378701.818,33256.046,345445.772,2.796,97.622
p01003,3,80442,363.044,674934.677,91296.976,583637.701,4.609,113.202
p01005,2,72858,1795.413,99456.235,92325.634,7130.6,19.177,312.554
p01005,2,73238,2032.48,65056.559,61120.955,3935.603,4.218,306.83
p01005,2,73616,1247.025,85772.193,84303.039,1469.154,13.768,287.565
p01005,2,73617,673.978,74048.456,78022.782,-3974.326,12.388,324.471
p01005,2,73618,1645.784,45258.554,42364.325,2894.229,3.988,323.521
p01005,2,73996,1215.274,63494.641,61033.035,2461.606,4.367,302.61
p01005,2,73997,1212.289,83031.565,78688.471,4343.094,13.723,309.331
p01005,2,74376,1227.089,41481.592,31346.572,10135.021,2.443,305.253
p01005,3,73239,1440.447,65099.989,51915.518,13184.471,2.247,319.011
p01005,3,73619,1110.837,124669.098,46770.046,77899.052,1.326,323.105
p01005,3,73998,1287.759,69506.85,71350.032,-1843.182,8.986,324.471
p01005,3,73999,923.876,91812.256,46780.012,45032.244,4.247,333.625
p01005,3,74377,1408.689,62473.775,59990.165,2483.61,4.333,317.056
p01005,3,74378,1312.161,46479.781,47983.145,-1503.364,1.875,328.944
p01005,3,74379,1348.168,54794.969,56361.464,-1566.495,2.775,371.056
p01005,3,74756,1274.945,46314.073,35000.022,11314.051,0.0,304.018
p01005,3,74757,1195.909,47979.389,41473.261,6506.128,0.996,316.411
p01007,2,69423,622.433,42532.501,33151.18,9381.322,2.533,64.455
p01007,2,69802,642.854,47632.419,55574.461,-7942.042,6.332,81.889
p01007,2,69803,844.234,55115.523,53299.625,1815.898,2.294,81.361
p01007,2,69804,968.814,45491.748,37078.885,8412.863,0.255,79.344
p01007,2,70181,224.159,70717.509,84030.355,-13312.846,9.843,100.713
p01007,2,70182,681.787,101124.013,104334.341,-3210.328,18.374,81.889
p01007,2,70183,569.408,98166.673,55794.817,42371.855,2.936,92.781
p01007,2,70184,1260.034,85723.795,76581.397,9142.399,6.922,89.65
p01007,2,70561,195.974,116688.452,128877.005,-12188.552,20.15,100.713
p01007,2,70562,466.036,123438.746,127092.417,-3653.671,20.261,92.781
p01007,2,70563,448.199,105068.531,107792.17,-2723.639,13.905,93.253
p01007,2,70564,962.482,103747.639,103959.043,-211.404,13.453,99.276
p01009,2,65247,311.23,56826.17,37149.202,19676.968,0.217,110.254
p01009,2,65626,420.099,81403.709,46225.01,35178.699,4.805,87.748
p01009,2,65627,416.034,107174.825,70225.49,36949.335,6.62,112.387
p01009,2,65628,323.661,95464.918,65567.681,29897.237,5.357,110.431
p01009,2,66006,250.818,82327.98,47770.349,34557.631,1.499,79.759
p01009,2,66007,262.824,113837.388,78382.415,35454.973,11.727,85.017
p01009,2,66385,272.496,91906.175,55425.452,36480.723,6.819,77.798
