year,NE,MA,ENC,WNC,SA,ESC,WSC,MTN,PA
2010,0.42,0.89,0.326,0.124,1.544,0.567,2.049,0.641,0.989
2011,0.456,0.965,0.395,0.117,1.671,0.639,2.188,0.567,0.766
2012,0.44768,1.15412,0.6556,0.17066,2.04285,0.7973,2.33724,0.66283,1.04455
2013,0.37155,1.06634,0.4753,0.13982,1.88271,0.62896,2.07546,0.65072,1.06898
2014,0.34175,1.13148,0.48286,0.10807,1.89625,0.67191,2.02567,0.64891,1.07373
2015,0.39761,1.23645,0.71331,0.14716,2.3301,0.87542,2.43411,0.75092,1.08443
2016,0.39318,1.3445,0.91214,0.19192,2.46983,0.9619,2.35184,0.76576,0.91791
2017,0.37141,1.19616,0.81026,0.17219,2.47589,0.9109,2.06317,0.69033,0.8409
2018,0.400312,1.294711,1.007672,0.195773,2.525427,0.998826,2.684061,0.763962,0.873542
2019,0.370473,1.403885,1.02483,0.167536,2.616668,0.970932,2.669398,0.796094,0.830183
2020,0.35901,1.620292,1.08467,0.156435,2.728178,1.010413,2.71036,0.821864,0.839076
2021,0.367025,1.709323,1.154162,0.145679,2.606097,0.932225,2.749858,0.732636,0.860205
2022,0.370031,1.770205,1.308749,0.151273,2.515645,0.909297,2.79921,0.719889,0.833317
2023,0.346858,1.778701,1.480296,0.157698,2.415569,0.836953,2.79739,0.726442,0.791648
2024,0.334113,1.725232,1.61991,0.160616,2.381933,0.836806,2.702786,0.75523,0.674803
2025,0.315422,1.700168,1.691485,0.171336,2.461008,0.825142,2.755995,0.771474,0.688447
2026,0.301751,1.703546,1.721339,0.175257,2.475338,0.843082,2.797727,0.820649,0.694047
2027,0.290721,1.71446,1.743037,0.169672,2.450584,0.84623,2.906284,0.830224,0.642339
2028,0.273343,1.697847,1.756965,0.172291,2.461242,0.840374,2.975654,0.858337,0.628378
2029,0.27732,1.653611,1.773434,0.170311,2.387922,0.85169,2.938017,0.859549,0.602598
2030,0.267245,1.597638,1.769818,0.173136,2.377488,0.829909,3.000079,0.851522,0.566902
2031,0.310201,1.559886,1.791354,0.171388,2.409147,0.82492,3.03318,0.893499,0.561942
2032,0.297771,1.677945,1.823316,0.16847,2.422246,0.905662,3.096525,0.896744,0.584937
2033,0.299387,1.663054,1.834524,0.165934,2.436385,0.898243,3.116399,0.907737,0.562103
2034,0.309324,1.632921,1.861331,0.176144,2.420729,0.932217,3.142917,0.900394,0.562786
2035,0.29276,1.663056,1.885702,0.177323,2.415423,0.902253,3.16631,0.89854,0.566814
2036,0.295579,1.628229,1.91807,0.181625,2.392626,0.938352,3.189524,0.894722,0.519405
2037,0.293321,1.620677,1.963567,0.192015,2.338718,0.966333,3.209983,0.870344,0.546176
2038,0.299186,1.588969,2.011203,0.193195,2.304862,0.979992,3.203385,0.863014,0.537802
2039,0.300773,1.589149,2.00932,0.189524,2.320549,0.940884,3.182485,0.870484,0.555376
2040,0.300928,1.637202,1.994502,0.192451,2.323639,0.938699,3.224055,0.881234,0.562699
2041,0.331015,1.625479,2.017356,0.190058,2.307259,0.866794,3.266064,0.907484,0.555008
2042,0.316355,1.623556,2.063978,0.190632,2.291572,0.885484,3.319351,0.927393,0.56551
2043,0.321324,1.626927,2.067286,0.198567,2.240438,0.898853,3.333924,0.943843,0.565747
2044,0.32898,1.630482,2.082057,0.203406,2.277496,0.905077,3.341395,0.955311,0.576137
2045,0.333439,1.653338,2.079394,0.197187,2.265899,0.936874,3.375906,0.965509,0.58672
2046,0.343801,1.658602,2.07743,0.19901,2.272642,0.934357,3.358502,0.958191,0.606501
2047,0.347289,1.65923,2.068581,0.186888,2.285762,0.932076,3.341832,0.957925,0.608027
2048,0.344855,1.684133,2.085336,0.188936,2.299155,0.954877,3.345917,0.966065,0.616983
2049,0.344724,1.697575,2.072276,0.188618,2.360667,0.97008,3.268799,0.962639,0.628151
2050,0.342091,1.710004,2.084697,0.19303,2.390105,0.99458,3.248238,0.959037,0.631456
