year,NE,MA,ENC,WNC,SA,ESC,WSC,MTN,PA
2010,7.254022839,7.296905121,6.619741716,7.220283525,8.071019659,6.408418159,6.17430453,6.73516352,6.462048271
2011,6.512955062,6.704334968,5.988900482,6.710142049,7.106759955,5.634676031,5.621728827,6.309847915,6.089580856
2012,4.785045081,4.593918388,4.031404624,4.515513278,5.362398399,3.89411839,3.814678938,4.492850642,4.650872048
2013,7.531933862,5.808286039,5.269445079,5.804202108,6.056879108,5.065083145,4.958719009,5.62619107,5.570066919
2014,8.186418578,6.301208804,6.442909545,6.906918787,6.738007505,5.784351523,5.73372937,6.099062163,6.210729589
2015,5.287712488,3.594435715,3.480682938,4.133926504,4.86341651,3.577200704,3.46307524,3.998814787,4.031247202
2016,4.806153933,3.417760704,3.364793019,3.267776851,4.214270494,3.126378192,2.891618367,3.308831191,3.423379194
2017,4.999383429,3.883245859,3.968796936,4.172463461,4.548750041,3.790405833,3.56084764,3.916442785,3.910755611
2018,5.490397848,3.947354124,3.811708854,4.046354284,4.381288283,3.758426256,3.533045491,4.025154942,4.030401773
2019,5.112507766,3.332110171,2.869852701,3.129800793,3.826569062,3.07335447,2.661432605,3.31938752,3.49969717
2020,4.569274515,2.728053484,2.271868716,2.664482157,3.300639817,2.587141565,2.215244778,2.909860469,3.085398521
2021,7.41965076,4.97011248,4.86566784,5.28217524,6.1920126,5.54604948,5.0796126,5.87752308,6.2665974
2022,8.335512,5.764782,6.289096,7.121054,7.975896,7.385187,6.871352,7.296973,7.50605
2023,6.264496,4.775036,4.737991,4.904904,5.751236,5.111089,4.585498,5.130088,5.106378
2024,4.667513,3.713414,3.650828,3.822969,4.545685,3.927958,3.460164,3.988934,3.894965
2025,3.792009,3.128483,3.093338,3.293304,3.963094,3.349671,2.935345,3.427662,3.433308
2026,3.096217,2.738202,2.783703,3.015167,3.561762,3.003823,2.643772,3.162569,3.212006
2027,2.743373,2.506775,2.610604,2.880163,3.326975,2.842243,2.523217,2.992285,3.020594
2028,2.568799,2.359876,2.521249,2.667128,3.186194,2.743173,2.471957,2.913741,2.96571
2029,2.642757,2.398751,2.571409,2.698899,3.209596,2.792022,2.513328,2.88477,2.93603
2030,2.820677,2.399597,2.594927,2.773508,3.271268,2.860831,2.616809,3.001502,3.026502
2031,2.831078,2.428467,2.687971,2.867895,3.377957,2.981458,2.75662,3.132992,3.101371
2032,2.927299,2.459232,2.742608,2.965772,3.469411,3.080561,2.881675,3.268645,3.202971
2033,2.854083,2.471838,2.768556,3.045159,3.572864,3.204013,2.995042,3.354263,3.261777
2034,2.996028,2.467479,2.719951,3.029478,3.560909,3.163378,2.952709,3.299999,3.265246
2035,3.017485,2.485497,2.67271,3.051855,3.585225,3.170303,2.963984,3.287593,3.246768
2036,2.945943,2.461514,2.657525,3.050234,3.581397,3.151036,2.933581,3.27743,3.236876
2037,3.055769,2.515285,2.680943,3.066206,3.606004,3.15711,2.92211,3.288228,3.220642
2038,3.132951,2.550968,2.726869,3.111265,3.644009,3.211144,2.952675,3.36894,3.18658
2039,3.175226,2.551472,2.736724,3.096908,3.61496,3.200227,2.942791,3.344298,3.098051
2040,3.187366,2.537154,2.746766,3.148762,3.664401,3.239599,3.001496,3.44908,3.223347
2041,3.138763,2.522159,2.721535,3.176383,3.659496,3.263091,3.020883,3.451127,3.243899
2042,3.155247,2.516264,2.691384,3.175348,3.644848,3.236653,2.984807,3.447298,3.23084
2043,3.133455,2.483737,2.646098,3.14356,3.614261,3.206888,2.940549,3.459749,3.192569
2044,3.030737,2.452481,2.632752,3.141205,3.617012,3.217957,2.947701,3.5047,3.209046
2045,3.053465,2.430056,2.594021,3.089114,3.58581,3.165094,2.906031,3.462365,3.176212
2046,3.055674,2.416504,2.567769,3.079568,3.551434,3.138617,2.886255,3.497965,3.220326
2047,3.065563,2.40404,2.543906,3.067466,3.555176,3.13667,2.882709,3.496337,3.248628
2048,2.952746,2.368247,2.542724,3.071799,3.562545,3.157641,2.911675,3.528552,3.256435
2049,2.94491,2.365337,2.490885,3.026026,3.497939,3.086339,2.858459,3.497436,3.273947
2050,2.745981,2.289692,2.4608,2.968234,3.442903,3.051196,2.82423,3.495311,3.285128
