t,NE,MA,ENC,WNC,SA,ESC,WSC,MTN,PA
2010,4.683876247,4.711565062,4.274324974,4.662090987,5.211405879,4.137874702,3.986709026,4.348852096,4.172503323
2011,2.927163156,3.139824577,2.713908869,3.215775138,3.269097463,2.200280716,2.394996375,2.715813595,2.732003944
2012,1.60568495,1.539768008,1.171484004,1.557710894,1.87262954,0.770146232,1.005573643,1.280376126,1.538252509
2013,3.546416524,2.465455973,2.147142229,2.536507124,2.475824498,1.757503199,1.895343174,2.147623015,2.255814285
2014,3.981166981,2.77147822,2.900041809,3.264085536,2.910622139,2.192987908,2.397177206,2.451128906,2.665740095
2015,1.866609291,0.79368367,0.711922579,1.236132389,1.415156095,0.429196601,0.681535094,0.824554305,1.041525885
2016,1.511995405,0.618041658,0.53891035,0.605065278,0.927490231,0.03958865,0.273632215,0.325044505,0.635908365
2017,1.752855963,1.045269589,1.060862954,1.305793637,1.247641786,0.604537224,0.835410413,0.863670099,1.070924186
2018,1.891368596,0.908357826,0.743503088,1.046700982,0.967476208,0.3663746,0.600744148,0.729693446,0.977735258
2019,1.478997825,0.808910274,0.613537205,0.909766017,0.821348132,0.265293083,0.504090879,0.625747305,0.881109299
2020,1.384230835,0.780419408,0.618195368,0.935253265,0.838917953,0.279300077,0.533843878,0.689143427,0.953517749
2021,1.283940017,0.731694687,0.590492987,0.91758522,0.814982054,0.288763754,0.521252889,0.703213904,0.956184383
2022,1.312296414,0.753210976,0.596595869,0.967821522,0.841489811,0.321246935,0.551355336,0.758987633,0.999996921
2023,1.446776324,0.879273671,0.697784903,1.130650166,0.984671482,0.482307805,0.701096764,0.9125681,1.131994409
2024,1.649757034,1.042161272,0.871078764,1.353889765,1.184195384,0.686970449,0.906870103,1.11152793,1.257948108
2025,1.744595034,1.148963814,0.991533666,1.510686537,1.325498368,0.835728153,1.05970819,1.259494996,1.430666634
2026,1.753235705,1.151623749,1.013261091,1.551685142,1.347105415,0.855102529,1.090456482,1.303820875,1.494327795
2027,1.740009841,1.135734805,1.020842749,1.560552975,1.346887827,0.860744379,1.098993041,1.293337057,1.465526266
2028,1.777828834,1.161589594,1.062003692,1.620801611,1.394850472,0.91813205,1.154903452,1.351679201,1.508275518
2029,1.804378766,1.166534686,1.085688354,1.640455758,1.417333274,0.940047828,1.178861243,1.365100069,1.522811237
2030,1.866107767,1.204599205,1.123292364,1.695708773,1.460241839,0.989430799,1.22334038,1.413116068,1.539803329
2031,1.792318458,1.177119546,1.091273901,1.659592018,1.431403644,0.96106206,1.192741931,1.37930156,1.520150623
2032,1.880634065,1.248281209,1.147367274,1.72708431,1.503249143,1.007159408,1.258561917,1.445891701,1.582948177
2033,1.920027396,1.286700457,1.182294635,1.754222888,1.53678768,1.046459318,1.298602443,1.492906302,1.640341616
2034,1.919136735,1.300845279,1.197878887,1.798595497,1.555450985,1.054674612,1.32603537,1.536249963,1.676024058
2035,1.969005522,1.319312735,1.213061118,1.825942715,1.576100593,1.084266089,1.353821475,1.569531264,1.71666383
2036,2.016906471,1.372313992,1.268297018,1.905982698,1.630643893,1.129845815,1.419211276,1.624186846,1.759324807
2037,2.048965783,1.382584054,1.268661646,1.930323464,1.622095704,1.121586327,1.423199793,1.64136423,1.755811515
2038,2.041339096,1.385708407,1.260888701,1.938351145,1.616450352,1.116130749,1.427032719,1.663311775,1.790338102
2039,2.062615408,1.407081618,1.275732915,1.944104298,1.630277629,1.133210892,1.446013165,1.683203244,1.811146936
2040,2.100992413,1.440003511,1.311260414,1.994184376,1.663184394,1.17196763,1.486450395,1.73060568,1.867343299
2041,2.093733482,1.432338589,1.294873119,1.959271077,1.639277003,1.17651857,1.46224374,1.706167564,1.857564114
2042,2.133855443,1.4465397,1.298171892,1.981162373,1.661606277,1.183525613,1.481115012,1.68276969,1.884709629
2043,2.190658632,1.487973985,1.339495072,2.043173729,1.709147032,1.217462935,1.525375566,1.735421923,1.934450086
2044,2.248922955,1.530535009,1.381959373,2.117169784,1.747305253,1.268000034,1.578589962,1.802294436,2.016490491
2045,2.306213565,1.567639669,1.419082285,2.12796491,1.793144204,1.298596799,1.612361915,1.84846591,2.083270995
2046,2.366355582,1.605649595,1.451952665,2.173847338,1.818599064,1.333141773,1.649621423,1.913260428,2.152468074
2047,2.421151521,1.655447727,1.506565209,2.191604199,1.873085375,1.381233233,1.706262177,2.026326341,2.239607498
2048,2.518839601,1.729722633,1.585748488,2.291311514,1.967903835,1.460082227,1.801159709,2.148787413,2.368491948
2049,2.614489693,1.801154372,1.651393266,2.353785073,2.032896877,1.517198931,1.868148549,2.202432677,2.453545953
2050,2.681132895,1.853823134,1.700967789,2.419827289,2.089445266,1.558605625,1.917224542,2.304785556,2.523638118
