year,NE,MA,ENC,WNC,SA,ESC,WSC,MTN,PA
2010,6.415174607,6.453098023,5.854241144,6.385336875,7.1376947,5.66735484,5.460313886,5.956315682,5.714783218
2011,5.759803196,5.929052113,5.296349785,5.934187669,6.284941062,4.983087509,4.971637507,5.580183165,5.385387577
2012,4.231707065,4.06268208,3.565216866,3.993343661,4.7422958,3.443806281,3.373553131,3.973301711,4.113049673
2013,6.660948266,5.136621422,4.660091513,5.133009753,5.356467427,4.479361796,4.385297507,4.97558374,4.925949732
2014,7.239748999,5.572543072,5.697857675,6.108209335,5.958830791,5.11545467,5.070686414,5.393772474,5.492526786
2015,4.676246496,3.178778622,3.078180108,3.655883215,4.301015697,3.163536652,3.062608546,3.536395687,3.565077648
2016,4.250374909,3.02253414,2.975691587,2.889894275,3.726936303,2.764846822,2.557234397,2.926201131,3.027502913
2017,4.421259532,3.434191039,3.509849072,3.689963795,4.022736956,3.352086945,3.14907464,3.463549104,3.45851959
2018,4.855493516,3.490885886,3.370926505,3.578437762,3.874640316,3.323805455,3.124487505,3.559689892,3.564329984
2019,4.52130228,2.946788152,2.537985692,2.767873636,3.384068292,2.717954712,2.353667096,2.935536736,3.094995552
2020,4.040888,2.412584,2.009152,2.356364,2.918957,2.287967,1.959076,2.573367,2.728606
2021,4.648759,3.52796,3.163412,3.404992,4.150479,3.586091,3.203265,3.667867,3.724234
2022,5.03413,3.913972,3.719754,3.937979,4.56171,4.037446,3.672862,4.069926,4.038528
2023,4.493624,3.906584,3.754147,4.031595,4.531875,4.022607,3.702473,4.119265,4.128531
2024,4.253524,3.817904,3.70969,3.960626,4.499064,4.011439,3.671196,4.008052,3.995911
2025,4.433316,3.993082,3.953344,4.339636,4.831838,4.397406,4.047211,4.425756,4.374252
2026,4.709661,4.244997,4.223269,4.628089,5.051151,4.652874,4.392352,4.825786,4.778865
2027,4.993022,4.462192,4.492185,4.908729,5.179231,4.825109,4.596107,5.107955,5.032479
2028,5.249305,4.563883,4.601388,5.045593,5.253785,4.890167,4.714837,5.299802,5.243957
2029,5.206097,4.667864,4.738363,5.185503,5.362865,4.971265,4.835699,5.474335,5.369355
2030,5.24977,4.734696,4.876416,5.344788,5.449985,5.115584,4.991104,5.647214,5.530973
2031,5.267528,4.870883,5.028449,5.47432,5.595768,5.232804,5.122345,5.836616,5.462318
2032,5.402285,5.015913,5.209515,5.622945,5.741394,5.348303,5.248682,5.993851,5.583835
2033,5.558451,5.157021,5.384779,5.788545,5.900578,5.486796,5.408616,6.207157,5.731416
2034,5.662394,5.226769,5.498389,5.875244,6.002614,5.553407,5.493658,6.339783,5.853528
2035,5.644671,5.148995,5.568618,5.9282,6.042367,5.599174,5.536404,6.422693,5.920915
2036,5.672525,5.152052,5.629639,5.976632,6.111276,5.670228,5.612053,6.533116,6.027972
2037,5.723426,5.169236,5.691442,6.048528,6.158849,5.739183,5.680326,6.565765,6.099822
2038,5.85804,5.25546,5.77442,6.168634,6.15827,5.807587,5.778301,6.712009,6.259068
2039,5.994928,5.361726,5.857494,6.274818,6.26517,5.91524,5.867462,6.831355,6.398042
2040,6.041574,5.43084,5.891365,6.347321,6.329407,5.982114,5.928276,6.9351,6.49428
2041,6.164933,5.518763,5.922606,6.373878,6.353084,5.967105,5.94765,6.966561,6.539057
2042,6.246196,5.581807,6.019188,6.459935,6.435955,6.042938,6.019721,7.09997,6.654016
2043,6.278426,5.626225,6.033237,6.47497,6.440512,6.064065,6.034535,7.157948,6.763197
2044,6.30615,5.701924,6.147367,6.603312,6.520726,6.141181,6.162281,7.374724,6.925174
2045,6.373954,5.735651,6.169327,6.584352,6.530656,6.188117,6.21932,7.399304,7.014788
2046,6.381048,5.762803,6.251417,6.580644,6.664103,6.203125,6.281786,7.509105,7.112647
2047,6.425552,5.827859,6.329036,6.590545,6.73014,6.2737,6.338377,7.618669,7.264932
2048,6.470438,5.899412,6.410372,6.709532,6.832685,6.34002,6.428057,7.735187,7.357672
2049,6.502208,5.901043,6.425623,6.707501,6.857619,6.356386,6.459311,7.761683,7.422558
2050,6.615052,6.014291,6.52115,6.838644,6.944657,6.390405,6.607866,7.923154,7.564322
