year,NE,MA,ENC,WNC,SA,ESC,WSC,MTN,PA
2010,6.716687814,6.75639363,6.129390478,6.685447708,7.473166351,5.933720518,5.716948639,6.236262519,5.983378029
2011,6.030513947,6.207717563,5.545278224,6.21309449,6.580333292,5.217292621,5.205304469,5.842451774,5.638500793
2012,4.430597297,4.253628137,3.732782059,4.181030813,4.965183702,3.605665176,3.532110128,4.160046891,4.306363007
2013,6.974012835,5.378042629,4.879115814,5.374261211,5.608221396,4.689891801,4.59140649,5.209436176,5.157469369
2014,7.580017202,5.834452596,5.965656986,6.395295174,6.238895838,5.35588104,5.309008676,5.64727978,5.750675545
2015,4.896030081,3.328181217,3.222854573,3.827709726,4.503163435,3.312222874,3.206551148,3.702606284,3.732636298
2016,4.45014253,3.164593245,3.115549091,3.025719306,3.902102309,2.894794622,2.677424413,3.063732584,3.16979555
2017,4.62905873,3.595598018,3.674811978,3.863392094,4.211805593,3.509635031,3.297081148,3.626335912,3.62107001
2018,5.083701711,3.654957522,3.52936005,3.746624337,4.05674841,3.480024311,3.271338418,3.726995316,3.731853494
2019,4.733803487,3.085287195,2.65727102,2.897963697,3.543119502,2.845698583,2.46428945,3.073506963,3.240460343
2020,4.230809736,2.525975448,2.103582144,2.467113108,3.056147979,2.395501449,2.051152572,2.694315249,2.856850482
2021,6.835502,4.525399,4.492452,4.895096,5.772297,5.178502,4.701846,5.486056,5.780895
2022,4.988521,3.785182,3.615216,3.90798,4.529773,3.999731,3.663401,4.274894,4.391762
2023,4.597235,3.545581,3.380356,3.718514,4.25642,3.711509,3.415016,4.065331,4.182692
2024,4.060102,3.239356,3.160661,3.449512,3.960189,3.464231,3.143205,3.718738,3.814965
2025,3.637986,3.037418,3.011486,3.298762,3.77422,3.30283,2.986348,3.558197,3.728098
2026,3.453452,2.952439,3.02258,3.270596,3.756116,3.29563,2.998434,3.619375,3.845823
2027,3.328917,2.947108,3.157069,3.424574,3.846275,3.388629,3.157256,3.765227,3.97687
2028,3.390298,2.983885,3.319036,3.619299,3.984769,3.579185,3.348721,3.959045,4.130857
2029,3.42703,3.027673,3.411583,3.707303,4.019134,3.695506,3.454601,4.108975,4.265837
2030,3.524672,3.115717,3.456918,3.821714,4.093107,3.767197,3.556672,4.200751,4.349027
2031,3.643366,3.115709,3.520978,3.916067,4.154446,3.846864,3.652512,4.260202,4.212795
2032,3.657269,3.130379,3.52511,3.949605,4.178987,3.858019,3.681123,4.342225,4.190884
2033,3.721418,3.235163,3.571716,4.020966,4.228987,3.924326,3.73624,4.411919,4.26097
2034,3.741991,3.248471,3.491025,3.983603,4.173585,3.907975,3.726556,4.426871,4.267801
2035,3.68067,3.155894,3.41956,3.984655,4.16081,3.896029,3.71188,4.402354,4.23854
2036,3.661041,3.125749,3.396458,3.985727,4.137943,3.904293,3.715693,4.411024,4.265743
2037,3.664228,3.137328,3.380131,3.983957,4.157394,3.921887,3.723582,4.407473,4.292616
2038,3.696314,3.132749,3.383735,4.004976,4.184252,3.949058,3.737873,4.426501,4.301049
2039,3.7196,3.126589,3.3728,4.000896,4.191122,3.94921,3.731398,4.441397,4.31042
2040,3.740167,3.140624,3.406334,4.045305,4.23641,3.990879,3.763727,4.480473,4.346971
2041,3.703448,3.095162,3.388239,4.045173,4.266919,3.999631,3.761607,4.501604,4.376409
2042,3.68425,3.081056,3.369394,4.03632,4.246468,3.978745,3.741818,4.492259,4.319363
2043,3.681595,3.051652,3.349486,4.04234,4.238985,3.98569,3.74524,4.508434,4.317181
2044,3.546359,3.010233,3.297768,3.991528,4.18163,3.920348,3.685325,4.535688,4.306354
2045,3.554521,3.000312,3.272768,3.98814,4.166679,3.888035,3.673072,4.553664,4.339549
2046,3.556693,2.988046,3.256875,3.987629,4.174084,3.882192,3.659185,4.573921,4.370533
2047,3.564756,2.968983,3.230502,3.974303,4.165568,3.870797,3.652921,4.593343,4.427144
2048,3.572619,2.97284,3.22651,4.010561,4.171139,3.899466,3.680622,4.630776,4.451207
2049,3.606233,2.973761,3.198705,3.976816,4.168992,3.85129,3.658133,4.626049,4.374147
2050,3.602793,2.955543,3.188333,3.987198,4.171726,3.851587,3.650881,4.604418,4.391159
