year,NE,MA,ENC,WNC,SA,ESC,WSC,MTN,PA
2010,6.716687814,6.75639363,6.129390478,6.685447708,7.473166351,5.933720518,5.716948639,6.236262519,5.983378029
2011,6.030513947,6.207717563,5.545278224,6.21309449,6.580333292,5.217292621,5.205304469,5.842451774,5.638500793
2012,4.430597297,4.253628137,3.732782059,4.181030813,4.965183702,3.605665176,3.532110128,4.160046891,4.306363007
2013,6.974012835,5.378042629,4.879115814,5.374261211,5.608221396,4.689891801,4.59140649,5.209436176,5.157469369
2014,7.580017202,5.834452596,5.965656986,6.395295174,6.238895838,5.35588104,5.309008676,5.64727978,5.750675545
2015,4.896030081,3.328181217,3.222854573,3.827709726,4.503163435,3.312222874,3.206551148,3.702606284,3.732636298
2016,4.45014253,3.164593245,3.115549091,3.025719306,3.902102309,2.894794622,2.677424413,3.063732584,3.16979555
2017,4.62905873,3.595598018,3.674811978,3.863392094,4.211805593,3.509635031,3.297081148,3.626335912,3.62107001
2018,5.083701711,3.654957522,3.52936005,3.746624337,4.05674841,3.480024311,3.271338418,3.726995316,3.731853494
2019,4.733803487,3.085287195,2.65727102,2.897963697,3.543119502,2.845698583,2.46428945,3.073506963,3.240460343
2020,4.230809736,2.525975448,2.103582144,2.467113108,3.056147979,2.395501449,2.051152572,2.694315249,2.856850482
2021,6.870047,4.601956,4.505248,4.890903,5.733345,5.135231,4.703345,5.442151,5.802405
2022,4.722863,3.518101,3.359597,3.676238,4.263716,3.745468,3.40783,4.033664,4.152707
2023,4.191202,3.126319,2.98393,3.359117,3.863324,3.341974,3.033166,3.688039,3.818427
2024,3.662386,2.778644,2.713965,3.036988,3.53085,2.992042,2.676336,3.29041,3.428336
2025,3.017819,2.549137,2.550242,2.930138,3.346811,2.810449,2.513134,3.179315,3.39246
2026,2.891659,2.442631,2.524889,2.898398,3.263344,2.764329,2.475425,3.179302,3.434773
2027,2.860127,2.438216,2.56268,2.950529,3.302303,2.822537,2.551074,3.232292,3.482694
2028,2.974311,2.457789,2.701962,3.12144,3.437775,3.013177,2.705335,3.343879,3.573568
2029,2.904209,2.482841,2.771082,3.163678,3.428842,3.080842,2.783273,3.424,3.572106
2030,2.902514,2.498907,2.806755,3.233152,3.479884,3.152275,2.861294,3.490939,3.603644
2031,2.931006,2.51101,2.81321,3.274959,3.525818,3.181664,2.889214,3.520275,3.417484
2032,2.969445,2.523972,2.782584,3.294686,3.536491,3.204453,2.889693,3.557025,3.446451
2033,3.236615,2.723568,2.824612,3.423086,3.61108,3.309464,2.991504,3.655309,3.538229
2034,3.232519,2.697286,2.785864,3.413236,3.615962,3.312198,2.985801,3.680218,3.570003
2035,3.170168,2.606945,2.730132,3.390502,3.574864,3.260025,2.953572,3.65907,3.563392
2036,3.1443,2.547374,2.700423,3.377352,3.567155,3.239806,2.939695,3.664262,3.591413
2037,3.162429,2.544136,2.66792,3.344566,3.556067,3.230582,2.924032,3.635739,3.546366
2038,3.151655,2.510122,2.626748,3.313584,3.536017,3.207466,2.895734,3.61969,3.495146
2039,3.261416,2.522816,2.616713,3.318594,3.54853,3.224334,2.907994,3.655661,3.541671
2040,3.251584,2.49918,2.590116,3.293781,3.531831,3.199792,2.892776,3.597719,3.473567
2041,3.322029,2.495157,2.55817,3.259737,3.5032,3.162353,2.850027,3.576756,3.458353
2042,3.291513,2.449011,2.497179,3.200644,3.442604,3.100034,2.782299,3.539976,3.444865
2043,3.302465,2.430046,2.46152,3.180655,3.439433,3.08932,2.759809,3.524011,3.438382
2044,3.275938,2.428435,2.451344,3.168292,3.41015,3.076461,2.743273,3.55315,3.382941
2045,3.312384,2.451502,2.448405,3.179368,3.40354,3.062946,2.734744,3.513473,3.389328
2046,3.059695,2.338612,2.435345,3.171982,3.432199,3.05947,2.712709,3.53806,3.388555
2047,2.968199,2.26419,2.409598,3.148325,3.529445,3.015479,2.670821,3.562233,3.417769
2048,2.899776,2.221335,2.383617,3.154769,3.376642,3.029068,2.678061,3.59393,3.433696
2049,2.829046,2.167947,2.37512,3.161504,3.382588,3.034218,2.675817,3.619025,3.415293
2050,2.847085,2.139007,2.367437,3.180865,3.39555,3.044525,2.680648,3.628305,3.501263
