year,NE,MA,ENC,WNC,SA,ESC,WSC,MTN,PA
2010,0.85818,2.64274,3.35827,1.549812,2.864664,1.354117,5.379282,4.756302,2.707125
2011,0.915348,2.719853,3.525401,1.555518,2.934925,1.416257,5.529355,4.79351,2.54856
2012,0.879083,2.770951,3.547677,1.491081,3.280124,1.540446,5.730931,4.903691,2.803605
2013,0.859505,2.891799,3.818099,1.645916,3.261053,1.455897,5.577358,4.972179,2.896845
2014,0.857731,3.120449,4.045156,1.68047,3.326574,1.544663,5.646739,5.000559,2.784841
2015,0.905922,3.099138,3.886718,1.574979,3.663951,1.696394,5.951674,5.255469,2.76397
2016,0.872088,3.099194,3.971965,1.614484,3.788798,1.762697,5.982803,5.209594,2.638063
2017,0.762065,3.062576,3.706158,1.590316,3.431695,1.749506,5.917588,1.464929,2.82729
2018,0.788698,3.189748,4.009,1.581211,3.642339,1.769707,6.305346,1.601383,2.913818
2019,0.837555,3.274631,4.159197,1.606798,4.190887,1.88818,6.538798,1.613903,3.01808
2020,0.85576,3.352758,4.138118,1.685835,4.114385,1.843836,6.685115,1.545413,2.783896
2021,0.864865,3.448857,4.208597,1.69277,4.324776,1.941333,6.99775,1.521274,2.812574
2022,0.882252,3.549169,4.334184,1.68749,4.417966,1.988108,7.194519,1.537187,2.87839
2023,0.882217,3.601884,4.518855,1.734667,4.50415,2.015876,7.423193,1.553735,2.90033
2024,0.883761,3.600874,4.647497,1.759848,4.596968,1.99786,7.556583,1.575396,2.783525
2025,0.875066,3.620928,4.715465,1.766147,4.691306,2.003668,7.645435,1.599642,2.808366
2026,0.888279,3.619962,4.765027,1.773441,4.649374,2.018941,7.76199,1.654392,2.905276
2027,0.889565,3.634025,4.823889,1.788212,4.649367,2.013458,7.813478,1.664467,2.883265
2028,0.885204,3.619612,4.882265,1.813594,4.695469,2.019432,7.915349,1.681874,2.846314
2029,0.872354,3.631937,4.912291,1.812918,4.760001,2.036277,8.00209,1.693131,2.842218
2030,0.893588,3.62776,4.983858,1.819981,4.794355,2.038017,8.105125,1.710415,2.822073
2031,0.926673,3.619117,5.206775,1.816915,4.813908,2.077685,8.175529,1.709401,2.847168
2032,0.923945,3.630869,5.27544,1.83288,4.894589,2.098635,8.208402,1.738446,2.856482
2033,0.935588,3.662079,5.326368,1.860417,4.997484,2.138779,8.3096,1.749205,2.842091
2034,0.939246,3.677068,5.433462,1.859101,5.031382,2.192689,8.328527,1.779743,2.859823
2035,0.938448,3.703915,5.529496,1.87582,5.100076,2.223468,8.45962,1.791065,2.890086
2036,0.937338,3.723953,5.615197,1.889459,5.146394,2.281138,8.50845,1.827175,2.914092
2037,0.930376,3.74657,5.737679,1.901207,5.207816,2.292766,8.57344,1.843926,2.924405
2038,0.935555,3.787597,5.844266,1.907633,5.212314,2.328086,8.647463,1.875304,2.945562
2039,0.932285,3.820008,5.970232,1.925562,5.234583,2.35389,8.71694,1.889024,2.970655
2040,0.930967,3.845451,6.051943,1.934261,5.26765,2.396626,8.743645,1.920499,2.980277
2041,0.94607,3.868367,6.158427,1.947845,5.293736,2.44033,8.768722,1.937589,2.981858
2042,0.946956,3.914413,6.196743,1.965111,5.283225,2.499743,8.821273,1.964163,3.029291
2043,0.951301,3.936967,6.232561,1.975244,5.325362,2.527486,8.922943,2.046318,3.024985
2044,0.961832,3.940331,6.279508,1.986259,5.397178,2.565898,9.032683,2.045305,3.077658
2045,0.962848,3.948814,6.367852,2.002925,5.456917,2.623646,9.105724,2.113345,3.030251
2046,0.96305,3.958017,6.42875,2.016946,5.529019,2.676828,9.199084,2.128771,3.044773
2047,0.962448,4.012515,6.464714,2.040474,5.616299,2.719968,9.330146,2.146695,3.084736
2048,0.974936,4.035563,6.548401,2.050526,5.689115,2.777906,9.424345,2.171183,3.113113
2049,0.977466,4.074171,6.57713,2.081524,5.781894,2.799004,9.520201,2.205216,3.182132
2050,0.987388,4.084242,6.698227,2.089948,5.85535,2.831112,9.597825,2.272713,3.160449
