year,NE,MA,ENC,WNC,SA,ESC,WSC,MTN,PA
2010,6.339105343,6.376579074,5.784823265,6.309621418,7.053058004,5.600153004,5.395567081,5.885687432,5.64701899
2011,5.691505135,5.858747148,5.233547218,5.863821807,6.210416069,4.923999514,4.912685283,5.514014985,5.321529226
2012,4.18152872,4.014507984,3.522941568,3.945991759,4.686063043,3.402970633,3.333550525,3.926187461,4.064278333
2013,6.58196469,5.075712868,4.604833511,5.072144024,5.292952003,4.426246834,4.333297932,4.916584723,4.867539261
2014,7.153902173,5.506465486,5.630294146,6.035779975,5.888172719,5.054797105,5.010559698,5.329814697,5.42739801
2015,4.620796933,3.141085595,3.041679948,3.612532821,4.250015511,3.126024359,3.02629303,3.494462141,3.522804
2016,4.199975207,2.986693814,2.940406706,2.855626754,3.682743382,2.732062077,2.526911459,2.891503094,2.991603669
2017,4.36883353,3.393469406,3.468230308,3.646209284,3.975036518,3.312338878,3.111733834,3.422479352,3.417509476
2018,4.797918494,3.449491982,3.330955044,3.536005694,3.828695964,3.284392742,3.087438246,3.51748013,3.522065202
2019,4.461164,2.909812,2.501358,2.736667,3.346529,2.686869,2.326771,2.902378,3.057774
2020,3.98476,2.710967,2.309867,2.537293,3.157516,2.529942,2.186072,2.708092,2.70619
2021,4.108664,2.750435,2.336779,2.612439,3.245146,2.565325,2.207689,2.816385,2.872681
2022,3.820753,2.737814,2.322298,2.602602,3.108555,2.501329,2.167988,2.642284,2.568056
2023,3.39889,2.696713,2.361707,2.619678,3.15467,2.523577,2.187464,2.640108,2.596526
2024,3.325645,2.683632,2.438204,2.703141,3.241725,2.611328,2.270797,2.76001,2.690545
2025,3.421545,2.791813,2.637692,2.911926,3.447104,2.85413,2.508248,3.008208,2.932567
2026,3.275097,2.821839,2.839373,3.114756,3.59252,3.056934,2.730078,3.245335,3.197724
2027,3.266668,2.80835,2.919568,3.198488,3.641532,3.147489,2.840577,3.373988,3.31852
2028,3.223184,2.769536,2.914015,3.228636,3.627581,3.135072,2.847297,3.408925,3.356929
2029,3.198368,2.698152,2.868681,3.180905,3.583511,3.0893,2.801097,3.3775,3.281534
2030,3.09935,2.68935,2.811631,3.125457,3.544782,3.033363,2.753591,3.279906,3.109243
2031,3.072339,2.678142,2.798487,3.120238,3.546495,3.026556,2.750847,3.280761,3.061908
2032,3.059247,2.664146,2.788098,3.144682,3.563108,3.046814,2.774126,3.325164,3.108925
2033,3.095818,2.678377,2.79776,3.178281,3.579636,3.06368,2.794601,3.379505,3.153998
2034,3.15679,2.696652,2.809985,3.203407,3.575131,3.073142,2.808755,3.425648,3.199516
2035,3.081807,2.608963,2.785676,3.215958,3.547679,3.052639,2.801417,3.457597,3.25181
2036,3.167315,2.661189,2.786075,3.240725,3.546092,3.06334,2.819278,3.487633,3.301666
2037,3.209542,2.656255,2.788365,3.269439,3.567851,3.076842,2.845033,3.543249,3.362812
2038,3.293041,2.694651,2.7829,3.289466,3.568698,3.092007,2.862825,3.566476,3.394397
2039,3.29373,2.655488,2.759978,3.286998,3.552204,3.093335,2.865615,3.583218,3.423435
2040,3.240542,2.608089,2.727134,3.284313,3.523533,3.062539,2.867575,3.597522,3.403731
2041,3.227485,2.602807,2.708146,3.301318,3.517737,3.04468,2.864561,3.611529,3.422433
2042,3.234464,2.568175,2.691475,3.308574,3.485593,3.02729,2.863011,3.608904,3.444085
2043,3.23423,2.540694,2.662342,3.297374,3.444065,2.992421,2.83857,3.57414,3.412331
2044,3.24997,2.544881,2.644774,3.305018,3.422011,2.973445,2.820512,3.566628,3.348547
2045,3.250666,2.545571,2.635993,3.303262,3.411699,2.953844,2.803495,3.563678,3.349327
2046,3.27463,2.557666,2.627897,3.313438,3.401876,2.93838,2.801748,3.589964,3.382164
2047,3.307666,2.560332,2.609371,3.295945,3.389624,2.919657,2.791417,3.606486,3.409837
2048,3.320565,2.561404,2.595667,3.281868,3.36882,2.897104,2.781224,3.632407,3.465447
2049,3.345932,2.569511,2.577973,3.274882,3.358825,2.876757,2.771016,3.674988,3.534916
2050,3.371876,2.584995,2.569767,3.286051,3.331152,2.862312,2.761554,3.684182,3.563741
