year,NE,MA,ENC,WNC,SA,ESC,WSC,MTN,PA
2010,0.85818,2.64274,3.35827,1.549812,2.864664,1.354117,5.379282,4.756302,2.707125
2011,0.915348,2.719853,3.525401,1.555518,2.934925,1.416257,5.529355,4.79351,2.54856
2012,0.879083,2.770951,3.547677,1.491081,3.280124,1.540446,5.730931,4.903691,2.803605
2013,0.859505,2.891799,3.818099,1.645916,3.261053,1.455897,5.577358,4.972179,2.896845
2014,0.857731,3.120449,4.045156,1.68047,3.326574,1.544663,5.646739,5.000559,2.784841
2015,0.905922,3.099138,3.886718,1.574979,3.663951,1.696394,5.951674,5.255469,2.76397
2016,0.856641,3.156144,3.920965,1.638642,3.73514,1.74669,5.803449,1.581652,2.775395
2017,0.879541,3.11356,3.997107,1.7296,3.888779,1.767733,5.922212,1.576464,2.827698
2018,0.930977,3.316355,4.395236,1.846236,4.067651,1.912479,6.697608,1.676031,2.952353
2019,0.885024,3.505027,4.664316,1.971775,4.323184,1.960484,7.143601,1.984559,2.949458
2020,0.824692,3.728141,4.726938,1.870692,4.336165,1.988267,7.245742,1.940383,2.852412
2021,0.885894,3.596781,4.647946,1.845825,4.323687,1.952231,6.882235,1.891966,2.968094
2022,0.840662,3.537395,4.589941,1.84085,4.305704,1.954284,6.665673,1.768499,2.951469
2023,0.806111,3.449535,4.691978,1.805921,4.180434,1.825987,6.652061,1.661682,2.882017
2024,0.807597,3.323885,4.62047,1.790706,3.989823,1.796333,6.611506,1.646072,2.809031
2025,0.793287,3.262367,4.61552,1.781467,3.798812,1.735618,6.685707,1.606867,2.85701
2026,0.760705,3.202196,4.516624,1.768752,3.550205,1.632388,6.521863,1.6184,2.89148
2027,0.759147,3.152943,4.482508,1.765418,3.406565,1.571832,6.362181,1.571829,2.869066
2028,0.742208,3.087057,4.442041,1.758202,3.250477,1.496762,6.192149,1.586219,2.811173
2029,0.738223,3.028708,4.469162,1.760833,3.142276,1.49435,6.133795,1.565733,2.802885
2030,0.716963,2.970211,4.40691,1.764651,3.101605,1.476259,6.127069,1.511609,2.812326
2031,0.710541,2.937286,4.410151,1.77714,3.000857,1.447926,6.171902,1.583014,2.612239
2032,0.708515,2.948122,4.360959,1.774556,3.016033,1.430192,6.163086,1.579867,2.608392
2033,0.710413,2.986521,4.326559,1.779743,3.021498,1.413329,6.220189,1.562634,2.626892
2034,0.716173,3.016781,4.349727,1.782339,3.064514,1.422269,6.234304,1.571203,2.610564
2035,0.712437,2.908956,4.378438,1.788533,3.076827,1.43636,6.29348,1.57401,2.637309
2036,0.71765,2.896417,4.383812,1.79885,3.114056,1.433966,6.297876,1.584082,2.671392
2037,0.721379,2.910834,4.387304,1.807139,3.125929,1.44544,6.343608,1.588321,2.682281
2038,0.729891,2.908883,4.351373,1.813552,3.173289,1.449916,6.390135,1.61129,2.697184
2039,0.735688,2.882552,4.35056,1.830904,3.213403,1.445398,6.419252,1.61942,2.73015
2040,0.738883,2.924688,4.347864,1.841291,3.206551,1.457531,6.424214,1.595929,2.754094
2041,0.746348,2.883388,4.36089,1.835687,3.16658,1.468633,6.377385,1.603222,2.795252
2042,0.753348,2.87563,4.361239,1.847037,3.078977,1.483294,6.413025,1.622626,2.812962
2043,0.758345,2.857391,4.36669,1.848057,3.079105,1.484609,6.441401,1.633916,2.838223
2044,0.76553,2.873804,4.374145,1.862056,3.070796,1.455975,6.462699,1.664106,2.859853
2045,0.77332,2.873546,4.353281,1.894214,3.11369,1.467988,6.57754,1.6835,2.865848
2046,0.779245,2.881154,4.333191,1.925781,3.16209,1.479011,6.684392,1.697942,2.884398
2047,0.781364,2.858137,4.309257,1.91334,3.197547,1.474713,6.732911,1.718866,2.908274
2048,0.784366,2.877087,4.319054,1.905796,3.201726,1.48576,6.769001,1.74144,2.93765
2049,0.787722,2.892532,4.334711,1.91901,3.189053,1.484896,6.833512,1.757424,2.959688
2050,0.791664,2.878512,4.330864,1.969569,3.215557,1.511369,6.901517,1.757307,2.988291
