year,NE,MA,ENC,WNC,SA,ESC,WSC,MTN,PA
2010,0.85818,2.64274,3.35827,1.549812,2.864664,1.354117,5.379282,4.756302,2.707125
2011,0.915348,2.719853,3.525401,1.555518,2.934925,1.416257,5.529355,4.79351,2.54856
2012,0.879083,2.770951,3.547677,1.491081,3.280124,1.540446,5.730931,4.903691,2.803605
2013,0.859505,2.891799,3.818099,1.645916,3.261053,1.455897,5.577358,4.972179,2.896845
2014,0.857731,3.120449,4.045156,1.68047,3.326574,1.544663,5.646739,5.000559,2.784841
2015,0.905922,3.099138,3.886718,1.574979,3.663951,1.696394,5.951674,5.255469,2.76397
2016,0.856641,3.156144,3.920965,1.638642,3.73514,1.74669,5.803449,1.581652,2.775395
2017,0.879541,3.11356,3.997107,1.7296,3.888779,1.767733,5.922212,1.576464,2.827698
2018,0.930977,3.316355,4.395236,1.846236,4.067651,1.912479,6.697608,1.676031,2.952353
2019,0.884488,3.505682,4.660842,1.971532,4.330067,1.958889,7.141617,1.985658,2.948652
2020,0.84926,3.616957,4.56676,1.906665,4.201263,1.974559,7.048672,1.882971,2.845356
2021,0.788939,3.509704,4.183405,1.766508,3.894042,1.773186,6.524428,1.682555,2.767748
2022,0.831014,3.546275,4.546153,1.745436,3.958606,1.844603,6.493727,1.707503,2.799637
2023,0.800881,3.638478,4.865716,1.839857,4.152918,1.946028,6.888813,1.717069,2.841778
2024,0.752168,3.769644,5.02085,1.882223,4.350894,1.989642,7.291166,1.649174,2.872626
2025,0.751422,3.771416,5.49138,1.906203,4.666001,2.024766,7.602659,1.668453,2.985847
2026,0.747122,3.729364,5.698732,1.929012,4.723445,2.020554,7.918591,1.724756,3.058657
2027,0.745171,3.709022,5.857222,1.929228,4.706259,2.197906,8.084571,1.728554,3.040021
2028,0.745268,3.682094,5.88315,1.941764,4.662013,2.258186,8.147015,1.723088,3.03525
2029,0.756999,3.727599,6.046492,1.919298,4.638483,2.291237,8.247815,1.77095,3.011671
2030,0.744123,3.684236,6.019578,1.938599,4.555857,2.282532,8.342353,1.942955,2.693385
2031,0.75207,3.676034,6.123044,1.951535,4.561031,2.282606,8.367141,2.036113,2.653669
2032,0.761241,3.702116,6.244188,1.933704,4.564271,2.276173,8.394403,2.117698,2.655402
2033,0.765397,3.665988,6.337722,1.931042,4.53675,2.318871,8.427303,2.157233,2.65817
2034,0.755868,3.66457,6.412847,1.957433,4.538753,2.361041,8.535176,2.186693,2.665065
2035,0.749754,3.583564,6.446595,1.988313,4.58013,2.374923,8.605701,2.203081,2.680682
2036,0.75592,3.608818,6.51248,2.004351,4.548488,2.401532,8.663992,2.231985,2.719171
2037,0.762527,3.691499,6.589959,2.024617,4.56364,2.424228,8.784502,2.275721,2.741802
2038,0.770485,3.796247,6.647014,2.033925,4.58698,2.409149,8.85058,2.349058,2.758012
2039,0.781617,3.843437,6.689797,2.057261,4.615448,2.426876,8.916781,2.38389,2.796225
2040,0.786189,3.872865,6.754938,2.057621,4.688627,2.426884,8.968909,2.402089,2.819332
2041,0.793817,3.902825,6.788659,2.102271,4.719167,2.443116,9.053402,2.44447,2.8354
2042,0.797501,3.941705,6.880497,2.11808,4.70786,2.504077,9.155979,2.48884,2.858481
2043,0.802809,3.980667,7.071633,2.129544,4.759382,2.527461,9.274382,2.549952,2.876303
2044,0.796631,4.03784,7.265387,2.165956,4.817417,2.605977,9.430808,2.584167,2.895563
2045,0.804711,4.04478,7.374571,2.199623,4.856355,2.644289,9.609981,2.59203,2.923194
2046,0.81233,4.052603,7.431892,2.225309,4.863175,2.649957,9.724463,2.600389,2.950373
2047,0.821294,4.08416,7.478368,2.248703,4.867608,2.660866,9.797496,2.589199,2.999487
2048,0.828657,4.108651,7.560665,2.277321,4.865112,2.63989,9.926823,2.607114,3.032217
2049,0.828132,4.119936,7.646947,2.267767,4.841718,2.609437,10.020031,2.638106,3.062322
2050,0.834335,4.139928,7.733645,2.273294,4.859952,2.649002,10.130302,2.622246,3.148802
