year,NE,MA,ENC,WNC,SA,ESC,WSC,MTN,PA
2010,0.85818,2.64274,3.35827,1.549812,2.864664,1.354117,5.379282,4.756302,2.707125
2011,0.915348,2.719853,3.525401,1.555518,2.934925,1.416257,5.529355,4.79351,2.54856
2012,0.879083,2.770951,3.547677,1.491081,3.280124,1.540446,5.730931,4.903691,2.803605
2013,0.859505,2.891799,3.818099,1.645916,3.261053,1.455897,5.577358,4.972179,2.896845
2014,0.857731,3.120449,4.045156,1.68047,3.326574,1.544663,5.646739,5.000559,2.784841
2015,0.905922,3.099138,3.886718,1.574979,3.663951,1.696394,5.951674,5.255469,2.76397
2016,0.856641,3.156144,3.920965,1.638642,3.73514,1.74669,5.803449,1.581652,2.775395
2017,0.879541,3.11356,3.997107,1.7296,3.888779,1.767733,5.922212,1.576464,2.827698
2018,0.930977,3.316355,4.395236,1.846236,4.067651,1.912479,6.697608,1.676031,2.952353
2019,0.884965,3.507681,4.665439,1.972424,4.325762,1.962087,7.134515,1.985243,2.949311
2020,0.849804,3.615312,4.5785,1.915619,4.221534,1.967894,7.066121,1.900725,2.847719
2021,0.878472,3.665614,4.418462,1.893204,3.971677,1.844552,6.865973,1.921409,2.947445
2022,0.898424,3.695771,4.555523,1.888629,4.072718,1.790181,6.929426,1.764702,2.954997
2023,0.871684,3.687859,4.836506,1.845712,4.043036,1.828062,6.766447,1.815944,2.919025
2024,0.845205,3.670136,4.984493,1.842792,4.092672,1.92735,6.776938,1.732695,2.884743
2025,0.802111,3.549179,5.052639,1.859294,4.04177,1.889488,6.671197,1.682521,2.944926
2026,0.774031,3.491457,5.081737,1.856013,3.986863,1.891968,6.728223,1.710774,3.013639
2027,0.747715,3.438658,5.253602,1.868625,3.806915,1.790779,6.912721,1.70301,3.015604
2028,0.744485,3.421859,5.299227,1.863263,3.777105,1.840633,6.968649,1.723402,3.021742
2029,0.730272,3.349667,5.344546,1.850428,3.662135,1.876906,6.892237,1.733405,3.026796
2030,0.722601,3.369405,5.264658,1.848086,3.588239,1.855073,6.890424,1.732367,3.036447
2031,0.728953,3.282681,5.357173,1.847267,3.572681,1.858962,6.94039,1.803505,2.848052
2032,0.732973,3.293975,5.385207,1.853422,3.537525,1.863453,6.949175,1.901382,2.802812
2033,0.738492,3.285557,5.567513,1.859354,3.451349,1.82979,6.91072,1.941868,2.790328
2034,0.739868,3.303375,5.601934,1.851663,3.456316,1.73117,6.931375,1.985464,2.796951
2035,0.737958,3.198674,5.577937,1.863926,3.448019,1.750458,6.963634,1.9956,2.81486
2036,0.740914,3.169387,5.622801,1.8796,3.481827,1.724304,6.990085,1.992044,2.843872
2037,0.745195,3.171356,5.679705,1.87684,3.531736,1.735199,7.058364,1.971992,2.867083
2038,0.752158,3.173682,5.709188,1.888784,3.57736,1.752548,7.11015,2.007596,2.872272
2039,0.75608,3.176353,5.762602,1.900425,3.590155,1.778179,7.10239,2.039039,2.876915
2040,0.759088,3.208154,5.820467,1.911689,3.650802,1.782614,7.126964,2.064614,2.873437
2041,0.771416,3.275813,5.854943,1.925826,3.669829,1.799344,7.203018,2.079215,2.897027
2042,0.775506,3.306233,5.899216,1.93831,3.716488,1.815304,7.282439,2.086475,2.918561
2043,0.780714,3.324898,5.954376,1.94746,3.766106,1.847573,7.332696,2.057923,2.939662
2044,0.761539,3.367154,6.016189,1.961583,3.823607,1.867732,7.42074,2.091468,2.953337
2045,0.762746,3.382463,6.049607,1.980339,3.827649,1.896868,7.538067,2.10217,2.977276
2046,0.766393,3.376124,6.117316,1.986496,3.861847,1.903268,7.601564,2.112536,3.00291
2047,0.772958,3.390726,6.174822,1.997143,3.878862,1.911275,7.656742,2.114549,3.037174
2048,0.777029,3.431201,6.208645,2.012882,3.910985,1.881529,7.696535,2.157092,3.059043
2049,0.782348,3.432166,6.236589,2.021114,3.968342,1.861568,7.771455,2.1782,3.065681
2050,0.784327,3.430624,6.285073,2.037754,4.012771,1.911071,7.878696,2.149552,3.103089
