t,NE,MA,ENC,WNC,SA,ESC,WSC,MTN,PA
2010,4.683876249,4.711565065,4.274324976,4.662090989,5.211405882,4.137874704,3.986709028,4.348852098,4.172503325
2011,2.927163158,3.139824579,2.713908871,3.21577514,3.269097465,2.200280718,2.394996377,2.715813597,2.732003946
2012,1.605684952,1.53976801,1.171484006,1.557710895,1.872629542,0.770146234,1.005573644,1.280376128,1.538252511
2013,3.546416526,2.465455975,2.14714223,2.536507126,2.4758245,1.757503201,1.895343175,2.147623017,2.255814287
2014,3.981166984,2.771478222,2.900041811,3.264085538,2.910622142,2.192987909,2.397177208,2.451128908,2.665740097
2015,1.866609293,0.793683671,0.71192258,1.236132391,1.415156097,0.429196603,0.681535095,0.824554307,1.041525886
2016,1.511995406,0.618041659,0.538910351,0.605065279,0.927490233,0.039588651,0.273632216,0.325044506,0.635908366
2017,1.752855964,1.04526959,1.060862956,1.305793638,1.247641787,0.604537225,0.835410414,0.8636701,1.070924187
2018,1.895133637,0.911394507,0.748657438,1.05407824,0.969653486,0.37275728,0.606488071,0.735525514,0.981903699
2019,1.538998438,0.349026381,-0.050798823,0.296724645,0.427097311,-0.234165049,-0.122110069,0.012360557,0.503512033
2020,1.131327995,-0.120499162,-0.5029361,-0.060480797,0.045346192,-0.604442717,-0.456998582,-0.279584187,0.187550734
2021,3.099946998,1.451435831,1.339318584,1.779968456,2.080717877,1.507183883,1.530154487,1.760697533,2.353867578
2022,1.642283112,0.735680657,0.534922356,0.971393621,1.078217722,0.57521875,0.664573425,0.890473981,1.252494074
2023,1.182846137,0.359698685,0.143674082,0.636012377,0.694268784,0.131730301,0.29259154,0.52661007,0.924354718
2024,0.747137692,0.043380069,-0.190819929,0.327602965,0.3594912,-0.227367202,-0.046246928,0.18059345,0.577522988
2025,0.3228731,-0.126178017,-0.341214077,0.192114297,0.214735161,-0.341843014,-0.180468134,0.083776389,0.524365926
2026,0.235682122,-0.195892798,-0.37497671,0.155302372,0.161234394,-0.384960659,-0.218551675,0.070921826,0.544400427
2027,0.188026695,-0.22344779,-0.426267945,0.173115499,0.167896768,-0.357198101,-0.205407062,0.081699325,0.555036325
2028,0.176089209,-0.300616316,-0.480162698,0.18437722,0.145171634,-0.428176568,-0.198500684,0.061856976,0.527813029
2029,0.156014121,-0.251141162,-0.438495892,0.255212912,0.18777114,-0.377140938,-0.124474404,0.130329422,0.56427695
2030,0.174585819,-0.226538963,-0.411907738,0.314080013,0.248843352,-0.311983177,-0.060335044,0.183221516,0.599723152
2031,0.183196011,-0.219854654,-0.443122039,0.327517231,0.270820172,-0.302534705,-0.056088488,0.100227023,0.493711383
2032,0.183281981,-0.232863608,-0.525067278,0.311819011,0.25863864,-0.347130768,-0.078417816,0.058509869,0.488229265
2033,0.231929834,-0.263778158,-0.711285088,0.251457947,0.160902792,-0.463382039,-0.167302502,-0.023142934,0.415710388
2034,0.217674925,-0.285471243,-0.7794875,0.228049021,0.159193643,-0.49183871,-0.181283523,-0.028041558,0.424840982
2035,0.187218707,-0.322165959,-0.822013676,0.224994834,0.151661027,-0.491299888,-0.188342206,-0.04424887,0.436061238
2036,0.168094237,-0.357406535,-0.86049083,0.212143132,0.153790459,-0.514213042,-0.195087477,-0.050856209,0.454290494
2037,0.162412185,-0.37357168,-0.914349,0.168713521,0.125837205,-0.546978556,-0.228509247,-0.09818252,0.409598129
2038,0.124673685,-0.426310869,-0.990410693,0.105802378,0.074555242,-0.602550563,-0.279618637,-0.155501554,0.352889872
2039,0.147567668,-0.466570226,-1.064699144,0.065500518,0.031458209,-0.643665794,-0.318180424,-0.184240389,0.34455616
2040,0.100860618,-0.525261337,-1.141285277,0.006608996,-0.021408313,-0.724687072,-0.374823709,-0.25882477,0.260595977
2041,0.11772329,-0.556727664,-1.208641745,-0.054748401,-0.075357099,-0.786062574,-0.436695133,-0.30093169,0.225867961
2042,0.070307142,-0.61656772,-1.291098627,-0.132485572,-0.145679226,-0.865372896,-0.512466901,-0.346520596,0.19140405
2043,0.041882617,-0.670591131,-1.376399138,-0.182821554,-0.196004303,-0.924661679,-0.571515244,-0.365426145,0.149537227
2044,0.012021731,-0.696668368,-1.423479142,-0.204534587,-0.226727085,-0.978561778,-0.605010337,-0.362441786,0.098938082
2045,0.021407461,-0.699578063,-1.463230188,-0.226877232,-0.245189813,-1.028119625,-0.63306925,-0.372391619,0.08344735
2046,-0.202083567,-0.839109149,-1.538223021,-0.275830052,-0.26801319,-1.101146481,-0.694393475,-0.396190643,0.038464515
2047,-0.296000547,-0.923738927,-1.605847662,-0.318398315,-0.231684998,-1.177123687,-0.757391065,-0.429942253,0.03162864
2048,-0.394159249,-1.012755292,-1.684318047,-0.386933994,-0.398590186,-1.228815218,-0.80358741,-0.464954897,-0.003854527
2049,-0.480400164,-1.085836183,-1.738518587,-0.412831382,-0.428109007,-1.270759331,-0.837897124,-0.491418955,-0.042813783
2050,-0.507947037,-1.144291761,-1.795825471,-0.441057889,-0.450716704,-1.312864146,-0.874786084,-0.501942662,-0.018460657
