year,NE,MA,ENC,WNC,SA,ESC,WSC,MTN,PA
2010,0.85818,2.64274,3.35827,1.549812,2.864664,1.354117,5.379282,4.756302,2.707125
2011,0.915348,2.719853,3.525401,1.555518,2.934925,1.416257,5.529355,4.79351,2.54856
2012,0.879083,2.770951,3.547677,1.491081,3.280124,1.540446,5.730931,4.903691,2.803605
2013,0.859505,2.891799,3.818099,1.645916,3.261053,1.455897,5.577358,4.972179,2.896845
2014,0.857731,3.120449,4.045156,1.68047,3.326574,1.544663,5.646739,5.000559,2.784841
2015,0.905922,3.099138,3.886718,1.574979,3.663951,1.696394,5.951674,5.255469,2.76397
2016,0.856641,3.156144,3.920965,1.638642,3.73514,1.74669,5.803449,1.581652,2.775395
2017,0.879541,3.11356,3.997107,1.7296,3.888779,1.767733,5.922212,1.576464,2.827698
2018,0.930977,3.316355,4.395236,1.846236,4.067651,1.912479,6.697608,1.676031,2.952353
2019,0.897295,3.400814,4.417981,1.688169,4.127677,1.860234,6.658656,1.713245,2.88303
2020,0.86106,3.517979,4.29936,1.648257,3.929006,1.757994,6.500431,1.699754,2.941715
2021,0.878246,3.524433,4.31319,1.645023,3.767485,1.695421,6.508554,1.609185,2.948462
2022,0.872036,3.522749,4.396285,1.656671,3.609386,1.603864,6.497619,1.564082,2.850868
2023,0.857868,3.45374,4.501355,1.656745,3.404268,1.553203,6.416565,1.539479,2.805754
2024,0.840847,3.352472,4.529268,1.662847,3.277655,1.497234,6.34976,1.539986,2.771927
2025,0.83384,3.312148,4.522129,1.668923,3.243573,1.51974,6.348804,1.570988,2.772835
2026,0.831697,3.284088,4.500664,1.672586,3.291766,1.508463,6.340133,1.593688,2.820695
2027,0.821615,3.25685,4.467469,1.673589,3.150258,1.510508,6.376656,1.58286,2.796192
2028,0.79831,3.208985,4.434907,1.671979,3.151247,1.435638,6.403305,1.603751,2.809971
2029,0.804229,3.189415,4.427667,1.677268,3.038172,1.422937,6.403537,1.567327,2.700845
2030,0.795393,3.179233,4.401193,1.673804,2.992429,1.355416,6.393253,1.561858,2.687968
2031,0.798691,3.190809,4.397465,1.675353,2.949803,1.294158,6.442272,1.603492,2.651543
2032,0.797736,3.169274,4.372941,1.671349,2.982835,1.270345,6.482725,1.6308,2.66869
2033,0.802732,3.176656,4.342524,1.670033,2.956673,1.262692,6.334982,1.634742,2.680538
2034,0.812571,3.14728,4.340934,1.674853,2.975818,1.261348,6.295876,1.650003,2.693712
2035,0.819257,3.084374,4.333654,1.671892,2.923727,1.238649,6.296644,1.633483,2.712965
2036,0.821723,3.08814,4.339583,1.677048,2.922579,1.258313,6.34167,1.640508,2.691168
2037,0.81993,3.094859,4.317461,1.683796,2.9345,1.267824,6.296401,1.590455,2.740323
2038,0.830571,3.089984,4.274521,1.687553,2.926508,1.245469,6.264856,1.601188,2.775395
2039,0.83631,3.076249,4.223763,1.69441,2.842763,1.272992,6.279851,1.621441,2.801705
2040,0.838282,3.0966,4.207283,1.698792,2.847695,1.25583,6.281859,1.632825,2.813918
2041,0.850477,3.104113,4.151878,1.707897,2.818829,1.306945,6.276441,1.612162,2.836388
2042,0.850733,3.062218,4.112813,1.707659,2.782003,1.300884,6.281284,1.590967,2.85556
2043,0.828539,3.047113,4.12338,1.713436,2.794711,1.316446,6.300716,1.601353,2.884937
2044,0.827163,3.083956,4.106898,1.71352,2.81278,1.329282,6.27386,1.604303,2.905838
2045,0.837717,3.084467,4.088921,1.722777,2.857374,1.318246,6.278497,1.596257,2.925511
2046,0.843938,3.107302,4.106407,1.726671,2.903038,1.326243,6.314941,1.608978,2.969488
2047,0.830589,3.115575,4.13592,1.746637,2.953557,1.343924,6.3453,1.634978,2.987676
2048,0.827479,3.130437,4.123238,1.750871,2.947122,1.374142,6.381075,1.657318,3.014695
2049,0.793733,3.138603,4.109292,1.761306,2.97493,1.412429,6.396635,1.666919,3.035203
2050,0.78948,3.13798,4.130529,1.766634,3.053649,1.417977,6.422805,1.702832,3.057654
