year,NE,MA,ENC,WNC,SA,ESC,WSC,MTN,PA
2010,0.85818,2.64274,3.35827,1.549812,2.864664,1.354117,5.379282,4.756302,2.707125
2011,0.915348,2.719853,3.525401,1.555518,2.934925,1.416257,5.529355,4.79351,2.54856
2012,0.879083,2.770951,3.547677,1.491081,3.280124,1.540446,5.730931,4.903691,2.803605
2013,0.859505,2.891799,3.818099,1.645916,3.261053,1.455897,5.577358,4.972179,2.896845
2014,0.857731,3.120449,4.045156,1.68047,3.326574,1.544663,5.646739,5.000559,2.784841
2015,0.905922,3.099138,3.886718,1.574979,3.663951,1.696394,5.951674,5.255469,2.76397
2016,0.856644,3.156154,3.921014,1.638669,3.735149,1.746698,5.803491,1.581618,2.775281
2017,0.762445,3.063068,3.705975,1.585961,3.433624,1.724247,5.89151,1.45831,2.824856
2018,0.781987,3.167369,4.003817,1.569949,3.574029,1.738793,6.2232,1.599493,2.908653
2019,0.778308,2.996524,3.966002,1.569908,3.280799,1.576491,6.085785,1.518674,2.904404
2020,0.732469,2.981318,3.868124,1.653323,2.931557,1.418992,5.916902,1.456284,2.65697
2021,0.716277,2.880528,3.78023,1.623631,2.796987,1.379875,5.86072,1.386714,2.583671
2022,0.707725,2.826652,3.760931,1.620164,2.772767,1.333303,5.8122,1.364751,2.563267
2023,0.716102,2.82844,3.830433,1.649072,2.793623,1.337525,5.785466,1.403156,2.536047
2024,0.701041,2.85681,3.806431,1.664355,2.876467,1.337234,5.763596,1.400724,2.489964
2025,0.690048,2.850969,3.798048,1.662978,2.882643,1.331889,5.782566,1.416064,2.522975
2026,0.695929,2.862877,3.806957,1.660359,2.901436,1.348156,5.752709,1.430918,2.55792
2027,0.699742,2.859484,3.812473,1.669118,2.886621,1.330625,5.760427,1.461137,2.501586
2028,0.703656,2.837341,3.835324,1.680169,2.868561,1.354644,5.767877,1.451465,2.522531
2029,0.709934,2.861569,3.813689,1.689004,2.908588,1.351361,5.759084,1.476679,2.492903
2030,0.701437,2.907772,3.81576,1.703983,2.918921,1.363063,5.779938,1.456687,2.364223
2031,0.712744,2.923547,3.810321,1.699464,2.95136,1.367343,5.800926,1.452509,2.3693
2032,0.724301,2.887813,3.804639,1.710926,2.964849,1.369173,5.837952,1.390019,2.398698
2033,0.736209,2.885209,3.811687,1.706265,2.987254,1.368995,5.868175,1.385723,2.413381
2034,0.746265,2.895618,3.825074,1.714992,3.002126,1.373047,5.879138,1.391582,2.457518
2035,0.754449,2.891622,3.843822,1.719793,3.014973,1.379606,5.905225,1.389684,2.488473
2036,0.762047,2.892307,3.846688,1.727193,3.043786,1.365822,5.963371,1.393208,2.508898
2037,0.765148,2.89292,3.866342,1.753652,3.06827,1.348969,5.99824,1.378971,2.531842
2038,0.768605,2.867829,3.890016,1.765144,3.079315,1.345605,6.053918,1.317271,2.544111
2039,0.770727,2.867074,3.925137,1.769289,3.07783,1.367527,6.078686,1.306702,2.571333
2040,0.80651,2.850377,3.91594,1.780672,3.066693,1.394017,6.123112,1.328571,2.593772
2041,0.819137,2.863864,3.950455,1.793432,3.106989,1.369101,6.170626,1.33708,2.638195
2042,0.826365,2.886424,3.978114,1.804252,3.177589,1.329396,6.240159,1.348979,2.659461
2043,0.838086,2.88313,3.99485,1.802755,3.18741,1.386,6.302162,1.368019,2.682508
2044,0.842966,2.863588,3.987498,1.806397,3.216736,1.375072,6.318205,1.390332,2.701182
2045,0.834147,2.89692,4.008153,1.82623,3.232352,1.368131,6.325851,1.402594,2.715246
2046,0.830438,2.885246,4.001253,1.838188,3.222338,1.38743,6.359259,1.434191,2.736482
2047,0.809566,2.890149,3.985118,1.845493,3.235495,1.411315,6.378253,1.451058,2.757003
2048,0.798498,2.897966,3.998802,1.84894,3.251151,1.418924,6.405247,1.456215,2.77361
2049,0.798429,2.877793,4.018543,1.893971,3.276802,1.439704,6.452368,1.466965,2.794959
2050,0.800011,2.903714,3.996004,1.911382,3.325452,1.465485,6.47496,1.481477,2.828229
