t,NE,MA,ENC,WNC,SA,ESC,WSC,MTN,PA
2010,4.683876248,4.711565063,4.274324975,4.662090988,5.21140588,4.137874703,3.986709027,4.348852097,4.172503324
2011,2.927163157,3.139824578,2.71390887,3.215775139,3.269097464,2.200280717,2.394996376,2.715813596,2.732003945
2012,1.605684951,1.539768009,1.171484005,1.557710894,1.872629541,0.770146233,1.005573643,1.280376127,1.53825251
2013,3.546416525,2.465455974,2.147142229,2.536507125,2.475824499,1.7575032,1.895343174,2.147623016,2.255814286
2014,3.981166982,2.771478221,2.90004181,3.264085537,2.91062214,2.192987908,2.397177207,2.451128907,2.665740096
2015,1.866609292,0.79368367,0.71192258,1.23613239,1.415156096,0.429196602,0.681535095,0.824554306,1.041525885
2016,1.511995405,0.618041658,0.53891035,0.605065278,0.927490232,0.039588651,0.273632216,0.325044505,0.635908366
2017,1.752855963,1.045269589,1.060862955,1.305793638,1.247641787,0.604537225,0.835410414,0.863670099,1.070924187
2018,1.891368597,0.908357827,0.743503089,1.046700983,0.967476209,0.366374601,0.600744148,0.729693446,0.977735259
2019,1.538998438,0.349026381,-0.050798823,0.296724645,0.42709731,-0.23416505,-0.122110069,0.012360556,0.503512032
2020,1.131327994,-0.120499162,-0.502936101,-0.060480797,0.045346191,-0.604442718,-0.456998583,-0.279584187,0.187550734
2021,1.754736575,0.883724142,0.591020772,0.924646973,1.175694191,0.607118689,0.669870344,0.804729264,1.099026438
2022,1.933008189,0.98861229,0.695570545,1.078252613,1.248259999,0.699345951,0.752196716,0.859952505,1.12882542
2023,1.382005986,0.761335704,0.482415511,0.942129856,0.995413497,0.460508408,0.541942666,0.694268435,0.9622105
2024,0.967231649,0.5764979,0.337966621,0.785838425,0.859327332,0.340837827,0.432198103,0.610506824,0.832651502
2025,0.953485484,0.540723312,0.266348964,0.787961062,0.868855452,0.353448634,0.455996177,0.658394061,0.872971688
2026,0.962811626,0.543468794,0.279746936,0.867322019,0.909359646,0.411491397,0.527304985,0.74498092,0.964130235
2027,0.975621865,0.563109975,0.300148949,0.928677739,0.936069307,0.45457148,0.574714129,0.826859684,1.042816644
2028,1.021638972,0.616164669,0.413256502,1.063133322,1.050730675,0.598513286,0.707505104,0.972888719,1.177074161
2029,1.059898162,0.655942576,0.502006204,1.166589471,1.119717457,0.695112809,0.802820379,1.069240578,1.266514604
2030,1.140997341,0.678831496,0.583410326,1.238466957,1.163579197,0.754851469,0.862501996,1.06709312,1.241597841
2031,1.122088348,0.654575871,0.586249785,1.242451076,1.149727105,0.751639851,0.861959795,1.041061808,1.182710375
2032,1.145760859,0.653616992,0.614125315,1.309123413,1.174605384,0.820235154,0.915347274,1.085724654,1.243438478
2033,1.203610503,0.699947886,0.679606828,1.377161945,1.202261696,0.871829919,0.965155215,1.128743638,1.305225892
2034,1.256089995,0.740151105,0.675485305,1.387017719,1.231579738,0.900683567,0.985113159,1.149307654,1.33014944
2035,1.281469704,0.745459204,0.614889147,1.429054734,1.256923855,0.9312812,1.007156436,1.180370412,1.369291595
2036,1.269358592,0.74657022,0.570335989,1.425624486,1.275104547,0.9331123,1.003670409,1.180821812,1.382395341
2037,1.219526613,0.714445539,0.510245109,1.384595758,1.251682036,0.91383537,0.973258467,1.125147659,1.338512633
2038,1.177190108,0.693217824,0.473740846,1.363360976,1.246273942,0.91183693,0.961634612,1.131395674,1.365280708
2039,1.156952807,0.664763733,0.430474744,1.336308564,1.217584795,0.890385058,0.935397471,1.084330105,1.334327092
2040,1.12859024,0.63139628,0.387472808,1.307494105,1.18552441,0.872640846,0.911479915,1.060595878,1.325857961
2041,1.126825808,0.61408745,0.35400755,1.277805428,1.165804699,0.858977438,0.895879991,1.038338569,1.319431437
2042,1.060532385,0.588643038,0.308961813,1.24649744,1.127761257,0.82107883,0.854556226,0.992432402,1.303742818
2043,1.099556855,0.550712935,0.251226334,1.207299348,1.072425209,0.78476239,0.803702454,0.948053604,1.283565155
2044,1.044292676,0.523065493,0.21397484,1.177448136,1.048337831,0.757946831,0.777275348,0.935831874,1.28902246
2045,1.049233104,0.507556916,0.178079858,1.15575197,1.027091815,0.736292886,0.762228216,0.948667592,1.284210881
2046,1.069448882,0.496526329,0.160668946,1.153854606,1.021199215,0.742099826,0.759021075,0.950768506,1.288559304
2047,1.081784672,0.484039348,0.124186597,1.150347086,1.045633463,0.75949992,0.767689572,0.957903622,1.312094267
2048,1.101228628,0.485370081,0.112853429,1.172614792,1.054335384,0.776136973,0.791050199,0.975683912,1.362386707
2049,1.11262495,0.481279003,0.093388769,1.197611556,1.069455053,0.813579749,0.810192007,1.020204712,1.429596333
2050,1.133213868,0.478347689,0.069388507,1.206842204,1.0661256,0.833085473,0.813917118,1.050791002,1.474239696
