year,NE,MA,ENC,WNC,SA,ESC,WSC,MTN,PA
2010,4.170762281,3.243049283,2.716421476,1.721949454,4.060479571,3.132230645,2.116436265,2.142907923,2.209204267
2011,4.298210779,3.249632479,2.966185336,1.874490749,4.21631255,3.156716043,2.236854088,2.214480489,2.30169472
2012,5.045699651,3.264286755,2.880244509,1.959186873,4.151018757,3.010118275,2.417458243,2.354829623,2.27703139
2013,4.649950137,2.943339897,2.773363415,2.007772456,3.880180769,2.874036293,2.471653424,2.180355877,2.389791038
2014,3.265652753,3.127518086,2.704555717,2.187651736,3.433937997,2.945289383,2.59810644,2.211498391,2.525447311
2015,3.208026203,3.026982289,2.542257341,2.109575469,3.149092767,2.728012862,2.504209249,2.090612884,2.40084258
2016,2.959654447,2.799490819,2.35992253,1.924615491,3.029071534,2.516441229,2.414157943,2.058819504,2.189206286
2017,2.878280168,2.383190489,2.246592007,1.781360054,2.901757762,2.384771769,2.164633996,1.976144486,2.182574951
2018,3.085177683,2.456451456,2.245169286,1.846915245,2.842628007,2.387163105,2.237680315,1.985608439,2.281461077
2019,2.882180432,2.84932865,2.093509862,1.92716785,2.608975033,2.065366782,2.023849886,2.002082203,2.140454904
2020,2.792963589,2.386595,2.049044,1.551062,2.655567,1.915381,1.790304,1.994575,1.89853
2021,2.78781468,2.266516,2.018377,1.580342,2.601065,1.896459,1.809774,2.03344,1.913801
2022,2.58704916,2.103292,1.991794,1.591294,2.518766,1.89305,1.867995,2.002955,1.923916
2023,2.5380435,2.06345,1.989889,1.671386,2.429768,1.955776,1.952305,2.02401,2.034573
2024,2.4968139,2.02993,1.975904,1.65807,2.414788,1.937593,1.9505,1.7538,2.026315
2025,2.5057068,2.03716,1.959885,1.642902,2.343432,1.916115,1.937455,1.728866,1.988783
2026,2.51713596,2.046452,1.95447,1.637479,2.309802,1.891302,1.924977,1.735061,1.979849
2027,2.52254919,2.050853,1.957384,1.641611,2.307587,1.877989,1.91181,1.670833,1.981043
2028,2.49980772,2.032364,1.949697,1.63525,2.326549,1.870305,1.911973,1.682449,1.976578
2029,2.50548294,2.036978,1.944268,1.624219,2.329898,1.858821,1.899857,1.665294,1.962083
2030,2.49565278,2.028986,1.937642,1.625182,2.334949,1.852991,1.895818,1.666079,1.958837
2031,2.48517933,2.020471,1.932703,1.622436,2.340207,1.849635,1.891264,1.548024,1.95403
2032,2.47994076,2.016212,1.942492,1.621344,2.345251,1.816292,1.890587,1.487127,1.950285
2033,2.45384508,1.994996,1.935983,1.615688,2.357318,1.812614,1.882545,1.455332,1.945356
2034,2.36685825,1.924275,1.931526,1.605833,2.348812,1.808137,1.877883,1.438908,1.935126
2035,2.35619046,1.915602,1.928077,1.602047,2.336319,1.801823,1.870391,1.430889,1.928345
2036,2.3504193,1.91091,1.920891,1.600296,2.33143,1.798378,1.873082,1.432137,1.920113
2037,2.36891727,1.925949,1.912918,1.598545,2.327873,1.794925,1.865359,1.43396,1.911232
2038,2.38171296,1.936352,1.909809,1.59708,2.329296,1.791937,1.860214,1.432021,1.9042
2039,2.4180816,1.96592,1.908272,1.597062,2.337361,1.789861,1.854838,1.43305,1.899272
2040,2.38664649,1.940363,1.906126,1.596724,2.338975,1.788015,1.848121,1.43566,1.895616
2041,2.325684,1.8908,1.900135,1.594746,2.33049,1.784414,1.838599,1.432106,1.890717
2042,2.16593898,1.760926,1.897407,1.594611,2.324956,1.783618,1.827681,1.42836,1.887754
2043,2.13743865,1.737755,1.894643,1.594234,2.325334,1.782581,1.814025,1.420984,1.88589
2044,2.11170828,1.716836,1.895396,1.593403,2.328624,1.781367,1.794412,1.418667,1.881399
2045,2.10799368,1.713816,1.892675,1.592293,2.32893,1.780119,1.79709,1.383502,1.877679
2046,2.10396789,1.710543,1.888193,1.589952,2.323453,1.777249,1.789709,1.373537,1.87365
2047,2.05256127,1.668749,1.883783,1.587361,2.318227,1.770217,1.784502,1.369578,1.869007
2048,2.09873424,1.706288,1.880185,1.586249,2.323021,1.772129,1.777161,1.367545,1.865611
2049,2.10227049,1.709163,1.876011,1.585324,2.320681,1.770526,1.773628,1.367743,1.862411
2050,2.402650375,1.953374289,1.832497092,1.690095669,2.410030668,1.859721186,1.694918151,1.432857192,1.905589209
