year,NE,MA,ENC,WNC,SA,ESC,WSC,MTN,PA
2010,6.716687814,6.75639363,6.129390478,6.685447708,7.473166351,5.933720518,5.716948639,6.236262519,5.983378029
2011,6.030513947,6.207717563,5.545278224,6.21309449,6.580333292,5.217292621,5.205304469,5.842451774,5.638500793
2012,4.430597297,4.253628137,3.732782059,4.181030813,4.965183702,3.605665176,3.532110128,4.160046891,4.306363007
2013,6.974012835,5.378042629,4.879115814,5.374261211,5.608221396,4.689891801,4.59140649,5.209436176,5.157469369
2014,7.580017202,5.834452596,5.965656986,6.395295174,6.238895838,5.35588104,5.309008676,5.64727978,5.750675545
2015,4.896030081,3.328181217,3.222854573,3.827709726,4.503163435,3.312222874,3.206551148,3.702606284,3.732636298
2016,4.45014253,3.164593245,3.115549091,3.025719306,3.902102309,2.894794622,2.677424413,3.063732584,3.16979555
2017,4.62905873,3.595598018,3.674811978,3.863392094,4.211805593,3.509635031,3.297081148,3.626335912,3.62107001
2018,5.083701711,3.654957522,3.52936005,3.746624337,4.05674841,3.480024311,3.271338418,3.726995316,3.731853494
2019,4.733803487,3.085287195,2.65727102,2.897963697,3.543119502,2.845698583,2.46428945,3.073506963,3.240460343
2020,4.230809736,2.525975448,2.103582144,2.467113108,3.056147979,2.395501449,2.051152572,2.694315249,2.856850482
2021,6.82421,4.50228,4.479596,4.920003,5.773527,5.187509,4.712949,5.48042,5.786868
2022,5.368755,4.150192,4.157903,4.46366,5.214571,4.664126,4.229358,4.777424,4.884764
2023,5.179478,4.258608,4.170667,4.447321,5.096479,4.527353,4.193003,4.738279,4.800361
2024,4.587106,4.121748,4.090231,4.354033,4.96057,4.427253,4.062502,4.593513,4.63514
2025,4.505441,4.091169,4.044708,4.317459,4.906318,4.371877,4.058292,4.587893,4.65616
2026,4.598185,4.152465,4.203382,4.467425,4.951035,4.469925,4.213984,4.759459,4.852557
2027,4.852906,4.214844,4.325569,4.625692,5.027453,4.53682,4.375457,4.925962,5.008618
2028,4.736745,4.436451,4.611085,4.960154,5.256451,4.835145,4.717235,5.294353,5.338912
2029,4.948297,4.69533,4.882715,5.218114,5.526153,5.026922,4.97675,5.624393,5.643845
2030,5.16507,4.762673,5.062075,5.43993,5.650456,5.119513,5.126627,5.860054,5.864492
2031,5.353936,4.860891,5.261871,5.669863,5.757059,5.308765,5.31876,6.074994,5.999842
2032,5.480645,4.977921,5.443738,5.830701,5.914778,5.432249,5.499588,6.286487,6.216173
2033,5.608466,5.072403,5.569012,5.919444,6.023768,5.605127,5.639872,6.48541,6.166607
2034,5.633241,5.171568,5.663988,6.03511,6.14549,5.593943,5.768437,6.684472,6.313363
2035,5.693168,5.127545,5.705064,6.09851,6.202742,5.702644,5.839167,6.725387,6.325512
2036,5.898291,5.239159,5.842082,6.26756,6.39736,5.924588,6.045571,6.963835,6.550106
2037,6.029238,5.329357,5.862696,6.297203,6.405207,5.964474,6.089292,7.033851,6.661752
2038,6.107087,5.393124,5.910059,6.390922,6.471724,6.042118,6.195559,7.17406,6.788462
2039,6.207256,5.479367,6.004976,6.523252,6.584489,6.178297,6.343298,7.345027,6.945499
2040,6.308918,5.593942,6.136322,6.666104,6.727114,6.295246,6.505361,7.580294,7.159787
2041,6.396247,5.6456,6.187497,6.672383,6.710034,6.268785,6.483171,7.612186,7.24002
2042,6.416648,5.638333,6.170074,6.661036,6.683213,6.22021,6.428267,7.602905,7.199281
2043,6.380384,5.615062,6.133037,6.59359,6.64529,6.236175,6.397013,7.644264,7.181395
2044,6.275282,5.673295,6.233264,6.791201,6.773589,6.410303,6.558467,7.827188,7.449851
2045,6.342093,5.716733,6.283831,6.780941,6.793787,6.479411,6.618012,7.923439,7.435394
2046,6.400428,5.772835,6.303797,6.8023,6.808254,6.556797,6.652505,7.978557,7.488821
2047,6.443576,5.803337,6.410769,6.820913,6.8459,6.601557,6.69082,7.98397,7.585669
2048,6.471676,5.870221,6.447661,6.884528,6.919118,6.66649,6.739583,8.048865,7.573916
2049,6.582024,5.953318,6.551077,6.958369,7.013579,6.750881,6.789173,8.073519,7.67494
2050,6.692973,6.060382,6.580271,7.051067,7.144463,6.824883,6.855114,8.246757,7.746593
