year,NE,MA,ENC,WNC,SA,ESC,WSC,MTN,PA
2010,0.85818,2.64274,3.35827,1.549812,2.864664,1.354117,5.379282,4.756302,2.707125
2011,0.915348,2.719853,3.525401,1.555518,2.934925,1.416257,5.529355,4.79351,2.54856
2012,0.879083,2.770951,3.547677,1.491081,3.280124,1.540446,5.730931,4.903691,2.803605
2013,0.859505,2.891799,3.818099,1.645916,3.261053,1.455897,5.577358,4.972179,2.896845
2014,0.857731,3.120449,4.045156,1.68047,3.326574,1.544663,5.646739,5.000559,2.784841
2015,0.905922,3.099138,3.886718,1.574979,3.663951,1.696394,5.951674,5.255469,2.76397
2016,0.856641,3.156144,3.920965,1.638642,3.73514,1.74669,5.803449,1.581652,2.775395
2017,0.879541,3.11356,3.997107,1.7296,3.888779,1.767733,5.922212,1.576464,2.827698
2018,0.930977,3.316355,4.395236,1.846236,4.067651,1.912479,6.697608,1.676031,2.952353
2019,0.900063,3.415516,4.450531,1.710181,4.156187,1.873852,6.74745,1.723301,2.913453
2020,0.9185,3.702559,4.542523,1.711889,4.47767,1.97233,6.986509,1.768411,3.071597
2021,0.916155,3.803778,4.651375,1.709659,4.361852,1.952148,7.37456,1.753434,3.119039
2022,0.924507,3.860946,4.827651,1.735177,4.392112,2.03164,7.600245,1.762506,3.129566
2023,0.900061,3.857918,5.028527,1.775396,4.421868,2.065713,7.760235,1.783276,3.160699
2024,0.876563,3.85217,5.178118,1.785734,4.425489,2.069654,7.912364,1.846651,3.03739
2025,0.861767,3.902095,5.393628,1.780112,4.548767,2.100682,7.993245,1.880583,3.046124
2026,0.855052,3.918388,5.568245,1.778512,4.575186,2.11574,8.223409,1.908582,3.058607
2027,0.849256,3.911494,5.666909,1.765311,4.599185,2.188359,8.391595,1.937379,3.008406
2028,0.839764,3.888331,5.731218,1.771335,4.622411,2.290857,8.52473,1.968261,3.049953
2029,0.833478,3.882156,5.819475,1.767843,4.590074,2.362637,8.610408,1.944964,2.919734
2030,0.833002,3.823514,5.973389,1.78684,4.565439,2.432673,8.7338,1.967902,2.895341
2031,0.853481,3.847712,6.077305,1.802008,4.606067,2.477875,8.849687,1.988159,2.891279
2032,0.866683,3.860841,6.106464,1.811022,4.647804,2.515554,8.902388,2.02947,2.89698
2033,0.864451,3.825153,6.146016,1.814905,4.659752,2.609328,9.022698,2.037134,2.932075
2034,0.916853,3.823542,6.124093,1.817507,4.705869,2.652651,9.058897,2.057688,2.944139
2035,0.921758,3.854156,6.202582,1.841778,4.761394,2.70618,9.105711,2.103425,2.93934
2036,0.902227,3.852636,6.276587,1.848225,4.812193,2.749257,9.187968,2.11055,2.922313
2037,0.907184,3.891001,6.342925,1.864073,4.849185,2.800316,9.256908,2.11836,2.961932
2038,0.938619,3.919531,6.397132,1.868347,4.912845,2.876778,9.348225,2.136248,2.991118
2039,0.944471,3.911389,6.44707,1.88029,4.934425,2.923038,9.457664,2.167221,3.014752
2040,0.916141,3.918025,6.509769,1.890573,4.964737,2.956347,9.552272,2.17018,3.045503
2041,0.945849,3.971046,6.515786,1.894142,4.956336,3.018993,9.600943,2.203718,3.077828
2042,0.920852,4.033325,6.538446,1.899332,4.972651,3.070321,9.627965,2.20937,3.121182
2043,0.936057,3.993608,6.610541,1.910555,5.026421,3.103025,9.698235,2.232738,3.151896
2044,0.938207,4.132645,6.579647,1.919572,5.067631,3.109122,9.794737,2.262408,3.18819
2045,0.945993,4.136455,6.609484,1.928495,5.100707,3.109467,9.869131,2.297749,3.2194
2046,0.960191,4.096757,6.672583,1.944491,5.142379,3.093421,9.947914,2.347269,3.251853
2047,0.966866,4.128397,6.719,1.949325,5.179393,3.099108,10.029067,2.380039,3.294446
2048,0.987027,4.200354,6.72866,1.964124,5.17952,3.125039,10.123112,2.414865,3.327259
2049,0.989416,4.242766,6.770315,1.972419,5.152055,3.177905,10.192934,2.444677,3.382796
2050,0.989069,4.290274,6.795206,1.978285,5.172893,3.224628,10.291437,2.477968,3.427643
