year,NE,MA,ENC,WNC,SA,ESC,WSC,MTN,PA
2010,6.339105343,6.376579074,5.784823265,6.309621418,7.053058004,5.600153004,5.395567081,5.885687432,5.64701899
2011,5.691505135,5.858747148,5.233547218,5.863821807,6.210416069,4.923999514,4.912685283,5.514014985,5.321529226
2012,4.18152872,4.014507984,3.522941568,3.945991759,4.686063043,3.402970633,3.333550525,3.926187461,4.064278333
2013,6.58196469,5.075712868,4.604833511,5.072144024,5.292952003,4.426246834,4.333297932,4.916584723,4.867539261
2014,7.153902173,5.506465486,5.630294146,6.035779975,5.888172719,5.054797105,5.010559698,5.329814697,5.42739801
2015,4.620796933,3.141085595,3.041679948,3.612532821,4.250015511,3.126024359,3.02629303,3.494462141,3.522804
2016,4.199975207,2.986693814,2.940406706,2.855626754,3.682743382,2.732062077,2.526911459,2.891503094,2.991603669
2017,4.36883353,3.393469406,3.468230308,3.646209284,3.975036518,3.312338878,3.111733834,3.422479352,3.417509476
2018,4.797918494,3.449491982,3.330955044,3.536005694,3.828695964,3.284392742,3.087438246,3.51748013,3.522065202
2019,4.464264,2.909743,2.501857,2.742871,3.345811,2.686536,2.327171,2.902225,3.059891
2020,4.107285,2.867775,2.463463,2.714975,3.306152,2.675699,2.327299,2.852079,2.841907
2021,4.250678,3.088435,2.715137,2.905353,3.549279,2.929192,2.584267,3.138922,3.147166
2022,4.104719,3.232489,2.887438,3.099289,3.674742,3.100208,2.749424,3.19957,3.144294
2023,4.078847,3.35552,3.11462,3.290937,3.876008,3.298045,2.972116,3.380113,3.331042
2024,4.280427,3.542945,3.372445,3.577484,4.140737,3.58429,3.260921,3.676775,3.562104
2025,4.640716,3.897565,3.811787,4.069113,4.561513,4.037429,3.753114,4.165222,4.095931
2026,4.732923,4.104776,4.045806,4.361054,4.749748,4.272514,4.041513,4.505623,4.445157
2027,4.797132,4.258251,4.239966,4.552386,4.900232,4.412179,4.202295,4.697643,4.632742
2028,4.872055,4.383946,4.417952,4.76075,5.028997,4.531207,4.362795,4.897734,4.806021
2029,4.962901,4.506136,4.605499,4.945402,5.168684,4.670129,4.533402,5.060912,4.948882
2030,4.965926,4.582558,4.699816,5.058797,5.260366,4.739621,4.637579,5.134115,5.041256
2031,4.993833,4.639308,4.79917,5.159183,5.330905,4.803143,4.736375,5.253708,4.909973
2032,5.064038,4.728819,4.891386,5.282801,5.451498,4.924349,4.848687,5.367135,5.031756
2033,5.208772,4.888062,5.025979,5.42274,5.564672,5.046077,4.989231,5.505616,5.167974
2034,5.318389,4.988755,5.133327,5.535098,5.691288,5.162664,5.098292,5.599643,5.273301
2035,5.306187,4.901323,5.186584,5.597827,5.739692,5.225097,5.15788,5.647891,5.352724
2036,5.378753,4.950991,5.267161,5.681819,5.796774,5.31817,5.232078,5.7383,5.464972
2037,5.493642,5.034333,5.342185,5.761364,5.881794,5.417511,5.316473,5.824929,5.573389
2038,5.647253,5.100989,5.392751,5.837811,5.950054,5.508806,5.405001,5.956404,5.690666
2039,5.739031,5.142078,5.445163,5.895913,6.018846,5.588,5.493632,6.035198,5.794428
2040,5.821402,5.213069,5.50242,5.956867,6.089815,5.654577,5.517388,6.106205,5.871779
2041,5.86646,5.209259,5.519052,5.962936,6.115126,5.630641,5.550273,6.159338,5.928629
2042,5.946174,5.276186,5.574395,6.005039,6.12245,5.663581,5.598392,6.240479,5.973366
2043,6.014418,5.316774,5.606747,6.021908,6.149336,5.676869,5.61985,6.277374,6.028571
2044,6.20057,5.487399,5.798528,6.213991,6.301128,5.884525,5.853438,6.554419,6.249833
2045,6.258976,5.554241,5.875476,6.202266,6.452695,5.864435,5.930507,6.689021,6.347588
2046,6.404247,5.6604,6.006558,6.348366,6.616595,5.979442,6.084085,6.873358,6.482129
2047,6.551231,5.785784,6.172198,6.462682,6.682361,6.22005,6.238574,7.121203,6.68497
2048,6.595418,5.840572,6.225754,6.515854,6.799936,6.166922,6.307526,7.268201,6.806433
2049,6.729187,5.960802,6.347282,6.640665,6.91479,6.284037,6.462917,7.464967,6.98312
2050,6.904208,6.070157,6.460382,6.806943,7.094746,6.458223,6.678876,7.677526,7.177423
