year,NE,MA,ENC,WNC,SA,ESC,WSC,MTN,PA
2010,0.85818,2.64274,3.35827,1.549812,2.864664,1.354117,5.379282,4.756302,2.707125
2011,0.915348,2.719853,3.525401,1.555518,2.934925,1.416257,5.529355,4.79351,2.54856
2012,0.879083,2.770951,3.547677,1.491081,3.280124,1.540446,5.730931,4.903691,2.803605
2013,0.859505,2.891799,3.818099,1.645916,3.261053,1.455897,5.577358,4.972179,2.896845
2014,0.857731,3.120449,4.045156,1.68047,3.326574,1.544663,5.646739,5.000559,2.784841
2015,0.905922,3.099138,3.886718,1.574979,3.663951,1.696394,5.951674,5.255469,2.76397
2016,0.856641,3.156144,3.920965,1.638642,3.73514,1.74669,5.803449,1.581652,2.775395
2017,0.879541,3.11356,3.997107,1.7296,3.888779,1.767733,5.922212,1.576464,2.827698
2018,0.930977,3.316355,4.395236,1.846236,4.067651,1.912479,6.697608,1.676031,2.952353
2019,0.897654,3.416025,4.424859,1.79599,4.171496,1.880909,6.65642,1.720895,2.894965
2020,0.884123,3.628469,4.43844,1.688986,4.271947,1.904428,6.82018,1.753388,2.992618
2021,0.896569,3.721839,4.522192,1.690257,4.175261,1.844741,6.964173,1.666726,3.046604
2022,0.901811,3.781523,4.683693,1.706345,4.101565,1.83589,7.08383,1.65785,3.051007
2023,0.880338,3.784451,4.860214,1.717848,4.014142,1.774807,7.150835,1.668711,3.025666
2024,0.868659,3.724101,4.984327,1.72427,3.993172,1.785581,7.117099,1.703465,2.932179
2025,0.851204,3.690329,5.049832,1.733399,4.07493,1.775849,7.193129,1.723503,2.95112
2026,0.839828,3.697584,5.071739,1.739735,4.09929,1.799214,7.265891,1.77765,2.985631
2027,0.831853,3.723249,5.072859,1.73492,4.092788,1.810018,7.403971,1.793583,2.9365
2028,0.817672,3.711168,5.101215,1.745733,4.114921,1.809835,7.508336,1.828121,2.951935
2029,0.825169,3.673078,5.115221,1.747305,4.056205,1.830462,7.554082,1.832725,2.832945
2030,0.818297,3.628306,5.110938,1.7528,4.056136,1.810861,7.623828,1.832717,2.81063
2031,0.864406,3.597093,5.143092,1.755715,4.10046,1.810406,7.68098,1.881777,2.789862
2032,0.854506,3.721432,5.164755,1.756145,4.123151,1.894168,7.76435,1.891654,2.819007
2033,0.858613,3.70965,5.183697,1.756298,4.144612,1.886958,7.772972,1.910087,2.806418
2034,0.871237,3.682283,5.225109,1.771143,4.135629,1.920774,7.793495,1.909637,2.827137
2035,0.858009,3.722248,5.253989,1.777512,4.14164,1.894825,7.844896,1.916947,2.849887
2036,0.864443,3.698377,5.287564,1.78831,4.131371,1.93624,7.901204,1.920587,2.815821
2037,0.865862,3.698702,5.341374,1.805813,4.087786,1.96756,7.930846,1.905846,2.861606
2038,0.875884,3.679261,5.39916,1.815019,4.06881,1.988261,7.967714,1.907643,2.877681
2039,0.881439,3.691713,5.402834,1.817502,4.09772,1.953805,7.967684,1.924042,2.9182
2040,0.88521,3.74945,5.404899,1.827494,4.111369,1.954191,8.020761,1.943805,2.949729
2041,0.919119,3.750089,5.432957,1.831769,4.1087,1.887611,8.091649,1.9794,2.967942
2042,0.908584,3.762406,5.493587,1.840969,4.107193,1.910627,8.153067,2.008988,2.993146
2043,0.91746,3.778304,5.501153,1.853388,4.066046,1.927473,8.195355,2.034961,3.017416
2044,0.929251,3.795593,5.525973,1.86502,4.116158,1.936552,8.198412,2.057274,3.0634
2045,0.938097,3.833818,5.538053,1.867111,4.118339,1.974584,8.279458,2.078805,3.12444
2046,0.952934,3.852871,5.541516,1.875373,4.139902,1.97604,8.267349,2.082659,3.163686
2047,0.960984,3.869453,5.541659,1.870853,4.168286,1.97926,8.27259,2.094433,3.194635
2048,0.96303,3.90988,5.56804,1.881653,4.197236,2.008049,8.298709,2.114905,3.235183
2049,0.967171,3.936814,5.562318,1.888512,4.271395,2.028401,8.253275,2.123401,3.272616
2050,0.968881,3.963418,5.581994,1.900597,4.316234,2.05896,8.257456,2.13275,3.300732
