year,NE,MA,ENC,WNC,SA,ESC,WSC,MTN,PA
2010,0.85818,2.64274,3.35827,1.549812,2.864664,1.354117,5.379282,4.756302,2.707125
2011,0.915348,2.719853,3.525401,1.555518,2.934925,1.416257,5.529355,4.79351,2.54856
2012,0.879083,2.770951,3.547677,1.491081,3.280124,1.540446,5.730931,4.903691,2.803605
2013,0.859505,2.891799,3.818099,1.645916,3.261053,1.455897,5.577358,4.972179,2.896845
2014,0.857731,3.120449,4.045156,1.68047,3.326574,1.544663,5.646739,5.000559,2.784841
2015,0.905922,3.099138,3.886718,1.574979,3.663951,1.696394,5.951674,5.255469,2.76397
2016,0.856641,3.156144,3.920965,1.638642,3.73514,1.74669,5.803449,1.581652,2.775395
2017,0.879541,3.11356,3.997107,1.7296,3.888779,1.767733,5.922212,1.576464,2.827698
2018,0.930977,3.316355,4.395236,1.846236,4.067651,1.912479,6.697608,1.676031,2.952353
2019,0.884965,3.507681,4.665439,1.972424,4.325762,1.962087,7.134515,1.985243,2.949311
2020,0.849804,3.615312,4.5785,1.915619,4.221534,1.967894,7.066121,1.900725,2.847719
2021,0.784353,3.507457,4.204392,1.775775,3.890364,1.781475,6.581818,1.69097,2.762576
2022,0.827471,3.491597,4.501629,1.731157,3.875389,1.766966,6.403962,1.694852,2.796384
2023,0.790563,3.55868,4.784345,1.77245,3.984435,1.848181,6.601922,1.670349,2.808556
2024,0.75105,3.637568,4.797719,1.782884,4.056169,1.844686,6.790573,1.527547,2.835733
2025,0.74007,3.643052,5.00893,1.799618,4.208899,1.873715,6.918722,1.55784,2.894035
2026,0.738079,3.59264,5.089574,1.824114,4.153917,1.872733,7.110502,1.59629,2.93188
2027,0.734407,3.542621,5.194916,1.831574,4.059876,1.867742,7.161048,1.583919,2.940953
2028,0.731524,3.477481,5.191976,1.826099,3.978652,1.82382,7.213741,1.579849,2.954114
2029,0.722152,3.458158,5.228347,1.823691,3.994077,1.823356,7.195466,1.605201,2.934055
2030,0.713559,3.444961,5.188657,1.838653,3.909206,1.823579,7.266628,1.685533,2.742278
2031,0.712327,3.430239,5.246244,1.847357,3.848276,1.84132,7.334179,1.799702,2.664617
2032,0.715861,3.457619,5.228581,1.84615,3.884284,1.825139,7.280889,1.885172,2.640122
2033,0.717231,3.448237,5.226436,1.848265,3.887825,1.811737,7.286518,1.934488,2.641901
2034,0.722081,3.458647,5.274981,1.854588,3.876968,1.797939,7.311256,1.962344,2.653218
2035,0.725494,3.31742,5.368938,1.85819,3.910782,1.792284,7.291983,1.969671,2.66943
2036,0.723654,3.305799,5.444869,1.869332,3.896284,1.782564,7.330405,1.98442,2.697451
2037,0.7327,3.299051,5.501172,1.890874,3.93436,1.778642,7.394201,2.025634,2.698799
2038,0.736613,3.327055,5.576024,1.911281,3.961204,1.777728,7.466126,2.082004,2.723551
2039,0.741522,3.336672,5.67115,1.921534,4.018476,1.793506,7.514563,2.110376,2.740429
2040,0.746217,3.382848,5.714064,1.932887,4.072502,1.797041,7.596818,2.128053,2.765407
2041,0.752348,3.396958,5.753526,1.95248,4.060068,1.801507,7.662513,2.154461,2.787303
2042,0.759101,3.409353,5.820698,1.965639,4.100121,1.817723,7.751116,2.194895,2.817931
2043,0.76692,3.444397,5.898143,1.984544,4.164339,1.809846,7.859363,2.235959,2.837183
2044,0.766684,3.461717,5.945594,2.017272,4.1954,1.825777,7.946067,2.256555,2.85762
2045,0.767959,3.486036,5.987043,2.019687,4.227478,1.831984,8.062308,2.244113,2.891878
2046,0.776676,3.487172,6.002498,2.025205,4.266242,1.823881,8.174604,2.238803,2.926137
2047,0.781391,3.527869,6.093008,2.036218,4.236823,1.802192,8.226163,2.29006,2.936324
2048,0.785506,3.563266,6.13037,2.049442,4.264472,1.822796,8.266787,2.330701,2.965321
2049,0.787379,3.571275,6.201043,2.058219,4.343029,1.807952,8.334217,2.338953,3.001723
2050,0.789606,3.597069,6.264584,2.081088,4.421857,1.793839,8.428031,2.353265,3.031103
