t,NE,MA,ENC,WNC,SA,ESC,WSC,MTN,PA
2010,4.683876249,4.711565065,4.274324976,4.662090989,5.211405882,4.137874704,3.986709028,4.348852098,4.172503325
2011,2.927163158,3.139824579,2.713908871,3.21577514,3.269097465,2.200280718,2.394996377,2.715813597,2.732003946
2012,1.605684952,1.53976801,1.171484006,1.557710895,1.872629542,0.770146234,1.005573644,1.280376128,1.538252511
2013,3.546416526,2.465455975,2.14714223,2.536507126,2.4758245,1.757503201,1.895343175,2.147623017,2.255814287
2014,3.981166984,2.771478222,2.900041811,3.264085538,2.910622142,2.192987909,2.397177208,2.451128908,2.665740097
2015,1.866609293,0.793683671,0.71192258,1.236132391,1.415156097,0.429196603,0.681535095,0.824554307,1.041525886
2016,1.511995406,0.618041659,0.538910351,0.605065279,0.927490233,0.039588651,0.273632216,0.325044506,0.635908366
2017,1.752855964,1.04526959,1.060862956,1.305793638,1.247641787,0.604537225,0.835410414,0.8636701,1.070924187
2018,1.891368598,0.908357827,0.743503089,1.046700984,0.96747621,0.366374601,0.600744149,0.729693447,0.97773526
2019,1.538998438,0.349026381,-0.050798823,0.296724645,0.427097311,-0.234165049,-0.122110069,0.012360557,0.503512033
2020,1.131327995,-0.120499162,-0.5029361,-0.060480797,0.045346192,-0.604442717,-0.456998582,-0.279584187,0.187550734
2021,3.075877492,1.398019118,1.32791827,1.782788165,2.108454639,1.535214548,1.528837856,1.791394061,2.338489686
2022,1.831014147,0.924510704,0.716157677,1.132513241,1.270824848,0.759629236,0.844280165,1.05706096,1.421439722
2023,1.541844748,0.733151836,0.495954853,0.974280001,1.058666779,0.528987206,0.647755901,0.865577354,1.253268474
2024,1.179806311,0.521008838,0.305014942,0.790177028,0.846219307,0.304386051,0.462352602,0.67072328,1.005786149
2025,0.964289602,0.455439195,0.24385082,0.742755859,0.784673844,0.27864178,0.424576975,0.651365351,0.998116554
2026,0.864313776,0.420210945,0.262570458,0.743844838,0.798712844,0.29310655,0.449488723,0.703186117,1.089852146
2027,0.80052848,0.434544384,0.318801743,0.853999473,0.901373957,0.431173084,0.556947894,0.821459693,1.194537994
2028,0.832901843,0.450697719,0.404369102,0.978653196,0.99087811,0.521184493,0.673619421,0.936153543,1.292695712
2029,0.89709439,0.522502465,0.485295656,1.076706592,1.064926802,0.611802175,0.785823889,1.06959081,1.419457438
2030,0.997204109,0.608351129,0.563716064,1.185077516,1.156692555,0.703495691,0.885864076,1.167077373,1.50636932
2031,1.082418957,0.625730031,0.58701868,1.256766638,1.207723699,0.763351392,0.954694383,1.180629409,1.440276607
2032,1.088985243,0.632530052,0.580615999,1.276244136,1.229800273,0.769229282,0.974373419,1.187113751,1.432890891
2033,1.128506422,0.703494188,0.560547847,1.320268467,1.276292379,0.834183641,1.014148224,1.213712176,1.482006991
2034,1.147491659,0.714531493,0.498966008,1.303857222,1.242437572,0.889374571,1.012530911,1.209623857,1.492873613
2035,1.122877667,0.681807894,0.472658056,1.316469168,1.252302633,0.887824685,1.018130344,1.208164042,1.488947722
2036,1.105451945,0.66234196,0.441855105,1.306974821,1.22885148,0.908550399,1.01763282,1.216125418,1.503206133
2037,1.090828583,0.654898592,0.400445367,1.295807413,1.219965842,0.901081928,1.003525888,1.213709872,1.50629965
2038,1.094939222,0.635953546,0.380438739,1.291986347,1.216996235,0.896922038,0.996422609,1.196974044,1.498929634
2039,1.099591416,0.620946606,0.348823803,1.2765412,1.210335973,0.873003421,0.983675328,1.184680709,1.497820778
2040,1.096003064,0.60906491,0.340767985,1.289586744,1.216309153,0.885041342,0.989566546,1.185096622,1.511551537
2041,1.042011459,0.544722828,0.297957943,1.262737761,1.212819428,0.861576809,0.961945885,1.174981157,1.508595338
2042,1.007423714,0.510974648,0.256093534,1.234870665,1.172513982,0.821106474,0.924541699,1.1505158,1.448773203
2043,0.989474649,0.473572194,0.216824365,1.226329992,1.146393995,0.795544963,0.91086175,1.168636079,1.433049813
2044,0.879023034,0.412424628,0.139684391,1.161679992,1.072167492,0.715033815,0.838415922,1.148688718,1.401424945
2045,0.863893757,0.382179594,0.096590483,1.133100255,1.041415065,0.657002336,0.801294411,1.140555269,1.402942028
2046,0.849654594,0.359920726,0.055426698,1.120719175,1.027807443,0.637832856,0.774091928,1.14058587,1.408978963
2047,0.836533044,0.32839522,0.006730043,1.094068516,1.004247005,0.611542244,0.751486572,1.14263097,1.430252729
2048,0.821106237,0.305905972,-0.022558675,1.094430143,0.984366187,0.631434279,0.749403061,1.13118355,1.426883373
2049,0.83098976,0.294754387,-0.059113949,1.06079125,0.96336126,0.601653716,0.71853394,1.111469121,1.36505338
2050,0.812856337,0.267038562,-0.091226596,1.04970636,0.94430387,0.561735501,0.693950335,1.104734651,1.359816301
