*cendiv,value
East_North_Central,0.303868936
East_South_Central,0.622667212
Mid_Atlantic,0.080763121
Mountain,0.407443373
New_England,0.388845347
Pacific,0.093702894
South_Atlantic,0.1555158
West_North_Central,0.57865436
West_South_Central,0.084472143
