year,NE,MA,ENC,WNC,SA,ESC,WSC,MTN,PA
2010,0.85818,2.64274,3.35827,1.549812,2.864664,1.354117,5.379282,4.756302,2.707125
2011,0.915348,2.719853,3.525401,1.555518,2.934925,1.416257,5.529355,4.79351,2.54856
2012,0.879083,2.770951,3.547677,1.491081,3.280124,1.540446,5.730931,4.903691,2.803605
2013,0.859505,2.891799,3.818099,1.645916,3.261053,1.455897,5.577358,4.972179,2.896845
2014,0.857731,3.120449,4.045156,1.68047,3.326574,1.544663,5.646739,5.000559,2.784841
2015,0.905922,3.099138,3.886718,1.574979,3.663951,1.696394,5.951674,5.255469,2.76397
2016,0.856641,3.156144,3.920965,1.638642,3.73514,1.74669,5.803449,1.581652,2.775395
2017,0.879541,3.11356,3.997107,1.7296,3.888779,1.767733,5.922212,1.576464,2.827698
2018,0.930977,3.316355,4.395236,1.846236,4.067651,1.912479,6.697608,1.676031,2.952353
2019,0.884488,3.505682,4.660842,1.971532,4.330067,1.958889,7.141617,1.985658,2.948652
2020,0.840648,3.753148,4.765943,1.8795,4.36661,2.017272,7.376013,1.952284,2.86358
2021,0.891577,3.845794,4.877665,1.924583,4.58561,2.08659,7.519446,1.992091,3.04982
2022,0.854465,3.859926,4.945109,1.922583,4.654917,2.128554,7.48649,1.940685,3.033307
2023,0.793624,3.823144,5.056628,1.922072,4.694857,2.115002,7.67392,1.893093,3.01478
2024,0.789025,3.719633,5.166803,1.922147,4.68774,2.156662,7.724532,1.913595,2.976318
2025,0.775714,3.684264,5.480588,1.904119,4.768516,2.085306,7.762826,1.933045,3.003775
2026,0.76449,3.626194,5.639057,1.900714,4.785778,2.125517,7.95071,2.001441,3.038169
2027,0.766328,3.617597,5.669737,1.887736,4.746497,2.187369,8.177601,2.053649,2.979543
2028,0.770549,3.541374,5.750188,1.894804,4.702335,2.176567,8.29889,2.081717,2.957853
2029,0.774864,3.498252,5.824802,1.899244,4.724289,2.213418,8.409116,2.097554,2.940842
2030,0.757993,3.55502,5.861571,1.910799,4.69119,2.198773,8.454103,2.11533,2.751439
2031,0.753794,3.514678,5.974099,1.922837,4.740368,2.220164,8.607366,2.156033,2.719205
2032,0.757024,3.520876,5.999596,1.941274,4.79629,2.274302,8.656311,2.193855,2.72489
2033,0.761524,3.531034,6.072998,1.954697,4.845551,2.325938,8.743965,2.219399,2.723594
2034,0.773229,3.55224,6.189212,1.964569,4.894581,2.383651,8.807841,2.247437,2.725683
2035,0.759902,3.499216,6.249973,1.971686,4.894562,2.403174,8.911747,2.284279,2.730512
2036,0.759029,3.59557,6.345544,1.985993,5.013677,2.463552,9.08778,2.295708,2.759413
2037,0.758097,3.60543,6.410337,1.993784,5.08738,2.477796,9.183105,2.337498,2.768679
2038,0.770465,3.690647,6.46141,2.033159,5.197021,2.592687,9.313712,2.346891,2.776822
2039,0.781362,3.666924,6.532339,2.049655,5.259662,2.7207,9.407294,2.384298,2.801259
2040,0.78664,3.68234,6.60421,2.069533,5.288448,2.783687,9.519402,2.413168,2.79476
2041,0.786033,3.722212,6.677368,2.075722,5.311823,2.815233,9.635782,2.416883,2.85664
2042,0.795747,3.72305,6.768014,2.087338,5.439096,2.821608,9.754563,2.429343,2.852381
2043,0.801072,3.744437,6.8258,2.108052,5.524594,2.863142,9.863061,2.400473,2.861196
2044,0.801559,3.803859,6.916139,2.120749,5.558263,2.958856,9.995328,2.365595,2.873428
2045,0.80856,3.817988,6.993373,2.137126,5.662923,3.011341,10.075328,2.366821,2.911866
2046,0.817402,3.853812,7.080188,2.175113,5.762856,3.063323,10.224884,2.374861,2.954564
2047,0.82011,3.89131,7.095158,2.201791,5.834526,3.103745,10.303997,2.377387,2.998417
2048,0.833908,3.907786,7.162377,2.203679,5.886927,3.150482,10.435962,2.402517,3.036379
2049,0.846833,3.946985,7.239172,2.209071,5.934933,3.167336,10.592469,2.433426,3.079453
2050,0.84981,4.007305,7.336673,2.240836,5.936679,3.24074,10.765643,2.435684,3.121421
