year,NE,MA,ENC,WNC,SA,ESC,WSC,MTN,PA
2010,0.42,0.89,0.326,0.124,1.544,0.567,2.049,0.641,0.989
2011,0.456,0.965,0.395,0.117,1.671,0.639,2.188,0.567,0.766
2012,0.44768,1.15412,0.6556,0.17066,2.04285,0.7973,2.33724,0.66283,1.04455
2013,0.37155,1.06634,0.4753,0.13982,1.88271,0.62896,2.07546,0.65072,1.06898
2014,0.34175,1.13148,0.48286,0.10807,1.89625,0.67191,2.02567,0.64891,1.07373
2015,0.39761,1.23645,0.71331,0.14716,2.3301,0.87542,2.43411,0.75092,1.08443
2016,0.39318,1.3445,0.91214,0.19192,2.46983,0.9619,2.35184,0.76576,0.91791
2017,0.284461,1.230279,0.684573,0.107581,2.168731,0.952848,2.475176,0.622666,0.856923
2018,0.284737,1.239418,0.760534,0.11061,2.21487,0.913622,2.648121,0.743775,0.898846
2019,0.295647,1.105526,0.689869,0.104936,1.901464,0.75188,2.445379,0.685576,0.850953
2020,0.24954,1.109078,0.613038,0.191488,1.52868,0.577283,2.199967,0.622583,0.600336
2021,0.235653,1.007992,0.539816,0.16051,1.375479,0.527518,2.062037,0.554881,0.49858
2022,0.228771,0.951088,0.528111,0.15317,1.339158,0.4722,1.966753,0.530395,0.458613
2023,0.236323,0.948536,0.609457,0.180336,1.351457,0.473834,1.939738,0.566885,0.434229
2024,0.218921,0.982061,0.578021,0.188006,1.428862,0.468221,1.899069,0.560227,0.461648
2025,0.20563,0.979446,0.574081,0.183127,1.429918,0.461319,1.907407,0.568938,0.502138
2026,0.209439,0.983832,0.582013,0.173047,1.442696,0.47884,1.897285,0.579289,0.557388
2027,0.209967,0.975679,0.586077,0.175492,1.418059,0.456013,1.869931,0.603106,0.493225
2028,0.210973,0.95061,0.606904,0.181925,1.390886,0.476864,1.849438,0.584538,0.496806
2029,0.214194,0.971844,0.582355,0.185142,1.423315,0.470354,1.826754,0.606169,0.451383
2030,0.202605,1.01645,0.582763,0.195626,1.424831,0.47911,1.827618,0.578272,0.31057
2031,0.21123,1.025921,0.575995,0.186549,1.448814,0.480887,1.838457,0.566966,0.304215
2032,0.220329,0.983999,0.566957,0.19273,1.45426,0.479872,1.8562,0.491604,0.307755
2033,0.229111,0.974893,0.568892,0.181076,1.467594,0.475549,1.865081,0.478512,0.310221
2034,0.235982,0.977908,0.574073,0.185999,1.475757,0.477477,1.861121,0.476274,0.311676
2035,0.24087,0.968338,0.588802,0.184058,1.48125,0.480934,1.866985,0.46393,0.316103
2036,0.244981,0.962592,0.590453,0.180617,1.50514,0.461263,1.897591,0.457807,0.318674
2037,0.244212,0.956863,0.605893,0.197709,1.521857,0.438261,1.914459,0.435011,0.323007
2038,0.243195,0.921717,0.621429,0.20193,1.521565,0.427879,1.929133,0.362276,0.325877
2039,0.240927,0.912302,0.644182,0.197918,1.509102,0.444779,1.927569,0.346011,0.330724
2040,0.27328,0.88357,0.628904,0.194597,1.487265,0.46569,1.935306,0.357983,0.333469
2041,0.281031,0.883852,0.652365,0.196955,1.516004,0.432916,1.949043,0.354715,0.340806
2042,0.283297,0.894716,0.674692,0.199541,1.578089,0.385885,1.981089,0.355137,0.345006
2043,0.290137,0.877478,0.686248,0.192419,1.577394,0.439266,2.009818,0.363446,0.347901
2044,0.29039,0.847315,0.675586,0.190902,1.599824,0.425385,2.008088,0.376422,0.348469
2045,0.276503,0.87209,0.694541,0.205835,1.607175,0.415395,2.00335,0.378294,0.348109
2046,0.267699,0.848403,0.681893,0.21088,1.585328,0.430165,2.011989,0.400602,0.34839
2047,0.241304,0.841846,0.661899,0.208258,1.589901,0.451605,2.017202,0.407147,0.350769
2048,0.225101,0.836718,0.669979,0.20789,1.594782,0.455457,2.028338,0.401335,0.350826
2049,0.220361,0.802925,0.685424,0.246538,1.610743,0.472344,2.048448,0.401522,0.351984
2050,0.217599,0.817802,0.657812,0.257796,1.650625,0.494453,2.049953,0.40548,0.356092
