year,NE,MA,ENC,WNC,SA,ESC,WSC,MTN,PA
2010,0.42,0.89,0.326,0.124,1.544,0.567,2.049,0.641,0.989
2011,0.456,0.965,0.395,0.117,1.671,0.639,2.188,0.567,0.766
2012,0.44768,1.15412,0.6556,0.17066,2.04285,0.7973,2.33724,0.66283,1.04455
2013,0.37155,1.06634,0.4753,0.13982,1.88271,0.62896,2.07546,0.65072,1.06898
2014,0.34175,1.13148,0.48286,0.10807,1.89625,0.67191,2.02567,0.64891,1.07373
2015,0.39761,1.23645,0.71331,0.14716,2.3301,0.87542,2.43411,0.75092,1.08443
2016,0.39318,1.3445,0.91214,0.19192,2.46983,0.9619,2.35184,0.76576,0.91791
2017,0.284034,1.230298,0.685967,0.111518,2.166595,0.977711,2.495195,0.631505,0.858282
2018,0.289436,1.254075,0.775953,0.119816,2.276122,0.939494,2.708809,0.741876,0.897917
2019,0.350971,1.371021,0.913003,0.141304,2.815165,1.058516,2.890963,0.772052,0.95828
2020,0.369021,1.457048,0.894476,0.215301,2.707703,0.987633,2.862848,0.698711,0.698206
2021,0.378856,1.556329,0.965156,0.214592,2.898046,1.070154,3.072228,0.669725,0.687228
2022,0.396732,1.660075,1.086481,0.199321,2.969944,1.101394,3.176224,0.681713,0.716446
2023,0.393576,1.710449,1.27354,0.237871,3.036903,1.115369,3.32691,0.692049,0.714617
2024,0.392247,1.705709,1.395985,0.25419,3.116967,1.087756,3.417598,0.70867,0.70294
2025,0.380641,1.72385,1.455407,0.255681,3.205286,1.092574,3.510491,0.728245,0.738129
2026,0.390846,1.716793,1.511795,0.257268,3.147202,1.09956,3.574557,0.77858,0.810018
2027,0.389113,1.726662,1.569113,0.264625,3.136486,1.089438,3.607145,0.78134,0.789817
2028,0.381383,1.704999,1.617881,0.284748,3.170566,1.089496,3.688868,0.793823,0.743677
2029,0.364319,1.709311,1.637602,0.275535,3.223219,1.100297,3.752549,0.79804,0.734517
2030,0.382381,1.696609,1.690885,0.273483,3.243452,1.0937,3.808987,0.807997,0.701197
2031,0.413083,1.680079,1.920949,0.265645,3.250804,1.129206,3.850157,0.796799,0.700746
2032,0.407116,1.685515,1.979767,0.275346,3.321246,1.145475,3.859228,0.81987,0.684073
2033,0.415349,1.709379,2.023478,0.295282,3.41063,1.177659,3.914102,0.823495,0.673079
2034,0.41549,1.716565,2.102383,0.283403,3.433778,1.230266,3.938003,0.846737,0.673971
2035,0.410987,1.735825,2.199576,0.294311,3.49167,1.255804,4.031523,0.84893,0.673481
2036,0.406172,1.748605,2.280287,0.301441,3.527099,1.30969,4.049789,0.877374,0.675115
2037,0.39497,1.760671,2.404427,0.306703,3.576328,1.31503,4.082733,0.884157,0.664111
2038,0.395811,1.791211,2.507385,0.304677,3.564293,1.342092,4.104753,0.906524,0.652639
2039,0.388505,1.815617,2.632563,0.31605,3.573879,1.361932,4.129153,0.910453,0.653007
2040,0.383093,1.829071,2.711927,0.317093,3.594006,1.399627,4.118585,0.934032,0.641254
2041,0.394336,1.838152,2.813213,0.321687,3.604377,1.43619,4.09341,0.939404,0.613096
2042,0.391016,1.872863,2.848361,0.331619,3.577675,1.490025,4.102611,0.95395,0.636948
2043,0.391094,1.883591,2.887581,0.333791,3.605382,1.510073,4.151799,1.022071,0.602195
2044,0.397333,1.874927,2.939601,0.339151,3.660302,1.538541,4.190481,1.012401,0.62918
2045,0.393766,1.870239,3.017116,0.343135,3.704322,1.588915,4.209194,1.068953,0.552308
2046,0.389548,1.8678,3.072336,0.349005,3.760669,1.634205,4.24686,1.071174,0.548805
2047,0.384507,1.911997,3.108625,0.364316,3.832684,1.668,4.303868,1.076427,0.560465
2048,0.393086,1.921937,3.191338,0.36621,3.888609,1.717315,4.339807,1.084947,0.563197
2049,0.391412,1.951023,3.216769,0.390129,3.965653,1.728068,4.377709,1.10683,0.606292
2050,0.397377,1.950699,3.333049,0.390743,4.022133,1.750224,4.403352,1.161906,0.55705
