year,NE,MA,ENC,WNC,SA,ESC,WSC,MTN,PA
2010,3.776074103,2.936152575,2.459360687,1.558997685,3.676227682,2.835820942,1.916153362,1.940119952,2.000142531
2011,3.891461876,2.942112789,2.685488858,1.69710367,3.817313853,2.857989234,2.025175789,2.004919452,2.083880412
2012,4.568214274,2.9553803,2.607680795,1.773784818,3.758198951,2.725264328,2.188688986,2.131987047,2.061551026
2013,4.209915384,2.664805331,2.510914089,1.817772643,3.512990943,2.602060076,2.23775556,1.974024125,2.163639987
2014,2.956617032,2.831554342,2.448617811,1.98062956,3.108977081,2.666570333,2.352242055,2.002219556,2.286458816
2015,2.904443805,2.740532465,2.301678077,1.909941818,2.851087366,2.469855155,2.267230558,1.892773703,2.173645698
2016,2.679576,2.534569,2.136598,1.742485,2.742424,2.278305,2.185701,1.863989,1.982037
2017,2.74591,2.510285,2.123144,1.725331,2.68327,2.209112,2.170731,1.839689,1.967926
2018,2.728586,2.504967,2.132086,1.769949,2.691064,2.249006,2.196867,1.826221,2.018676
2019,2.728586,2.526088,2.203389,1.815034,2.744648,2.334846,2.29056,1.807102,2.066274
2020,2.728586,2.552939,2.221434,1.834292,2.805366,2.35023,2.306561,1.788927,2.093695
2021,2.728586,2.556704,2.231465,1.869626,2.739847,2.349293,2.338788,1.803723,2.123606
2022,2.728586,2.555515,2.242617,1.887872,2.662919,2.339744,2.349309,1.803791,2.144952
2023,2.728586,2.55515,2.242452,1.900174,2.678454,2.332671,2.35552,1.795272,2.155892
2024,2.728586,2.565522,2.213084,1.929691,2.728845,2.350509,2.382266,1.792576,2.185516
2025,2.728586,2.575675,2.207113,1.957861,2.732976,2.368465,2.407697,1.794575,2.219379
2026,2.728586,2.576563,2.23239,1.971377,2.720104,2.378771,2.426308,1.77774,2.232853
2027,2.728586,2.57082,2.229013,1.98626,2.708102,2.392959,2.443172,1.789135,2.248735
2028,2.728586,2.571488,2.229512,1.998875,2.699147,2.401843,2.453301,1.784835,2.26238
2029,2.703918,2.584677,2.236089,2.010845,2.702212,2.405412,2.463677,1.789343,2.274702
2030,2.691786,2.590013,2.25885,2.024302,2.712883,2.398907,2.475674,1.795435,2.292435
2031,2.872787,2.605639,2.253915,2.034585,2.719379,2.412528,2.487575,1.802466,2.311054
2032,2.863673,2.618394,2.253916,2.040031,2.724579,2.418999,2.494624,1.807317,2.318451
2033,2.859506,2.627932,2.253401,2.061682,2.742013,2.438329,2.507815,1.817391,2.331572
2034,2.8648,2.633848,2.249673,2.085882,2.755468,2.45064,2.51208,1.830906,2.361453
2035,2.875168,2.643807,2.247722,2.116807,2.778672,2.465723,2.525719,1.849748,2.400376
2036,2.884576,2.65474,2.247674,2.14134,2.793878,2.47248,2.532011,1.86697,2.43004
2037,2.91237,2.670396,2.245206,2.172832,2.81915,2.49936,2.547401,1.883232,2.470883
2038,2.944844,2.680545,2.251378,2.191266,2.833785,2.50699,2.552963,1.896693,2.492471
2039,2.985761,2.692268,2.263186,2.214772,2.854798,2.520226,2.562998,1.910789,2.518321
2040,3.027709,2.697235,2.27015,2.223542,2.858191,2.527162,2.569304,1.919291,2.52593
2041,3.048073,2.70266,2.275174,2.238481,2.868764,2.536306,2.582628,1.929716,2.541698
2042,3.062741,2.708731,2.282534,2.250405,2.874003,2.545359,2.593311,1.941242,2.554834
2043,3.066597,2.711109,2.285051,2.253043,2.880258,2.548018,2.595854,1.944957,2.556989
2044,3.075777,2.710937,2.285365,2.259964,2.891433,2.551075,2.602682,1.949635,2.565297
2045,3.085168,2.712029,2.28663,2.268555,2.896539,2.555368,2.608838,1.954812,2.57207
2046,3.087562,2.713064,2.288127,2.273292,2.899441,2.556412,2.610307,1.960216,2.574549
2047,3.095416,2.7124,2.287597,2.278908,2.904556,2.556855,2.614453,1.96546,2.579993
2048,3.102136,2.713726,2.285707,2.284659,2.90704,2.55834,2.619008,1.975163,2.585178
2049,3.105269,2.720378,2.288283,2.289634,2.918075,2.560506,2.623003,1.982445,2.588801
2050,3.118812,2.730228,2.283541,2.300293,2.925745,2.560237,2.632424,1.992612,2.599785
