year,NE,MA,ENC,WNC,SA,ESC,WSC,MTN,PA
2010,0.42,0.89,0.326,0.124,1.544,0.567,2.049,0.641,0.989
2011,0.456,0.965,0.395,0.117,1.671,0.639,2.188,0.567,0.766
2012,0.44768,1.15412,0.6556,0.17066,2.04285,0.7973,2.33724,0.66283,1.04455
2013,0.37155,1.06634,0.4753,0.13982,1.88271,0.62896,2.07546,0.65072,1.06898
2014,0.34175,1.13148,0.48286,0.10807,1.89625,0.67191,2.02567,0.64891,1.07373
2015,0.39761,1.23645,0.71331,0.14716,2.3301,0.87542,2.43411,0.75092,1.08443
2016,0.39318,1.3445,0.91214,0.19192,2.46983,0.9619,2.35184,0.76576,0.91791
2017,0.37141,1.19616,0.81026,0.17219,2.47589,0.9109,2.06317,0.69033,0.8409
2018,0.400312,1.294711,1.007672,0.195773,2.525427,0.998826,2.684061,0.763962,0.873542
2019,0.338172,1.449551,1.181103,0.227412,2.794552,1.026615,2.935308,0.988657,0.833427
2020,0.269833,1.60633,1.209446,0.194731,2.773564,1.025524,2.88589,0.96612,0.741603
2021,0.316628,1.701407,1.335338,0.229195,2.9573,1.104567,3.146677,1.03111,0.802954
2022,0.27989,1.708542,1.39118,0.221773,3.004684,1.130577,3.049002,0.976954,0.78666
2023,0.217797,1.669586,1.485956,0.212336,3.0195,1.094288,3.096672,0.923344,0.770413
2024,0.213426,1.555633,1.597497,0.216062,2.997195,1.126723,3.091323,0.948706,0.721926
2025,0.201267,1.513199,1.923283,0.202962,3.069862,1.050936,3.108927,0.968626,0.751728
2026,0.190358,1.459595,2.10309,0.209542,3.091625,1.09771,3.31727,1.031747,0.790232
2027,0.190451,1.445132,2.17053,0.201935,3.043468,1.155795,3.52175,1.088306,0.72509
2028,0.193358,1.377341,2.232923,0.204134,2.994462,1.142616,3.624379,1.109193,0.706775
2029,0.195873,1.329836,2.309852,0.204011,3.003801,1.17247,3.692514,1.129167,0.677793
2030,0.177579,1.392113,2.34203,0.205372,2.96561,1.155301,3.737731,1.146854,0.609476
2031,0.170625,1.342259,2.455453,0.212502,2.998,1.165991,3.814231,1.1804,0.584957
2032,0.172045,1.347397,2.473002,0.219109,3.042401,1.21357,3.838507,1.20304,0.576934
2033,0.174947,1.359757,2.55581,0.229602,3.0804,1.257702,3.87842,1.229766,0.56492
2034,0.18534,1.378082,2.661659,0.233527,3.120189,1.310889,3.913499,1.248558,0.559717
2035,0.170088,1.318307,2.719433,0.233678,3.106037,1.322165,3.963948,1.275388,0.559672
2036,0.167196,1.413015,2.805962,0.237505,3.210229,1.37246,4.086773,1.282763,0.564991
2037,0.164287,1.41438,2.857895,0.237909,3.270927,1.378105,4.12331,1.30637,0.573589
2038,0.174593,1.494956,2.9006,0.267345,3.366282,1.485187,4.212187,1.307728,0.567166
2039,0.183324,1.466214,2.96338,0.274205,3.41452,1.604318,4.263981,1.336574,0.581627
2040,0.186345,1.47515,3.028423,0.280314,3.428718,1.656196,4.305091,1.365314,0.55024
2041,0.183587,1.508965,3.091116,0.275951,3.4374,1.678583,4.36054,1.359143,0.577346
2042,0.190671,1.502459,3.160901,0.272393,3.547341,1.673397,4.415313,1.36199,0.563094
2043,0.193497,1.514706,3.208342,0.284978,3.61555,1.703803,4.461585,1.319231,0.553266
2044,0.19131,1.560969,3.285741,0.286182,3.62875,1.78616,4.518972,1.275172,0.540112
2045,0.195414,1.567701,3.343553,0.288225,3.712704,1.82447,4.526325,1.26367,0.541663
2046,0.200632,1.589825,3.394653,0.302723,3.783043,1.854861,4.560333,1.258371,0.556301
2047,0.200542,1.620532,3.392918,0.31471,3.834407,1.881718,4.569223,1.249282,0.566354
2048,0.210953,1.626272,3.433163,0.298011,3.860553,1.909309,4.594475,1.261421,0.580222
2049,0.220317,1.656618,3.47491,0.27911,3.878252,1.903402,4.626611,1.278599,0.58578
2050,0.219586,1.70334,3.543617,0.286661,3.845348,1.950362,4.656731,1.26579,0.590433
