t,NE,MA,ENC,WNC,SA,ESC,WSC,MTN,PA
2010,4.683876247,4.711565062,4.274324974,4.662090987,5.211405879,4.137874702,3.986709026,4.348852096,4.172503323
2011,2.927163156,3.139824577,2.713908869,3.215775138,3.269097463,2.200280716,2.394996375,2.715813595,2.732003944
2012,1.60568495,1.539768008,1.171484004,1.557710894,1.87262954,0.770146232,1.005573643,1.280376126,1.538252509
2013,3.546416524,2.465455973,2.147142229,2.536507124,2.475824498,1.757503199,1.895343174,2.147623015,2.255814285
2014,3.981166981,2.77147822,2.900041809,3.264085536,2.910622139,2.192987908,2.397177206,2.451128906,2.665740095
2015,1.866609291,0.79368367,0.711922579,1.236132389,1.415156095,0.429196601,0.681535094,0.824554305,1.041525885
2016,1.511995405,0.618041658,0.53891035,0.605065278,0.927490231,0.03958865,0.273632215,0.325044505,0.635908365
2017,1.752855963,1.045269589,1.060862954,1.305793637,1.247641786,0.604537224,0.835410413,0.863670099,1.070924186
2018,1.896163941,0.912424904,0.749646282,1.055016422,0.972495522,0.373468961,0.607192969,0.73644821,0.982907526
2019,1.776634311,1.08746025,0.877264695,1.157521655,1.093230252,0.540338198,0.759579,0.857746137,1.110694728
2020,1.991955238,1.358818468,1.170884677,1.456825353,1.418202521,0.890529092,1.090204066,1.229248513,1.472502235
2021,2.061534502,1.502458763,1.344717533,1.601512325,1.569895141,1.065926909,1.262225057,1.418794379,1.626796351
2022,2.208598483,1.653927804,1.480096458,1.785627677,1.712897577,1.22533892,1.416834316,1.589576741,1.759815552
2023,2.458553119,1.90890459,1.73997192,2.025756376,1.974382354,1.508310107,1.692752196,1.849425291,2.013783561
2024,2.784942382,2.212166799,2.059161467,2.371763487,2.338972197,1.855160387,2.02607107,2.20609362,2.314201231
2025,3.003244083,2.452656011,2.321460428,2.66788054,2.60299647,2.134487899,2.295660002,2.501699705,2.60569764
2026,3.28051403,2.699534128,2.575659101,2.946581796,2.847659047,2.405605519,2.556962281,2.768695412,2.903282736
2027,3.406457945,2.831713932,2.730479354,3.077957864,2.982501921,2.536418684,2.706617151,2.915227727,3.029353086
2028,3.606149892,3.036808809,2.939147845,3.311395916,3.193176776,2.771194891,2.94450064,3.149954311,3.269672267
2029,3.722926528,3.137144191,3.051611009,3.395666759,3.312263204,2.849909729,3.046106037,3.250985168,3.372212032
2030,3.799816419,3.204450435,3.12221248,3.459301575,3.378826087,2.968178886,3.123242413,3.328486928,3.414770801
2031,3.835293831,3.253914041,3.184592786,3.5112991,3.461987786,3.001086845,3.186841036,3.413375022,3.474104261
2032,3.925208389,3.376765262,3.291849398,3.641540207,3.581340443,3.086871,3.323815913,3.541472326,3.604218426
2033,4.030440869,3.475898616,3.39098118,3.719198369,3.647336911,3.148654189,3.385776947,3.635067137,3.677529977
2034,4.155882686,3.607364839,3.539957933,3.859487966,3.79761161,3.303875371,3.529193134,3.714597139,3.827580711
2035,4.250420535,3.701556248,3.643590432,3.946750347,3.843913589,3.401059744,3.638288076,3.832317461,3.940912244
2036,4.321739716,3.783642023,3.736113961,4.043308661,3.94343048,3.463803521,3.734837194,3.919194164,3.900870103
2037,4.419963457,3.865596868,3.826210257,4.136081844,3.994261323,3.583343386,3.815222985,3.996470221,3.991738322
2038,4.497566757,3.935866251,3.914354572,4.228982216,4.073242732,3.604447392,3.893301493,4.097870046,4.08996695
2039,4.496889129,3.925223229,3.928598602,4.268545533,4.080921512,3.551452505,3.925359164,4.131443166,4.144236106
2040,4.643299226,4.080797243,4.116710544,4.441595795,4.238058358,3.796066933,4.094197525,4.315474597,4.326590895
2041,4.706913956,4.111844627,4.157799165,4.507430142,4.290948623,3.823372143,4.129657953,4.372303337,4.381217906
2042,4.798802576,4.205578965,4.261801131,4.617013273,4.36399054,3.922744649,4.231610939,4.503774684,4.504425062
2043,4.82650204,4.330616781,4.394390072,4.764079526,4.534269648,4.059378432,4.398294695,4.689665055,4.682012375
2044,4.840922729,4.343013456,4.405441296,4.741408523,4.529151131,4.025691643,4.377371937,4.711851302,4.703570504
2045,4.962626199,4.416003962,4.507946911,4.842321787,4.592914679,4.112219563,4.463463238,4.801350307,4.804381846
2046,5.114110882,4.54527492,4.639534582,4.958123333,4.740864172,4.221653672,4.620023821,4.989245654,4.962438284
2047,5.273245528,4.732009362,4.842742929,5.255059645,4.954925012,4.438984269,4.829054153,5.222995948,5.172493381
2048,5.437866477,4.920561508,5.047027743,5.433209618,5.140090717,4.650826937,5.047283348,5.433557698,5.399607903
2049,5.472903929,5.033416027,5.177521714,5.611521082,5.298741434,4.721183882,5.179975005,5.584736862,5.540326367
2050,5.620732039,5.208064615,5.356833046,5.79517946,5.462955175,4.933933968,5.369712311,5.778940844,5.739406873
