year,NE,MA,ENC,WNC,SA,ESC,WSC,MTN,PA
2010,3.936300479,3.060739401,2.56371628,1.625149074,3.832217375,2.956150497,1.997459582,2.022443121,2.085012578
2011,4.056584386,3.066952519,2.799439521,1.769115173,3.979290114,2.979259434,2.111108048,2.089992194,2.172303626
2012,4.762052741,3.080782997,2.718329906,1.849050055,3.917666849,2.840902744,2.281559437,2.222451521,2.14902676
2013,4.388550514,2.777878351,2.617457195,1.894904372,3.662054174,2.712470689,2.332708004,2.057785917,2.255447559
2014,3.082072205,2.951702857,2.552517561,2.064671634,3.240897197,2.779718245,2.452052391,2.087177736,2.383477837
2015,3.027685164,2.856818738,2.399342881,1.99098447,2.972064705,2.574656049,2.363433685,1.973087877,2.265877833
2016,2.793275769,2.642115832,2.227258126,1.816422124,2.858790535,2.374978038,2.278444665,1.943081781,2.066138794
2017,2.716475992,2.249218064,2.120298544,1.681219874,2.73863378,2.250710452,2.04294785,1.865054386,2.059880244
2018,2.911742644,2.318360624,2.118955802,1.743089842,2.682828038,2.252967358,2.111887828,1.873986318,2.15320743
2019,2.720157,2.689152,1.975822,1.818831,2.46231,1.949261,1.910078,1.889534,2.020128
2020,2.807152,2.40771,2.000458,1.732245,2.530961,2.093005,2.036176,1.820655,2.169001
2021,2.753877,2.338582,2.051424,1.633522,2.550782,2.062739,2.020427,1.647154,2.167377
2022,2.521246,2.339728,1.987059,1.646843,2.521246,2.056352,2.014097,1.575214,2.104743
2023,2.498533,2.349088,1.938468,1.656596,2.498533,2.040026,2.011554,1.549572,2.113417
2024,2.478074,2.37614,1.913023,1.669615,2.478074,2.038707,2.012862,1.488399,2.115648
2025,2.524128,2.278197,1.904394,1.679344,2.524128,2.031129,1.99194,1.471178,2.121555
2026,2.549109,2.27588,1.902116,1.680796,2.549109,2.032404,1.972218,1.478317,2.118769
2027,2.561113,2.284867,1.91778,1.694025,2.561113,2.054733,1.979517,1.477609,2.140966
2028,2.545174,2.177737,1.897452,1.694195,2.545174,2.039983,1.967445,1.468889,2.137964
2029,2.544489,2.17374,1.8983,1.697478,2.544489,2.04277,1.963786,1.466467,2.142023
2030,2.53655,2.169019,1.899339,1.704794,2.53655,2.045259,1.966026,1.463065,2.151513
2031,2.528002,2.162402,1.901928,1.707519,2.528002,2.047191,1.959526,1.460905,2.14912
2032,2.52106,2.110073,1.903242,1.713032,2.52106,2.04559,1.956952,1.472601,2.151371
2033,2.535547,2.107962,1.904697,1.723173,2.535547,2.048259,1.953993,1.475446,2.15377
2034,2.537186,2.065999,1.897004,1.738827,2.537186,2.044704,1.952478,1.482678,2.157451
2035,2.524766,2.03513,1.893921,1.737362,2.524766,2.040833,1.945806,1.482911,2.159208
2036,2.517451,2.021453,1.888828,1.750326,2.517451,2.037926,1.945308,1.489363,2.160783
2037,2.521739,2.022303,1.890537,1.763601,2.521739,2.040738,1.941842,1.501654,2.162968
2038,2.517085,2.014543,1.885042,1.772005,2.517085,2.035348,1.91973,1.498622,2.157301
2039,2.512548,2.014557,1.885861,1.779436,2.512548,2.037609,1.915402,1.492291,2.16008
2040,2.502837,2.001944,1.879873,1.777261,2.502837,2.031456,1.911236,1.487806,2.157108
2041,2.506949,1.998085,1.876324,1.781371,2.506949,2.030821,1.910412,1.479665,2.163332
2042,2.513461,1.996502,1.875745,1.786006,2.513461,2.033161,1.910427,1.481933,2.169559
2043,2.516856,1.999848,1.874563,1.794375,2.516856,2.034251,1.913403,1.46352,2.173956
2044,2.517034,2.005268,1.86799,1.798853,2.517034,2.030977,1.923928,1.465749,2.178886
2045,2.515973,2.008276,1.867695,1.804717,2.515973,2.033698,1.932211,1.482136,2.187618
2046,2.512421,2.006872,1.862928,1.803853,2.512421,2.030181,1.929173,1.497366,2.188915
2047,2.512707,2.00497,1.859983,1.808955,2.512707,2.029931,1.932045,1.506809,2.196688
2048,2.509149,1.999265,1.856377,1.813043,2.509149,2.028227,1.934585,1.508208,2.20189
2049,2.505844,1.994244,1.851597,1.816993,2.505844,2.025518,1.936656,1.488098,2.206378
2050,2.502386,1.988353,1.847182,1.820713,2.502386,2.022897,1.939668,1.50185,2.211082
