year,NE,MA,ENC,WNC,SA,ESC,WSC,MTN,PA
2010,0.85818,2.64274,3.35827,1.549812,2.864664,1.354117,5.379282,4.756302,2.707125
2011,0.915348,2.719853,3.525401,1.555518,2.934925,1.416257,5.529355,4.79351,2.54856
2012,0.879083,2.770951,3.547677,1.491081,3.280124,1.540446,5.730931,4.903691,2.803605
2013,0.859505,2.891799,3.818099,1.645916,3.261053,1.455897,5.577358,4.972179,2.896845
2014,0.857731,3.120449,4.045156,1.68047,3.326574,1.544663,5.646739,5.000559,2.784841
2015,0.905922,3.099138,3.886718,1.574979,3.663951,1.696394,5.951674,5.255469,2.76397
2016,0.856641,3.156144,3.920965,1.638642,3.73514,1.74669,5.803449,1.581652,2.775395
2017,0.879541,3.11356,3.997107,1.7296,3.888779,1.767733,5.922212,1.576464,2.827698
2018,0.930977,3.316355,4.395236,1.846236,4.067651,1.912479,6.697608,1.676031,2.952353
2019,0.884965,3.507681,4.665439,1.972424,4.325762,1.962087,7.134515,1.985243,2.949311
2020,0.824292,3.702464,4.696104,1.933515,4.327031,1.976835,7.101233,1.945433,2.843891
2021,0.884993,3.792672,4.817729,1.893343,4.471338,2.0128,7.163602,1.973275,3.020106
2022,0.858993,3.730734,4.769981,1.871814,4.481341,2.034676,7.194846,1.888956,3.007638
2023,0.799441,3.674753,4.895385,1.868983,4.476667,2.019552,7.290854,1.790708,2.962153
2024,0.779876,3.673339,4.967209,1.854979,4.408781,1.981948,7.292859,1.789438,2.916882
2025,0.770076,3.62186,5.076599,1.855958,4.333307,1.897086,7.315376,1.788976,2.942271
2026,0.755071,3.498558,5.081526,1.862908,4.22805,1.880091,7.368666,1.819095,2.999481
2027,0.763219,3.437194,5.008211,1.849061,4.181311,1.827765,7.420339,1.853972,2.950336
2028,0.758519,3.428436,5.020763,1.838774,4.133555,1.806494,7.461487,1.853078,2.946216
2029,0.744045,3.368652,5.088499,1.839839,4.096452,1.791089,7.526322,1.879163,2.910958
2030,0.728716,3.345198,5.092577,1.846498,3.967044,1.7627,7.594039,1.927904,2.729596
2031,0.732054,3.294459,5.200123,1.860412,3.978128,1.746737,7.688398,1.97466,2.707169
2032,0.737696,3.332564,5.212655,1.872702,4.011612,1.768265,7.785685,2.001026,2.709935
2033,0.741839,3.328319,5.255006,1.891888,4.050385,1.803982,7.881444,2.009474,2.717459
2034,0.742442,3.400102,5.329784,1.907825,4.131683,1.857419,8.002079,2.020043,2.730909
2035,0.748936,3.325373,5.365491,1.904562,4.149237,1.878761,8.110296,2.047989,2.749311
2036,0.756742,3.291099,5.425023,1.909669,4.175083,1.870606,8.192817,2.053282,2.778515
2037,0.760571,3.308547,5.495613,1.930457,4.24887,1.902443,8.243348,2.074245,2.77561
2038,0.757291,3.323257,5.57652,1.927784,4.284019,1.933208,8.281466,2.095296,2.78929
2039,0.761452,3.301558,5.62411,1.953979,4.347684,1.935748,8.328882,2.100765,2.825291
2040,0.768677,3.329953,5.727274,1.973305,4.374893,1.953635,8.387653,2.11951,2.828412
2041,0.773845,3.334133,5.798411,1.973408,4.381107,1.941191,8.485309,2.127781,2.851831
2042,0.77982,3.352313,5.821895,2.008236,4.403998,1.961374,8.548049,2.132951,2.845552
2043,0.784458,3.356265,5.869172,2.020066,4.399055,2.004135,8.613237,2.140056,2.865199
2044,0.79105,3.368446,5.870345,2.034907,4.444478,2.023768,8.598776,2.162202,2.891554
2045,0.790245,3.384029,5.866727,2.033049,4.480694,2.031856,8.680484,2.150311,2.929601
2046,0.793621,3.391515,5.910306,2.060089,4.493188,2.051384,8.725399,2.158288,2.955028
2047,0.797284,3.406136,5.930915,2.065603,4.573737,2.067114,8.857686,2.169907,3.00214
2048,0.800947,3.430589,5.964118,2.072907,4.693576,2.094291,8.957236,2.176769,3.047177
2049,0.805069,3.461883,5.999407,2.087088,4.800901,2.11373,9.079053,2.178262,3.087203
2050,0.811704,3.492895,6.016748,2.1068,4.901856,2.11753,9.131521,2.187951,3.107249
